Date,Opponent,Resultado,Tm,Opp,W,L,Streak,Team,Is_Playoffs,Team_Pace,Team_eFG%,Team_TOV%,Team_ORB%,Team_FT/FGA,Team_ORtg,Opponent_Pace,Opponent_eFG%,Opponent_TOV%,Opponent_ORB%,Opponent_FT/FGA,Opponent_ORtg,Starters_Team,Bench_Team,Starters_Opp,Bench_Opp,GmSc_Starters_Team,GmSc_Starters_Opp,GmSc_Bench_Team,GmSc_Bench_Opp,Previous_Tm,Previous_Opp,Previous_Streak
20231229,BOS,L,118,120,12,18,-2,TOR,False,97.7,0.58,12.27,29.3,0.14,120.83,96.7,0.54,11.97,28.53,0.16,114.97,"['Pascal Siakam', 'Scottie Barnes', 'OG Anunoby', 'Gary Trent Jr.', 'Jakob Poeltl']","['Dennis Schröder', 'Jalen McDaniels', 'Otto Porter Jr.', 'Chris Boucher', 'Malachi Flynn', 'Precious Achiuwa', 'Gradey Dick', 'Thaddeus Young']","['Jaylen Brown', 'Derrick White', 'Sam Hauser', 'Luke Kornet', 'Jrue Holiday']","['Payton Pritchard', 'Oshae Brissett', 'Neemias Queta', 'Svi Mykhailiuk', 'Dalano Banton', 'Lamar Stevens', 'Jayson Tatum']",15.93,12.27,4.01,6.66,100.3,115.3,
20231229,BRK,W,110,104,5,25,-4,WAS,False,105.17,0.53,12.33,21.33,0.19,111.13,100.03,0.6,11.43,22.9,0.24,123.57,"['Deni Avdija', 'Tyus Jones', 'Kyle Kuzma', 'Jordan Poole', 'Daniel Gafford']","['Mike Muscala', 'Bilal Coulibaly', 'Landry Shamet', 'Corey Kispert', 'Delon Wright', 'Patrick Baldwin Jr.', 'Jared Butler', 'Johnny Davis', 'Anthony Gill', 'Eugene Omoruyi']","['Mikal Bridges', 'Dorian Finney-Smith', 'Cameron Johnson', 'Nic Claxton', 'Spencer Dinwiddie']","['Cam Thomas', 'Dennis Smith Jr.', ""Day'Ron Sharpe"", ""Royce O'Neale"", 'Harry Giles', 'Lonnie Walker IV', 'Trendon Watford']",12.04,12.68,3.82,6.4,104.7,117.0,
20231229,SAS,W,134,128,8,22,-1,POR,False,97.27,0.5,9.97,30.8,0.2,116.97,102.8,0.6,11.2,22.7,0.16,125.57,"['Jerami Grant', 'Scoot Henderson', 'Malcolm Brogdon', 'Toumani Camara', 'Moses Brown']","['Jabari Walker', 'Matisse Thybulle', 'Skylar Mays', 'Ibou Badji', 'Justin Minaya', 'Kris Murray', 'Rayan Rupert', 'Ish Wainright']","['Devin Vassell', 'Malaki Branham', 'Jeremy Sochan', 'Zach Collins', 'Julian Champagnie']","['Keldon Johnson', 'Tre Jones', 'Doug McDermott', 'Cedi Osman', 'Dominick Barlow', 'Sandro Mamukelashvili', 'Blake Wesley']",10.02,10.97,2.99,4.74,126.3,124.7,
20231229,ATL,W,117,110,17,12,-1,SAC,False,98.3,0.56,7.63,21.37,0.17,121.67,98.73,0.54,11.1,33.97,0.24,123.2,"[""De'Aaron Fox"", 'Keegan Murray', 'Domantas Sabonis', 'Harrison Barnes', 'Kevin Huerter']","['Malik Monk', 'Trey Lyles', 'Chris Duarte', 'Davion Mitchell', 'Alex Len', 'Kessler Edwards', 'Keon Ellis', 'JaVale McGee', 'Juan Toscano-Anderson', 'Sasha Vezenkov']","['Trae Young', 'Dejounte Murray', 'Jalen Johnson', 'Saddiq Bey', 'Clint Capela']","['Bogdan Bogdanović', 'Onyeka Okongwu', 'Patty Mills', 'Garrison Mathews', 'Bruno Fernando', 'Trent Forrest', 'AJ Griffin', 'Wesley Matthews']",15.31,14.65,1.81,3.06,109.0,118.7,
20231229,MEM,W,117,106,18,12,-5,LAC,False,100.0,0.56,12.37,18.7,0.21,113.07,96.07,0.58,14.6,29.8,0.28,123.1,"['James Harden', 'Paul George', 'Ivica Zubac', 'Amir Coffey', 'Terance Mann']","['Norman Powell', 'Russell Westbrook', 'Kobe Brown', 'Daniel Theis', 'Brandon Boston Jr.', 'Moussa Diabaté', 'Bones Hyland', 'Jordan Miller', 'Joshua Primo', 'P.J. Tucker']","['Ja Morant', 'Jaren Jackson Jr.', 'Desmond Bane', 'Marcus Smart', 'Bismack Biyombo']","['Santi Aldama', 'Vince Williams Jr.', 'David Roddy', 'Xavier Tillman Sr.', 'Ziaire Williams', 'Jacob Gilyard', 'John Konchar']",10.25,14.09,4.47,5.98,112.0,115.0,
20231228,MIA,L,102,114,15,15,-3,GSW,False,96.2,0.55,11.17,25.23,0.23,119.8,98.97,0.58,11.43,24.07,0.24,122.93,"['Stephen Curry', 'Brandin Podziemski', 'Klay Thompson', 'Jonathan Kuminga', 'Kevon Looney']","['Chris Paul', 'Andrew Wiggins', 'Trayce Jackson-Davis', 'Dario Šarić', 'Moses Moody', 'Cory Joseph', 'Lester Quinones', 'Jerome Robinson', 'Draymond Green']","['Jaime Jaquez Jr.', 'Bam Adebayo', 'Tyler Herro', 'R.J. Hampton', 'Haywood Highsmith']","['Duncan Robinson', 'Jamal Cain', 'Nikola Jović', 'Kevin Love', 'Cole Swider', 'Thomas Bryant', 'Josh Richardson']",13.14,11.63,6.24,7.01,116.7,110.0,
20231228,UTA,W,112,105,17,14,-2,NOP,False,96.33,0.54,11.7,22.7,0.21,114.93,98.83,0.55,13.67,27.23,0.15,115.7,"['Brandon Ingram', 'CJ McCollum', 'Zion Williamson', 'Herbert Jones', 'Jonas Valančiūnas']","['Larry Nance Jr.', 'Trey Murphy III', 'Naji Marshall', 'Dyson Daniels', 'Jose Alvarado', 'Kira Lewis Jr.', 'Jeremiah Robinson-Earl', 'Cody Zeller']","['Lauri Markkanen', 'Collin Sexton', 'Walker Kessler', 'John Collins', 'Kris Dunn']","['Jordan Clarkson', 'Keyonte George', 'Kelly Olynyk', 'Ochai Agbaji', 'Simone Fontecchio', 'Talen Horton-Tucker', 'Taylor Hendricks', 'Luka Šamanić', 'Brice Sensabaugh', 'Omer Yurtseven']",11.61,14.12,5.37,7.67,113.7,117.0,
20231228,IND,L,104,120,14,18,1,CHI,False,95.83,0.57,13.67,21.17,0.22,116.4,98.87,0.65,13.6,27.87,0.17,132.7,"['Patrick Williams', 'DeMar DeRozan', 'Coby White', 'Alex Caruso', 'Andre Drummond']","['Ayo Dosunmu', 'Dalen Terry', 'Terry Taylor', 'Jevon Carter', 'Julian Phillips', 'Adama Sanogo', 'Torrey Craig']","['Tyrese Haliburton', 'Aaron Nesmith', 'Myles Turner', 'Jalen Smith', 'Andrew Nembhard']","['Buddy Hield', 'Bennedict Mathurin', 'Obi Toppin', 'Isaiah Jackson', 'James Johnson', 'T.J. McConnell', 'Jordan Nwora', 'Ben Sheppard', 'Jarace Walker']",12.81,12.9,3.48,5.19,115.7,115.7,
20231228,MEM,W,142,105,22,10,2,DEN,False,96.37,0.51,10.43,25.63,0.21,113.37,96.07,0.58,14.6,29.8,0.28,123.1,"['Nikola Jokić', 'Jamal Murray', 'Kentavious Caldwell-Pope', 'Peyton Watson', 'Michael Porter Jr.']","['Julian Strawther', 'Christian Braun', 'Justin Holiday', 'Reggie Jackson', 'DeAndre Jordan', 'Braxton Key', 'Zeke Nnaji', 'Jalen Pickett']","['Vince Williams Jr.', 'Jaren Jackson Jr.', 'Desmond Bane', 'Marcus Smart', 'Bismack Biyombo']","['David Roddy', 'John Konchar', 'Ziaire Williams', 'Xavier Tillman Sr.', 'Jacob Gilyard', 'Santi Aldama', 'Ja Morant']",15.77,11.8,1.3,7.44,105.0,104.3,
20231228,MIN,L,110,118,18,13,-1,DAL,False,98.17,0.47,8.9,25.43,0.17,106.4,,,,,,,"['Jaden Hardy', 'Derrick Jones Jr.', 'Grant Williams', 'Dante Exum', 'Dereck Lively II']","['Tim Hardaway Jr.', 'Dwight Powell', 'Seth Curry', 'Josh Green', 'Markieff Morris', 'Richaun Holmes', 'A.J. Lawson', 'Olivier-Maxence Prosper', 'Brandon Williams']","['Anthony Edwards', 'Rudy Gobert', 'Jaden McDaniels', 'Mike Conley', 'Karl-Anthony Towns']","['Kyle Anderson', 'Nickeil Alexander-Walker', 'Naz Reid', 'Troy Brown Jr.', 'Jordan McLaughlin', 'Shake Milton', 'Josh Minott', 'Daishen Nix']",7.82,15.51,5.77,2.78,108.7,114.0,
20231228,SAS,L,105,118,8,21,-2,POR,False,97.03,0.55,11.0,31.27,0.18,121.27,102.8,0.6,11.2,22.7,0.16,125.57,"['Jerami Grant', 'Malcolm Brogdon', 'Scoot Henderson', 'Toumani Camara', 'Moses Brown']","['Jabari Walker', 'Matisse Thybulle', 'Ibou Badji', 'Skylar Mays', 'Ish Wainright', 'Duop Reath', 'Anfernee Simons']","['Devin Vassell', 'Jeremy Sochan', 'Malaki Branham', 'Victor Wembanyama', 'Julian Champagnie']","['Keldon Johnson', 'Tre Jones', 'Zach Collins', 'Doug McDermott', 'Cedi Osman', 'Sandro Mamukelashvili', 'Blake Wesley']",8.18,11.15,7.05,5.65,134.0,122.7,
20231228,DET,W,128,122,23,6,1,BOS,False,96.03,0.57,7.33,31.6,0.2,133.63,102.73,0.63,13.53,25.27,0.19,127.37,"['Jrue Holiday', 'Jayson Tatum', 'Derrick White', 'Al Horford', 'Kristaps Porziņģis']","['Payton Pritchard', 'Neemias Queta', 'Sam Hauser', 'Oshae Brissett', 'Dalano Banton', 'Luke Kornet', 'Svi Mykhailiuk', 'Lamar Stevens']","['Bojan Bogdanović', 'Cade Cunningham', 'Jalen Duren', 'Jaden Ivey', 'Kevin Knox']","['Alec Burks', 'Isaiah Livers', 'James Wiseman', 'Ausar Thompson', 'Killian Hayes', 'Marvin Bagley III', 'Joe Harris', 'Marcus Sasser']",18.6,13.03,4.78,3.23,118.3,105.3,
20231228,LAL,L,112,133,7,21,-2,CHO,False,97.23,0.48,11.93,26.77,0.17,107.0,99.93,0.52,11.97,23.43,0.16,111.03,"['Miles Bridges', 'Terry Rozier', 'Brandon Miller', 'Nick Richards', 'Bryce McGowens']","['P.J. Washington', 'Cody Martin', 'Nick Smith Jr.', 'Ish Smith', 'Nathan Mensah', 'James Bouknight', 'JT Thor']","['Rui Hachimura', 'Anthony Davis', 'LeBron James', 'Jarred Vanderbilt', 'Taurean Prince']","[""D'Angelo Russell"", 'Max Christie', 'Austin Reaves', 'Christian Wood', 'Jaxson Hayes', 'Jalen Hood-Schifino']",9.68,15.38,5.5,4.67,122.0,121.7,
20231227,DAL,W,113,110,17,13,3,CLE,False,97.43,0.56,10.53,25.33,0.19,117.6,98.33,0.61,12.03,24.77,0.24,126.63,"['Isaac Okoro', 'Jarrett Allen', 'Max Strus', 'Dean Wade', 'Craig Porter Jr.']","['Caris LeVert', 'Georges Niang', 'Tristan Thompson', 'Emoni Bates', 'Damian Jones', 'Sam Merrill', 'Isaiah Mobley']","['Luka Dončić', 'Derrick Jones Jr.', 'Dante Exum', 'Tim Hardaway Jr.', 'Dereck Lively II']","['Seth Curry', 'Grant Williams', 'Josh Green', 'Dwight Powell', 'Jaden Hardy', 'Richaun Holmes', 'A.J. Lawson', 'Markieff Morris', 'Olivier-Maxence Prosper']",12.44,15.58,6.0,3.9,105.7,103.0,
20231227,HOU,W,129,113,14,15,-5,PHO,False,98.37,0.49,13.13,31.83,0.21,109.43,98.3,0.56,15.8,30.37,0.21,117.53,"['Kevin Durant', 'Eric Gordon', 'Devin Booker', 'Grayson Allen', 'Jusuf Nurkić']","['Udoka Azubuike', 'Chimezie Metu', 'Nassir Little', 'Saben Lee', 'Josh Okogie', 'Bol Bol', 'Yuta Watanabe', 'Keita Bates-Diop', 'Drew Eubanks', 'Jordan Goodwin']","['Fred VanVleet', 'Alperen Sengun', 'Jalen Green', ""Jae'Sean Tate"", 'Jabari Smith Jr.']","['Tari Eason', 'Aaron Holiday', 'Cam Whitmore', 'Amen Thompson', 'Jock Landale', 'Jeff Green', 'Reggie Bullock', 'Boban Marjanović']",13.75,12.44,2.96,4.56,114.0,114.0,
20231227,WAS,W,132,102,11,18,1,TOR,False,95.57,0.54,12.2,29.23,0.16,117.47,105.0,0.54,10.23,31.7,0.14,119.67,"['Scottie Barnes', 'Pascal Siakam', 'OG Anunoby', 'Gary Trent Jr.', 'Jakob Poeltl']","['Dennis Schröder', 'Jalen McDaniels', 'Otto Porter Jr.', 'Chris Boucher', 'Precious Achiuwa', 'Malachi Flynn', 'Gradey Dick', 'Thaddeus Young']","['Tyus Jones', 'Kyle Kuzma', 'Daniel Gafford', 'Jordan Poole', 'Deni Avdija']","['Bilal Coulibaly', 'Corey Kispert', 'Landry Shamet', 'Mike Muscala', 'Eugene Omoruyi', 'Ryan Rollins', 'Patrick Baldwin Jr.', 'Johnny Davis', 'Danilo Gallinari', 'Anthony Gill']",13.69,14.24,3.67,3.17,113.7,106.7,
20231227,PHI,L,92,112,18,11,-1,ORL,False,101.57,0.55,11.13,22.6,0.27,117.67,100.57,0.54,13.37,25.7,0.28,113.63,"['Paolo Banchero', 'Franz Wagner', 'Jalen Suggs', 'Anthony Black', 'Wendell Carter Jr.']","['Caleb Houstan', 'Cole Anthony', 'Moritz Wagner', 'Chuma Okeke', 'Goga Bitadze', 'Jett Howard', 'Trevelin Queen', 'Admiral Schofield']","[""De'Anthony Melton"", 'Tyrese Maxey', 'Tobias Harris', 'Paul Reed', 'Kelly Oubre Jr.']","['Marcus Morris', 'Patrick Beverley', 'Mo Bamba', 'Robert Covington', 'Danuel House Jr.', 'KJ Martin', 'Jaden Springer', 'Furkan Korkmaz']",12.62,12.22,4.58,2.4,105.3,115.7,
20231227,MIL,L,122,144,15,15,-2,BRK,False,98.13,0.56,9.6,21.67,0.28,122.67,104.03,0.53,10.17,16.33,0.22,113.43,"['Dennis Smith Jr.', ""Day'Ron Sharpe"", 'Mikal Bridges', 'Cam Thomas', ""Royce O'Neale""]","['Jalen Wilson', 'Armoni Brooks', 'Trendon Watford', 'Noah Clowney', 'Dariq Whitehead', 'Keon Johnson', 'Harry Giles']","['Khris Middleton', 'Giannis Antetokounmpo', 'Damian Lillard', 'Brook Lopez', 'Malik Beasley']","['Bobby Portis', 'Cameron Payne', 'MarJon Beauchamp', 'Pat Connaughton', 'A.J. Green', 'Andre Jackson Jr.', 'Robin Lopez', 'Chris Livingston', 'Thanasis Antetokounmpo', 'Lindell Wigginton']",10.56,14.75,2.9,2.68,114.0,121.7,
20231227,OKC,L,120,129,17,12,1,NYK,False,100.8,0.54,9.83,23.03,0.22,119.37,98.47,0.57,14.6,23.77,0.22,118.4,"['Isaiah Hartenstein', 'Jalen Brunson', 'Julius Randle', 'RJ Barrett', 'Donte DiVincenzo']","['Josh Hart', 'Immanuel Quickley', 'Quentin Grimes', 'Taj Gibson', 'Ryan Arcidiacono', 'Evan Fournier', 'DaQuan Jeffries', 'Miles McBride', 'Dmytro Skapintsev']","['Shai Gilgeous-Alexander', 'Jalen Williams', 'Chet Holmgren', 'Josh Giddey', 'Luguentz Dort']","['Cason Wallace', 'Kenrich Williams', 'Isaiah Joe', 'Aaron Wiggins', 'Jaylin Williams', 'Tre Mann', 'Dāvis Bertāns', 'Vasilije Micić', 'Aleksej Pokusevski']",14.61,18.33,2.79,3.3,129.0,130.3,
20231226,UTA,L,118,130,4,24,-5,SAS,False,104.83,0.52,13.13,19.0,0.17,105.57,98.83,0.55,13.67,27.23,0.15,115.7,"['Devin Vassell', 'Jeremy Sochan', 'Julian Champagnie', 'Victor Wembanyama', 'Malaki Branham']","['Keldon Johnson', 'Tre Jones', 'Zach Collins', 'Cedi Osman', 'Doug McDermott', 'Blake Wesley', 'Sidy Cissoko', 'Sandro Mamukelashvili', ""Devonte' Graham""]","['Lauri Markkanen', 'Collin Sexton', 'Kelly Olynyk', 'Kris Dunn', 'John Collins']","['Jordan Clarkson', 'Keyonte George', 'Simone Fontecchio', 'Ochai Agbaji', 'Walker Kessler', 'Taylor Hendricks', 'Luka Šamanić', 'Brice Sensabaugh', 'Omer Yurtseven', 'Talen Horton-Tucker']",9.89,13.75,5.56,7.5,107.0,113.3,
20231226,WAS,W,127,119,17,11,9,ORL,False,96.27,0.53,10.37,28.67,0.26,116.83,105.0,0.54,10.23,31.7,0.14,119.67,"['Franz Wagner', 'Paolo Banchero', 'Anthony Black', 'Jalen Suggs', 'Wendell Carter Jr.']","['Cole Anthony', 'Gary Harris', 'Moritz Wagner', 'Caleb Houstan', 'Goga Bitadze', 'Chuma Okeke']","['Kyle Kuzma', 'Tyus Jones', 'Jordan Poole', 'Daniel Gafford', 'Deni Avdija']","['Bilal Coulibaly', 'Corey Kispert', 'Danilo Gallinari', 'Delon Wright', 'Landry Shamet', 'Patrick Baldwin Jr.', 'Johnny Davis', 'Anthony Gill', 'Mike Muscala', 'Ryan Rollins']",10.9,14.32,7.42,4.16,128.3,118.0,
20231226,CHI,L,113,118,12,17,2,ATL,False,99.87,0.56,10.67,26.93,0.17,122.23,95.83,0.54,11.13,23.27,0.19,116.97,"['Trae Young', 'Dejounte Murray', 'Saddiq Bey', 'Jalen Johnson', 'Clint Capela']","['Bogdan Bogdanović', 'Onyeka Okongwu', 'Garrison Mathews', 'Wesley Matthews', 'Trent Forrest', 'Seth Lundy', 'Bruno Fernando', 'Patty Mills']","['DeMar DeRozan', 'Andre Drummond', 'Coby White', 'Alex Caruso', 'Patrick Williams']","['Ayo Dosunmu', 'Jevon Carter', 'Terry Taylor', 'Dalen Terry', 'Torrey Craig', 'Julian Phillips', 'Adama Sanogo']",16.36,12.73,4.21,3.28,110.3,108.7,
20231226,SAC,W,130,113,7,21,-2,POR,False,97.17,0.53,12.4,26.73,0.21,115.57,98.47,0.62,10.13,22.33,0.22,130.6,"['Anfernee Simons', 'Malcolm Brogdon', 'Jerami Grant', 'Toumani Camara', 'Moses Brown']","['Duop Reath', 'Scoot Henderson', 'Matisse Thybulle', 'Jabari Walker', 'Ibou Badji', 'Skylar Mays', 'Kris Murray', 'Ish Wainright']","[""De'Aaron Fox"", 'Domantas Sabonis', 'Harrison Barnes', 'Keegan Murray', 'Kevin Huerter']","['Malik Monk', 'Trey Lyles', 'Keon Ellis', 'Sasha Vezenkov', 'Chris Duarte', 'JaVale McGee', 'Kessler Edwards', 'Davion Mitchell', 'Alex Len', 'Juan Toscano-Anderson']",10.89,14.17,4.06,3.27,104.0,126.3,
20231226,DET,W,118,112,14,15,1,BRK,False,97.37,0.57,11.47,27.1,0.21,124.3,102.73,0.63,13.53,25.27,0.19,127.37,"['Mikal Bridges', 'Spencer Dinwiddie', 'Nic Claxton', 'Cameron Johnson', 'Cam Thomas']","['Dorian Finney-Smith', ""Day'Ron Sharpe"", 'Dennis Smith Jr.', ""Royce O'Neale"", 'Harry Giles', 'Trendon Watford', 'Jalen Wilson']","['Bojan Bogdanović', 'Cade Cunningham', 'Isaiah Stewart', 'Jalen Duren', 'Jaden Ivey']","['Alec Burks', 'James Wiseman', 'Kevin Knox', 'Marcus Sasser', 'Ausar Thompson', 'Marvin Bagley III', 'Joe Harris', 'Killian Hayes', 'Isaiah Livers']",11.79,15.09,6.43,4.15,123.7,117.7,
20231226,MIN,W,129,106,18,9,-2,OKC,False,100.87,0.58,9.9,20.6,0.19,122.5,,,,,,,"['Shai Gilgeous-Alexander', 'Luguentz Dort', 'Chet Holmgren', 'Jalen Williams', 'Josh Giddey']","['Cason Wallace', 'Kenrich Williams', 'Isaiah Joe', 'Vasilije Micić', 'Aaron Wiggins', 'Jaylin Williams', 'Tre Mann', 'Dāvis Bertāns', 'Ousmane Dieng', 'Olivier Sarr']","['Anthony Edwards', 'Karl-Anthony Towns', 'Rudy Gobert', 'Jaden McDaniels', 'Mike Conley']","['Kyle Anderson', 'Nickeil Alexander-Walker', 'Naz Reid', 'Jordan McLaughlin', 'Leonard Miller', 'Shake Milton', 'Josh Minott', 'Wendell Moore Jr.', 'Troy Brown Jr.']",16.75,16.67,3.21,2.1,102.7,112.7,
20231226,MEM,L,115,116,17,13,-1,NOP,False,94.07,0.56,11.17,25.47,0.22,120.5,96.07,0.58,14.6,29.8,0.28,123.1,"['Brandon Ingram', 'CJ McCollum', 'Jonas Valančiūnas', 'Zion Williamson', 'Herbert Jones']","['Trey Murphy III', 'Dyson Daniels', 'Naji Marshall', 'Jose Alvarado', 'Cody Zeller', 'Jordan Hawkins', 'Kira Lewis Jr.', 'Jeremiah Robinson-Earl']","['Desmond Bane', 'Ja Morant', 'Jaren Jackson Jr.', 'Marcus Smart', 'Bismack Biyombo']","['Xavier Tillman Sr.', 'Vince Williams Jr.', 'David Roddy', 'Ziaire Williams', 'Santi Aldama', 'Jacob Gilyard', 'John Konchar']",13.41,14.05,4.61,5.82,120.7,116.7,
20231226,LAC,L,104,113,7,20,-1,CHO,False,96.97,0.52,15.43,24.37,0.17,107.27,99.67,0.55,12.67,23.07,0.23,113.97,"['Terry Rozier', 'Miles Bridges', 'Nick Richards', 'Gordon Hayward', 'Bryce McGowens']","['P.J. Washington', 'Cody Martin', 'Ish Smith', 'Nick Smith Jr.', 'Nathan Mensah', 'James Bouknight', 'JT Thor']","['James Harden', 'Paul George', 'Ivica Zubac', 'Amir Coffey', 'Terance Mann']","['Norman Powell', 'Russell Westbrook', 'Kobe Brown', 'Daniel Theis', 'Brandon Boston Jr.', 'Bones Hyland', 'Jordan Miller', 'Xavier Moon', 'P.J. Tucker']",8.95,10.17,5.12,4.66,104.0,120.0,
20231226,IND,L,117,123,15,12,-2,HOU,False,99.03,0.51,11.67,25.77,0.28,114.07,98.87,0.65,13.6,27.87,0.17,132.7,"['Fred VanVleet', 'Alperen Sengun', 'Jabari Smith Jr.', 'Dillon Brooks', 'Jalen Green']","['Tari Eason', 'Aaron Holiday', ""Jae'Sean Tate"", 'Amen Thompson', 'Jeff Green', 'Reggie Bullock', 'Nate Hinton', 'Jock Landale', 'Boban Marjanović', 'Cam Whitmore']","['Tyrese Haliburton', 'Andrew Nembhard', 'Aaron Nesmith', 'Myles Turner', 'Jalen Smith']","['Buddy Hield', 'Bennedict Mathurin', 'Isaiah Jackson', 'Obi Toppin', 'James Johnson', 'T.J. McConnell', 'Jordan Nwora', 'Ben Sheppard', 'Jarace Walker']",16.23,13.0,2.97,5.72,111.3,118.0,
20231225,GSW,W,120,114,21,10,4,DEN,False,94.6,0.52,7.4,28.13,0.17,120.73,95.37,0.55,9.53,22.67,0.21,121.83,"['Michael Porter Jr.', 'Nikola Jokić', 'Kentavious Caldwell-Pope', 'Jamal Murray', 'Aaron Gordon']","['Peyton Watson', 'Reggie Jackson', 'Christian Braun', 'Julian Strawther', 'Zeke Nnaji', 'Justin Holiday', 'DeAndre Jordan', 'Braxton Key', 'Jalen Pickett', 'Hunter Tyson']","['Brandin Podziemski', 'Stephen Curry', 'Klay Thompson', 'Jonathan Kuminga', 'Kevon Looney']","['Andrew Wiggins', 'Chris Paul', 'Dario Šarić', 'Trayce Jackson-Davis', 'Moses Moody', 'Usman Garuba', 'Draymond Green', 'Cory Joseph', 'Gui Santos']",16.73,14.65,2.22,6.72,118.0,110.7,
20231225,MIA,L,113,119,20,8,-1,PHI,False,98.3,0.56,11.73,15.9,0.26,119.2,98.97,0.58,11.43,24.07,0.24,122.93,"['Tyrese Maxey', 'Tobias Harris', 'Kelly Oubre Jr.', ""De'Anthony Melton"", 'Paul Reed']","['Mo Bamba', 'Patrick Beverley', 'Marcus Morris', 'Danuel House Jr.', 'KJ Martin', 'Jaden Springer', 'Robert Covington', 'Furkan Korkmaz', 'Kenneth Lofton Jr.']","['Jaime Jaquez Jr.', 'Tyler Herro', 'Bam Adebayo', 'Kyle Lowry', 'Caleb Martin']","['Duncan Robinson', 'R.J. Hampton', 'Jamal Cain', 'Kevin Love', 'Thomas Bryant', 'Nikola Jović', 'Orlando Robinson', 'Cole Swider']",10.72,10.6,2.22,5.36,106.3,108.7,
20231225,DAL,L,114,128,14,14,3,PHO,False,99.7,0.48,13.27,30.47,0.22,107.33,98.33,0.61,12.03,24.77,0.24,126.63,"['Kevin Durant', 'Devin Booker', 'Grayson Allen', 'Eric Gordon', 'Drew Eubanks']","['Chimezie Metu', 'Josh Okogie', 'Jordan Goodwin', 'Udoka Azubuike', 'Nassir Little', 'Keita Bates-Diop', 'Bol Bol', 'Saben Lee', 'Yuta Watanabe']","['Luka Dončić', 'Tim Hardaway Jr.', 'Derrick Jones Jr.', 'Dante Exum', 'Dereck Lively II']","['Grant Williams', 'Jaden Hardy', 'Dwight Powell', 'Seth Curry', 'A.J. Lawson', 'Olivier-Maxence Prosper', 'Richaun Holmes', 'Markieff Morris']",12.45,14.27,2.67,4.69,112.0,118.3,
20231225,LAL,W,126,115,22,6,1,BOS,False,95.1,0.57,9.0,32.73,0.19,131.37,99.93,0.52,11.97,23.43,0.16,111.03,"['Jayson Tatum', 'Jrue Holiday', 'Kristaps Porziņģis', 'Derrick White', 'Jaylen Brown']","['Al Horford', 'Sam Hauser', 'Payton Pritchard', 'Neemias Queta', 'Dalano Banton', 'Oshae Brissett', 'JD Davison', 'Luke Kornet', 'Drew Peterson', 'Jordan Walsh']","['Taurean Prince', 'Anthony Davis', 'LeBron James', 'Jarred Vanderbilt', 'Cam Reddish']","['Rui Hachimura', 'Austin Reaves', ""D'Angelo Russell"", 'Jaxson Hayes', 'Max Christie', 'Jalen Hood-Schifino', 'Maxwell Lewis', 'Christian Wood']",18.84,13.97,6.11,4.73,116.3,118.7,
20231225,MIL,W,129,122,16,12,-1,NYK,False,100.93,0.52,11.03,24.7,0.22,114.3,104.03,0.53,10.17,16.33,0.22,113.43,"['Julius Randle', 'Jalen Brunson', 'Isaiah Hartenstein', 'RJ Barrett', 'Donte DiVincenzo']","['Josh Hart', 'Immanuel Quickley', 'Taj Gibson', 'Quentin Grimes', 'Ryan Arcidiacono', 'Charlie Brown Jr.', 'Evan Fournier', 'DaQuan Jeffries', 'Miles McBride', 'Dmytro Skapintsev']","['Giannis Antetokounmpo', 'Damian Lillard', 'Khris Middleton', 'Brook Lopez', 'Malik Beasley']","['Bobby Portis', 'Pat Connaughton', 'Andre Jackson Jr.', 'Cameron Payne', 'MarJon Beauchamp', 'Thanasis Antetokounmpo', 'A.J. Green', 'Chris Livingston', 'Robin Lopez']",14.57,15.13,1.85,3.44,112.7,128.7,
20231223,IND,W,117,110,16,11,3,ORL,False,97.63,0.48,8.43,25.47,0.18,108.3,98.87,0.65,13.6,27.87,0.17,132.7,"['Franz Wagner', 'Paolo Banchero', 'Gary Harris', 'Anthony Black', 'Wendell Carter Jr.']","['Cole Anthony', 'Caleb Houstan', 'Moritz Wagner', 'Jonathan Isaac', 'Goga Bitadze', 'Chuma Okeke', 'Admiral Schofield']","['Tyrese Haliburton', 'Buddy Hield', 'Andrew Nembhard', 'Myles Turner', 'Obi Toppin']","['Aaron Nesmith', 'Bennedict Mathurin', 'Jalen Smith', 'T.J. McConnell', 'Isaiah Jackson', 'Bruce Brown', 'James Johnson', 'Jordan Nwora', 'Ben Sheppard', 'Jarace Walker']",8.7,11.26,5.9,7.67,120.7,119.0,
20231223,DAL,L,119,144,4,23,-1,SAS,False,101.7,0.54,13.0,20.53,0.17,112.43,98.33,0.61,12.03,24.77,0.24,126.63,"['Devin Vassell', 'Jeremy Sochan', 'Zach Collins', 'Malaki Branham', 'Julian Champagnie']","['Keldon Johnson', 'Tre Jones', 'Sandro Mamukelashvili', 'Sidy Cissoko', 'Blake Wesley', 'Cedi Osman', ""Devonte' Graham"", 'Doug McDermott', 'Victor Wembanyama']","['Dante Exum', 'Luka Dončić', 'Tim Hardaway Jr.', 'Grant Williams', 'Derrick Jones Jr.']","['A.J. Lawson', 'Dwight Powell', 'Jaden Hardy', 'Olivier-Maxence Prosper', 'Dexter Dennis', 'Greg Brown III', 'Seth Curry', 'Richaun Holmes', 'Markieff Morris']",8.8,11.73,4.94,3.43,128.3,126.7,
