Date,Opponent,Resultado,Tm,Opp,W,L,Streak,Team,Is_Playoffs,Team_Pace,Team_eFG%,Team_TOV%,Team_ORB%,Team_FT/FGA,Team_ORtg,Opponent_Pace,Opponent_eFG%,Opponent_TOV%,Opponent_ORB%,Opponent_FT/FGA,Opponent_ORtg,Starters_Team,Bench_Team,Starters_Opp,Bench_Opp,GmSc_Starters_Team,GmSc_Starters_Opp,GmSc_Bench_Team,GmSc_Bench_Opp,Previous_Tm,Previous_Opp,Previous_Streak
20230120,ORL,L,110,123,26,19,-3,NOP,False,99.4,0.56,16.1,16.37,0.2,106.23,100.4,0.54,16.17,32.43,0.21,112.0,"['Trey Murphy III', 'CJ McCollum', 'Dyson Daniels', 'Jonas Valančiūnas', 'Herbert Jones']","['Jose Alvarado', 'Larry Nance Jr.', 'Jaxson Hayes', ""Devonte' Graham"", 'Willy Hernangómez', 'Kira Lewis Jr.', 'Garrett Temple']","['Franz Wagner', 'Gary Harris', 'Paolo Banchero', 'Wendell Carter Jr.', 'Markelle Fultz']","['Cole Anthony', 'Terrence Ross', 'Bol Bol', 'Moritz Wagner', 'Jalen Suggs', 'Mo Bamba', 'R.J. Hampton']",11.46,11.98,4.4,4.08,106.0,106.0,
20230120,MEM,W,122,121,20,25,-1,LAL,False,97.9,0.57,14.2,24.63,0.21,116.7,100.67,0.48,11.9,17.27,0.19,100.23,"['LeBron James', 'Dennis Schröder', 'Troy Brown Jr.', 'Patrick Beverley', 'Thomas Bryant']","['Russell Westbrook', 'Wenyen Gabriel', 'Kendrick Nunn', 'Max Christie', 'Juan Toscano-Anderson', 'Damian Jones', 'Lonnie Walker IV']","['Ja Morant', 'Desmond Bane', 'Jaren Jackson Jr.', 'Dillon Brooks', 'Steven Adams']","['Brandon Clarke', 'Tyus Jones', 'Ziaire Williams', 'Santi Aldama', 'John Konchar', 'Kennedy Chandler', 'Jake LaRavia', 'David Roddy', 'Xavier Tillman Sr.']",10.85,14.59,7.65,4.99,104.3,113.0,
20230120,ATL,L,124,139,25,21,2,NYK,False,91.47,0.48,8.17,39.0,0.25,120.97,98.63,0.53,12.7,30.8,0.22,117.0,"['RJ Barrett', 'Jalen Brunson', 'Julius Randle', 'Jericho Sims', 'Quentin Grimes']","['Immanuel Quickley', 'Isaiah Hartenstein', 'Obi Toppin', 'Miles McBride', 'Ryan Arcidiacono', 'Svi Mykhailiuk', 'Evan Fournier', 'Cam Reddish', 'Derrick Rose']","['Dejounte Murray', 'John Collins', 'Trae Young', ""De'Andre Hunter"", 'Clint Capela']","['Onyeka Okongwu', 'Bogdan Bogdanović', 'AJ Griffin', 'Aaron Holiday', 'Jalen Johnson', 'Frank Kaminsky', 'Vit Krejci', 'Tyrese Martin', 'Derrick Favors', 'Justin Holiday']",13.01,15.21,2.47,4.27,107.7,106.0,
20230120,GSW,L,114,120,28,18,-3,CLE,False,94.1,0.55,13.63,28.37,0.21,114.87,106.67,0.56,15.2,20.93,0.26,113.1,"['Darius Garland', 'Evan Mobley', 'Jarrett Allen', 'Caris LeVert', 'Isaac Okoro']","['Cedi Osman', 'Kevin Love', 'Raul Neto', 'Lamar Stevens', 'Mamadi Diakite', 'Robin Lopez', 'Isaiah Mobley']","['Ty Jerome', 'Jordan Poole', 'Donte DiVincenzo', 'Kevon Looney', 'Jonathan Kuminga']","['Anthony Lamb', 'JaMychal Green', 'Moses Moody', 'Patrick Baldwin Jr.', 'Ryan Rollins', 'James Wiseman']",14.99,8.69,1.72,4.75,90.7,102.0,
20230120,IND,W,134,111,32,13,4,DEN,False,99.53,0.57,12.77,26.2,0.22,120.43,103.97,0.64,13.7,20.37,0.25,125.87,"['Michael Porter Jr.', 'Aaron Gordon', 'Jamal Murray', 'Kentavious Caldwell-Pope', 'Zeke Nnaji']","['Bruce Brown', 'Jeff Green', 'DeAndre Jordan', 'Christian Braun', 'Bones Hyland', 'Davon Reed', 'Ish Smith']","['Andrew Nembhard', 'Buddy Hield', 'Aaron Nesmith', 'Myles Turner', 'Oshae Brissett']","['Bennedict Mathurin', 'T.J. McConnell', 'Chris Duarte', 'Terry Taylor', 'Jalen Smith', 'Isaiah Jackson', 'Trevelin Queen', 'Goga Bitadze', 'James Johnson']",11.31,7.39,3.6,6.79,116.0,111.7,
20230119,MIN,L,126,128,20,25,4,TOR,False,98.93,0.52,9.33,26.37,0.26,117.6,,,,,,,"['Pascal Siakam', 'Scottie Barnes', 'Fred VanVleet', 'Gary Trent Jr.', 'OG Anunoby']","['Precious Achiuwa', 'Juancho Hernangómez', 'Joe Wieskamp', 'Thaddeus Young', 'Khem Birch', 'Chris Boucher', 'Jeff Dowtin', 'Malachi Flynn', 'Ron Harper Jr.', 'Christian Koloko']","['Anthony Edwards', 'Jaden McDaniels', ""D'Angelo Russell"", 'Kyle Anderson', 'Naz Reid']","['Taurean Prince', 'Jaylen Nowell', 'Luka Garza', 'Nathan Knight', 'Matt Ryan', 'Wendell Moore Jr.', 'Bryn Forbes', 'Josh Minott']",14.95,12.24,3.16,4.34,114.0,96.5,
20230119,BRK,W,117,112,21,24,11,PHO,False,101.63,0.51,15.63,24.37,0.18,104.5,98.77,0.51,12.1,25.0,0.22,110.57,"['Mikal Bridges', 'Damion Lee', 'Deandre Ayton', 'Torrey Craig', 'Dario Šarić']","['Saben Lee', 'Ish Wainright', 'Cameron Johnson', 'Bismack Biyombo', 'Duane Washington Jr.', 'Jock Landale']","['Kyrie Irving', 'Nic Claxton', ""Royce O'Neale"", 'Joe Harris', 'Ben Simmons']","['Seth Curry', 'Yuta Watanabe', 'Cam Thomas', 'T.J. Warren', 'Markieff Morris', ""Day'Ron Sharpe"", 'Patty Mills', 'Edmond Sumner']",10.49,10.08,6.58,4.96,117.0,109.0,
20230119,DET,W,126,108,20,24,2,CHI,False,100.23,0.55,9.6,17.67,0.25,117.97,98.73,0.56,14.33,24.07,0.2,115.13,"['DeMar DeRozan', 'Zach LaVine', 'Nikola Vučević', 'Patrick Williams', 'Ayo Dosunmu']","['Alex Caruso', 'Coby White', 'Derrick Jones Jr.', 'Goran Dragić', 'Carlik Jones', 'Dalen Terry', 'Tony Bradley', 'Malcolm Hill', 'Marko Simonovic', 'Andre Drummond']","['Bojan Bogdanović', 'Jaden Ivey', 'Killian Hayes', 'Isaiah Stewart', 'Saddiq Bey']","['Isaiah Livers', 'Hamidou Diallo', 'Alec Burks', 'Jalen Duren', 'Kevin Knox', 'Rodney McGruder', 'Nerlens Noel']",14.82,13.86,4.1,7.66,126.3,104.3,
20230119,GSW,W,121,118,33,12,-1,BOS,False,93.43,0.58,10.07,31.57,0.18,128.83,106.67,0.56,15.2,20.93,0.26,113.1,"['Jayson Tatum', 'Jaylen Brown', 'Marcus Smart', 'Al Horford', 'Robert Williams']","['Malcolm Brogdon', 'Derrick White', 'Grant Williams', 'Luke Kornet', 'JD Davison', 'Blake Griffin', 'Sam Hauser', 'Justin Jackson', 'Mfiondu Kabengele', 'Payton Pritchard']","['Jordan Poole', 'Stephen Curry', 'Andrew Wiggins', 'Draymond Green', 'Klay Thompson']","['Donte DiVincenzo', 'Kevon Looney', 'Anthony Lamb', 'Patrick Baldwin Jr.', 'Moses Moody', 'James Wiseman']",16.2,14.11,5.29,7.48,97.0,110.0,
20230119,POR,W,105,95,28,16,-1,PHI,False,97.03,0.58,10.57,18.7,0.27,120.67,98.07,0.59,9.87,20.07,0.23,123.73,"['James Harden', 'Joel Embiid', 'Tobias Harris', ""De'Anthony Melton"", 'P.J. Tucker']","['Tyrese Maxey', 'Georges Niang', 'Matisse Thybulle', 'Montrezl Harrell', 'Shake Milton', 'Danuel House Jr.', 'Furkan Korkmaz', 'Paul Reed', 'Jaden Springer']","['Damian Lillard', 'Jerami Grant', 'Anfernee Simons', 'Josh Hart', 'Jusuf Nurkić']","['Drew Eubanks', 'Shaedon Sharpe', 'Nassir Little', 'Jabari Walker', 'Greg Brown III', 'Keon Johnson', 'Trendon Watford']",14.29,16.6,4.39,2.95,112.0,110.5,
20230118,DAL,W,130,122,22,22,-2,ATL,False,98.93,0.57,12.67,16.37,0.19,114.27,94.73,0.49,8.73,23.43,0.23,110.77,"['Dejounte Murray', 'Trae Young', 'John Collins', ""De'Andre Hunter"", 'Onyeka Okongwu']","['Bogdan Bogdanović', 'Clint Capela', 'AJ Griffin', 'Jalen Johnson', 'Derrick Favors', 'Aaron Holiday', 'Justin Holiday', 'Frank Kaminsky', 'Vit Krejci', 'Tyrese Martin']","['Luka Dončić', 'Spencer Dinwiddie', 'Christian Wood', 'Dorian Finney-Smith', 'Dwight Powell']","['Reggie Bullock', 'Josh Green', 'Dāvis Bertāns', 'Jaden Hardy', 'JaVale McGee', 'A.J. Lawson', 'Frank Ntilikina', 'Theo Pinson']",14.79,14.19,5.07,5.45,103.5,95.0,
20230118,MIN,W,122,118,31,13,-1,DEN,False,99.1,0.57,11.77,25.63,0.2,120.97,,,,,,,"['Kentavious Caldwell-Pope', 'Jamal Murray', 'Nikola Jokić', 'Aaron Gordon', 'Michael Porter Jr.']","['Bruce Brown', 'Bones Hyland', 'Zeke Nnaji', 'Vlatko Čančar', 'Christian Braun', 'DeAndre Jordan', 'Davon Reed', 'Ish Smith', 'Jack White']","['Anthony Edwards', 'Kyle Anderson', 'Jaden McDaniels', ""D'Angelo Russell"", 'Naz Reid']","['Taurean Prince', 'Luka Garza', 'Jaylen Nowell', 'Wendell Moore Jr.', 'Nathan Knight', 'Bryn Forbes', 'Josh Minott', 'Matt Ryan']",17.32,12.46,3.51,3.81,118.7,130.0,
20230118,MEM,L,114,115,28,17,-1,CLE,False,94.0,0.54,11.07,31.33,0.2,119.1,100.67,0.48,11.9,17.27,0.19,100.23,"['Caris LeVert', 'Evan Mobley', 'Darius Garland', 'Jarrett Allen', 'Isaac Okoro']","['Lamar Stevens', 'Ricky Rubio', 'Kevin Love', 'Raul Neto', 'Cedi Osman', 'Mamadi Diakite', 'Robin Lopez']","['Ja Morant', 'Desmond Bane', 'Dillon Brooks', 'Jaren Jackson Jr.', 'Steven Adams']","['Brandon Clarke', 'Santi Aldama', 'Tyus Jones', 'Ziaire Williams', 'John Konchar', 'Kennedy Chandler', 'Xavier Tillman Sr.', 'Vince Williams Jr.']",14.11,16.13,2.16,5.22,113.5,121.0,
20230118,HOU,W,122,117,11,34,2,CHO,False,103.67,0.53,9.97,24.6,0.2,115.1,99.77,0.58,11.4,24.57,0.24,121.97,"['Terry Rozier', 'P.J. Washington', 'Jalen McDaniels', 'Mason Plumlee', 'LaMelo Ball']","['Dennis Smith Jr.', 'Bryce McGowens', 'Mark Williams', 'JT Thor', 'Cody Martin', 'Nick Richards']","['Jalen Green', 'Alperen Sengun', 'KJ Martin', 'Eric Gordon', 'Jabari Smith Jr.']","[""Jae'Sean Tate"", 'Tari Eason', 'Garrison Mathews', 'Josh Christopher', 'Usman Garuba', 'Bruno Fernando', 'Boban Marjanović', 'Daishen Nix', 'TyTy Washington Jr.']",14.31,13.99,3.32,2.94,133.0,122.5,
20230118,WAS,L,105,116,25,20,2,NYK,False,92.4,0.49,7.67,35.63,0.27,122.3,98.77,0.55,10.73,23.9,0.15,116.8,"['Jalen Brunson', 'RJ Barrett', 'Julius Randle', 'Quentin Grimes', 'Mitchell Robinson']","['Immanuel Quickley', 'Jericho Sims', 'Obi Toppin', 'Isaiah Hartenstein', 'Miles McBride', 'Ryan Arcidiacono', 'Evan Fournier', 'Svi Mykhailiuk', 'Cam Reddish', 'Derrick Rose']","['Kyle Kuzma', 'Kristaps Porziņģis', 'Monte Morris', 'Bradley Beal', 'Daniel Gafford']","['Deni Avdija', 'Delon Wright', 'Rui Hachimura', 'Corey Kispert', 'Taj Gibson', 'Will Barton', 'Anthony Gill', 'Jordan Goodwin']",14.67,14.34,2.53,5.33,108.7,99.0,
20230118,LAC,W,126,103,23,24,1,UTA,False,100.7,0.56,15.6,30.9,0.27,119.5,96.27,0.54,14.73,24.93,0.27,112.73,"['Lauri Markkanen', 'Jordan Clarkson', 'Mike Conley', 'Walker Kessler', 'Malik Beasley']","['Collin Sexton', 'Ochai Agbaji', 'Jarred Vanderbilt', 'Rudy Gay', 'Nickeil Alexander-Walker', 'Simone Fontecchio', 'Talen Horton-Tucker', 'Udoka Azubuike', 'Leandro Bolmaro']","['Norman Powell', 'Ivica Zubac', 'Terance Mann', 'Nicolas Batum', 'Marcus Morris']","['Amir Coffey', 'Brandon Boston Jr.', 'Moussa Diabaté', 'Reggie Jackson', 'Robert Covington', 'Jason Preston']",14.31,9.57,4.51,3.14,116.3,111.7,
20230118,LAL,W,116,111,24,18,-2,SAC,False,100.8,0.62,8.6,25.57,0.26,134.43,97.9,0.55,8.6,25.1,0.14,119.2,"['Harrison Barnes', ""De'Aaron Fox"", 'Keegan Murray', 'Kevin Huerter', 'Richaun Holmes']","['Trey Lyles', 'Chimezie Metu', 'Malik Monk', 'Davion Mitchell', 'KZ Okpala', 'Terence Davis', 'PJ Dozier']","['LeBron James', 'Patrick Beverley', 'Dennis Schröder', 'Troy Brown Jr.', 'Thomas Bryant']","['Russell Westbrook', 'Max Christie', 'Wenyen Gabriel', 'Kendrick Nunn', 'Juan Toscano-Anderson', 'Damian Jones', 'Cole Swider']",11.59,10.3,5.88,7.72,129.3,123.3,
20230118,IND,W,126,106,21,23,1,OKC,False,100.57,0.56,9.27,21.5,0.26,122.2,103.97,0.64,13.7,20.37,0.25,125.87,"['Jalen Williams', 'Shai Gilgeous-Alexander', 'Josh Giddey', 'Luguentz Dort', 'Kenrich Williams']","['Aaron Wiggins', 'Isaiah Joe', 'Tre Mann', 'Jaylin Williams', 'Mike Muscala', 'Darius Bazley']","['Andrew Nembhard', 'Bennedict Mathurin', 'Myles Turner', 'Buddy Hield', 'Aaron Nesmith']","['T.J. McConnell', 'Trevelin Queen', 'Oshae Brissett', 'Chris Duarte', 'Isaiah Jackson', 'Terry Taylor', 'Goga Bitadze', 'James Johnson', 'Jalen Smith']",14.91,10.09,5.11,6.4,119.5,119.0,
20230118,MIA,L,98,124,26,18,-1,NOP,False,99.43,0.57,13.33,12.33,0.21,111.67,94.03,0.56,13.7,18.07,0.11,108.77,"['Dyson Daniels', 'Naji Marshall', 'CJ McCollum', 'Trey Murphy III', 'Jonas Valančiūnas']","['Jose Alvarado', ""Devonte' Graham"", 'Larry Nance Jr.', 'Willy Hernangómez', 'Jaxson Hayes', 'Kira Lewis Jr.', 'Garrett Temple']","['Caleb Martin', 'Bam Adebayo', 'Jimmy Butler', 'Tyler Herro', 'Kyle Lowry']","['Max Strus', 'Gabe Vincent', 'Victor Oladipo', 'Orlando Robinson', 'Haywood Highsmith', 'Dewayne Dedmon', 'Udonis Haslem']",13.98,10.93,4.41,6.79,97.5,112.5,
20230117,LAC,W,120,110,27,16,7,PHI,False,101.77,0.6,10.93,20.73,0.24,123.43,96.27,0.54,14.73,24.93,0.27,112.73,"['Tobias Harris', 'Joel Embiid', 'James Harden', 'P.J. Tucker', ""De'Anthony Melton""]","['Tyrese Maxey', 'Georges Niang', 'Shake Milton', 'Montrezl Harrell', 'Matisse Thybulle', 'Furkan Korkmaz', 'Paul Reed', 'Jaden Springer', 'Danuel House Jr.']","['Kawhi Leonard', 'Ivica Zubac', 'Terance Mann', 'Paul George', 'Marcus Morris']","['Norman Powell', 'Nicolas Batum', 'Reggie Jackson', 'Moses Brown', 'Robert Covington', 'Jason Preston', 'Amir Coffey']",13.8,14.75,4.64,5.22,114.0,104.3,
20230117,MIL,L,122,130,20,24,-2,TOR,False,97.23,0.55,10.1,27.5,0.28,123.37,104.03,0.53,10.17,16.33,0.22,113.43,"['Gary Trent Jr.', 'Pascal Siakam', 'Fred VanVleet', 'Scottie Barnes', 'OG Anunoby']","['Precious Achiuwa', 'Chris Boucher', 'Juancho Hernangómez', 'Khem Birch', 'Jeff Dowtin', 'Malachi Flynn', 'Ron Harper Jr.', 'Christian Koloko', 'Joe Wieskamp', 'Thaddeus Young']","['Jrue Holiday', 'Bobby Portis', 'Grayson Allen', 'Pat Connaughton', 'Brook Lopez']","['Joe Ingles', 'Jordan Nwora', 'George Hill', 'Jevon Carter', 'A.J. Green', 'Thanasis Antetokounmpo', 'MarJon Beauchamp', 'Sandro Mamukelashvili', 'Wesley Matthews']",15.23,12.4,3.42,4.59,107.0,103.7,
20230117,BRK,W,106,98,13,31,-2,SAS,False,107.3,0.51,11.3,22.43,0.2,110.23,98.77,0.51,12.1,25.0,0.22,110.57,"['Keldon Johnson', 'Tre Jones', 'Jeremy Sochan', 'Jakob Poeltl', 'Romeo Langford']","['Josh Richardson', 'Zach Collins', 'Doug McDermott', 'Malaki Branham', 'Keita Bates-Diop', 'Stanley Johnson', 'Gorgui Dieng', 'Isaiah Roby', 'Blake Wesley']","['Ben Simmons', 'Seth Curry', 'Nic Claxton', ""Royce O'Neale"", 'Joe Harris']","['Cam Thomas', 'T.J. Warren', 'Edmond Sumner', 'Markieff Morris', 'Yuta Watanabe', 'Patty Mills', ""Day'Ron Sharpe""]",12.45,9.97,5.42,3.74,108.0,125.7,
20230117,DEN,L,113,122,21,22,-3,POR,False,98.43,0.61,11.3,22.43,0.32,131.9,99.1,0.47,10.2,20.23,0.18,102.13,"['Anfernee Simons', 'Damian Lillard', 'Jerami Grant', 'Josh Hart', 'Jusuf Nurkić']","['Gary Payton II', 'Shaedon Sharpe', 'Drew Eubanks', 'Nassir Little', 'Jabari Walker', 'Keon Johnson', 'Trendon Watford', 'Greg Brown III']","['Nikola Jokić', 'Kentavious Caldwell-Pope', 'Aaron Gordon', 'Michael Porter Jr.', 'Jamal Murray']","['Bruce Brown', 'Vlatko Čančar', 'Bones Hyland', 'Zeke Nnaji', 'Davon Reed', 'Christian Braun', 'Jack White', 'DeAndre Jordan', 'Ish Smith']",17.59,15.49,2.83,4.31,120.7,117.0,
20230116,TOR,L,121,123,25,19,4,NYK,False,95.87,0.52,8.9,30.63,0.29,121.27,97.23,0.61,13.67,19.0,0.19,119.4,"['RJ Barrett', 'Jalen Brunson', 'Julius Randle', 'Quentin Grimes', 'Mitchell Robinson']","['Immanuel Quickley', 'Isaiah Hartenstein', 'Obi Toppin', 'Miles McBride', 'Ryan Arcidiacono', 'Evan Fournier', 'Svi Mykhailiuk', 'Cam Reddish', 'Derrick Rose', 'Jericho Sims']","['Pascal Siakam', 'Fred VanVleet', 'Scottie Barnes', 'Gary Trent Jr.', 'OG Anunoby']","['Precious Achiuwa', 'Chris Boucher', 'Juancho Hernangómez', 'Malachi Flynn', 'Khem Birch', 'Jeff Dowtin', 'Christian Koloko', 'Joe Wieskamp', 'Thaddeus Young']",15.82,14.49,2.46,4.14,107.7,105.0,
20230116,CLE,L,103,113,26,17,-4,NOP,False,101.6,0.57,10.63,18.83,0.22,118.87,94.0,0.64,12.27,20.37,0.2,129.83,"['Naji Marshall', 'CJ McCollum', 'Jonas Valančiūnas', 'Trey Murphy III', 'Dyson Daniels']","['Jose Alvarado', 'Larry Nance Jr.', ""Devonte' Graham"", 'Jaxson Hayes', 'Willy Hernangómez', 'Kira Lewis Jr.', 'Garrett Temple']","['Darius Garland', 'Evan Mobley', 'Jarrett Allen', 'Isaac Okoro', 'Donovan Mitchell']","['Lamar Stevens', 'Ricky Rubio', 'Kevin Love', 'Caris LeVert', 'Cedi Osman', 'Mamadi Diakite', 'Robin Lopez', 'Raul Neto']",14.68,13.86,5.43,4.27,99.0,98.5,
20230116,MIN,W,126,125,22,24,-1,UTA,False,101.73,0.54,13.37,24.23,0.23,115.5,,,,,,,"['Jordan Clarkson', 'Malik Beasley', 'Walker Kessler', 'Mike Conley', 'Jarred Vanderbilt']","['Ochai Agbaji', 'Collin Sexton', 'Rudy Gay', 'Nickeil Alexander-Walker', 'Talen Horton-Tucker', 'Udoka Azubuike', 'Leandro Bolmaro', 'Simone Fontecchio', 'Micah Potter']","['Anthony Edwards', 'Kyle Anderson', ""D'Angelo Russell"", 'Jaden McDaniels', 'Rudy Gobert']","['Austin Rivers', 'Taurean Prince', 'Jaylen Nowell', 'Naz Reid', 'Luka Garza', 'Nathan Knight', 'Bryn Forbes', 'Josh Minott', 'Wendell Moore Jr.', 'Matt Ryan']",11.0,11.27,3.67,4.64,115.3,123.3,
20230116,MIA,W,121,113,21,22,-2,ATL,False,98.57,0.52,10.23,19.4,0.17,111.6,94.03,0.56,13.7,18.07,0.11,108.77,"['Trae Young', 'Dejounte Murray', ""De'Andre Hunter"", 'John Collins', 'Onyeka Okongwu']","['Bogdan Bogdanović', 'Clint Capela', 'AJ Griffin', 'Aaron Holiday', 'Derrick Favors', 'Justin Holiday', 'Jalen Johnson', 'Frank Kaminsky', 'Vit Krejci']","['Bam Adebayo', 'Jimmy Butler', 'Tyler Herro', 'Gabe Vincent', 'Caleb Martin']","['Victor Oladipo', 'Max Strus', 'Haywood Highsmith', 'Orlando Robinson', 'Dewayne Dedmon', 'Udonis Haslem']",13.94,13.88,5.4,5.31,92.7,104.3,
20230116,LAL,L,132,140,10,33,1,HOU,False,98.4,0.5,15.9,29.9,0.14,103.17,97.9,0.55,8.6,25.1,0.14,119.2,"['Jalen Green', 'Alperen Sengun', 'Eric Gordon', 'KJ Martin', 'Jabari Smith Jr.']","['Tari Eason', ""Jae'Sean Tate"", 'Garrison Mathews', 'Usman Garuba', 'Josh Christopher', 'Bruno Fernando', 'Boban Marjanović', 'Daishen Nix', 'TyTy Washington Jr.']","['LeBron James', 'Dennis Schröder', 'Troy Brown Jr.', 'Patrick Beverley', 'Thomas Bryant']","['Russell Westbrook', 'Wenyen Gabriel', 'Kendrick Nunn', 'Juan Toscano-Anderson', 'Max Christie', 'Damian Jones', 'Scotty Pippen Jr.', 'Cole Swider']",11.71,9.75,2.71,6.7,126.3,127.0,
20230116,CHO,W,130,118,32,12,6,BOS,False,93.9,0.54,9.3,26.27,0.17,119.93,103.67,0.54,13.37,22.53,0.26,114.33,"['Jayson Tatum', 'Marcus Smart', 'Al Horford', 'Derrick White', 'Robert Williams']","['Malcolm Brogdon', 'Grant Williams', 'Payton Pritchard', 'Luke Kornet', 'Sam Hauser', 'JD Davison', 'Blake Griffin', 'Justin Jackson']","['P.J. Washington', 'Terry Rozier', 'Jalen McDaniels', 'LaMelo Ball', 'Mason Plumlee']","['Dennis Smith Jr.', 'Mark Williams', 'Bryce McGowens', 'JT Thor', 'James Bouknight', 'Kai Jones', 'Nick Richards']",12.88,14.29,4.72,2.36,125.7,104.0,
20230116,MIL,L,119,132,23,21,-7,IND,False,101.43,0.54,13.53,25.53,0.22,116.83,104.03,0.53,10.17,16.33,0.22,113.43,"['Buddy Hield', 'Myles Turner', 'Andrew Nembhard', 'Bennedict Mathurin', 'Aaron Nesmith']","['T.J. McConnell', 'Chris Duarte', 'Oshae Brissett', 'Jalen Smith', 'Isaiah Jackson', 'Goga Bitadze', 'James Johnson', 'Trevelin Queen', 'Terry Taylor']","['Jrue Holiday', 'Bobby Portis', 'Brook Lopez', 'Grayson Allen', 'Pat Connaughton']","['Jordan Nwora', 'George Hill', 'A.J. Green', 'Jevon Carter', 'Wesley Matthews', 'Thanasis Antetokounmpo', 'MarJon Beauchamp', 'Sandro Mamukelashvili']",10.93,10.72,5.96,4.17,106.0,120.0,
20230116,MEM,L,106,136,21,23,1,PHO,False,102.63,0.52,17.03,31.2,0.22,109.57,100.67,0.48,11.9,17.27,0.19,100.23,"['Deandre Ayton', 'Mikal Bridges', 'Landry Shamet', 'Torrey Craig', 'Dario Šarić']","['Saben Lee', 'Damion Lee', 'Ish Wainright', 'Jock Landale', 'Bismack Biyombo', 'Josh Okogie', 'Duane Washington Jr.']","['Ja Morant', 'Desmond Bane', 'Jaren Jackson Jr.', 'Steven Adams', 'Dillon Brooks']","['Santi Aldama', 'Tyus Jones', 'David Roddy', 'Brandon Clarke', 'Ziaire Williams', 'Xavier Tillman Sr.', 'Kennedy Chandler', 'Jake LaRavia']",11.31,14.67,6.78,6.95,113.0,118.3,
20230116,GSW,L,118,127,18,25,2,WAS,False,99.47,0.52,13.37,28.57,0.18,110.8,106.67,0.56,15.2,20.93,0.26,113.1,"['Kyle Kuzma', 'Kristaps Porziņģis', 'Monte Morris', 'Corey Kispert', 'Daniel Gafford']","['Delon Wright', 'Rui Hachimura', 'Jordan Goodwin', 'Deni Avdija', 'Will Barton', 'Johnny Davis', 'Taj Gibson', 'Anthony Gill']","['Stephen Curry', 'Jordan Poole', 'Draymond Green', 'Andrew Wiggins', 'Kevon Looney']","['Donte DiVincenzo', 'Anthony Lamb', 'Ty Jerome', 'Moses Moody', 'Patrick Baldwin Jr.', 'Klay Thompson']",11.78,10.99,4.0,7.67,117.5,120.5,
20230115,DEN,L,116,119,16,27,-3,ORL,False,100.83,0.54,13.17,19.03,0.18,108.53,99.1,0.47,10.2,20.23,0.18,102.13,"['Paolo Banchero', 'Wendell Carter Jr.', 'Franz Wagner', 'Markelle Fultz', 'Gary Harris']","['Cole Anthony', 'Terrence Ross', 'Bol Bol', 'Moritz Wagner', 'Jalen Suggs', 'Mo Bamba', 'Caleb Houstan']","['Jamal Murray', 'Kentavious Caldwell-Pope', 'Nikola Jokić', 'Aaron Gordon', 'Michael Porter Jr.']","['Bruce Brown', 'Zeke Nnaji', 'DeAndre Jordan', 'Christian Braun', 'Bones Hyland', 'Davon Reed', 'Ish Smith', 'Jack White']",12.4,15.79,3.31,4.48,109.5,112.0,
20230115,GSW,W,132,118,19,24,-2,CHI,False,96.97,0.57,10.83,23.6,0.23,122.17,106.67,0.56,15.2,20.93,0.26,113.1,"['Zach LaVine', 'Ayo Dosunmu', 'Nikola Vučević', 'Patrick Williams', 'Alex Caruso']","['Coby White', 'Derrick Jones Jr.', 'Goran Dragić', 'Dalen Terry', 'Tony Bradley', 'Andre Drummond', 'Malcolm Hill', 'Carlik Jones', 'Marko Simonovic']","['Stephen Curry', 'Klay Thompson', 'Draymond Green', 'Andrew Wiggins', 'Kevon Looney']","['Jordan Poole', 'Donte DiVincenzo', 'Anthony Lamb', 'Moses Moody', 'Ty Jerome', 'Patrick Baldwin Jr.']",11.05,12.31,2.76,9.89,100.0,125.3,
20230115,LAC,L,100,121,10,32,-3,HOU,False,97.03,0.49,13.77,28.93,0.11,103.53,96.27,0.54,14.73,24.93,0.27,112.73,"['Daishen Nix', 'KJ Martin', 'Jabari Smith Jr.', 'Alperen Sengun', 'Eric Gordon']","['Tari Eason', 'Josh Christopher', 'Garrison Mathews', 'Usman Garuba', 'TyTy Washington Jr.', 'Boban Marjanović', 'Bruno Fernando']","['Terance Mann', 'Kawhi Leonard', 'Ivica Zubac', 'Nicolas Batum', 'Amir Coffey']","['Norman Powell', 'Robert Covington', 'Reggie Jackson', 'Moses Brown', 'Brandon Boston Jr.', 'Jason Preston']",8.91,10.42,2.69,5.78,100.0,108.7,
20230115,DAL,W,140,123,20,22,1,POR,False,99.07,0.58,15.77,23.37,0.3,119.3,94.73,0.49,8.73,23.43,0.23,110.77,"['Damian Lillard', 'Anfernee Simons', 'Josh Hart', 'Jerami Grant', 'Jusuf Nurkić']","['Shaedon Sharpe', 'Drew Eubanks', 'Nassir Little', 'Gary Payton II', 'Jabari Walker', 'Greg Brown III', 'Keon Johnson', 'Trendon Watford']","['Christian Wood', 'Spencer Dinwiddie', 'Reggie Bullock', 'Frank Ntilikina', 'Dwight Powell']","['Dāvis Bertāns', 'Jaden Hardy', 'Theo Pinson', 'McKinley Wright IV', 'A.J. Lawson']",16.34,10.09,1.9,1.23,119.3,122.0,
