Unnamed: 0,Opponent,Resultado,Tm,Opp,W,L,Team,Is_Playoffs,Previous_Streak,Previous_Tm,Previous_Opp,Score_Starters_Team,Score_Starters_Opp,Score_Bench_Team,Score_Bench_Opp,PCA_Team_1,PCA_Opp_1
0,14,W,111,104,0,0,17,False,1.0,116.7,126.3,0.0,0.0,0.0,0.0,3.622093237585799,3.468740389097909
1,18,W,96,87,1,0,17,False,2.0,107.0,108.0,0.0,0.0,0.0,0.0,3.3132366826244297,3.6088232780958407
2,9,L,102,130,2,2,17,False,-1.0,112.0,103.7,0.0,0.0,0.0,0.0,3.2175358569455845,3.4736342977275627
3,19,W,110,106,2,1,17,False,-2.0,105.7,111.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
4,8,W,125,116,3,1,17,False,1.0,110.3,103.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
5,0,L,105,123,4,3,17,False,3.0,118.0,114.3,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
6,7,L,116,134,4,4,17,False,1.0,106.0,103.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
7,17,L,101,122,4,5,17,False,-1.0,109.7,114.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
8,10,L,101,104,4,6,17,False,1.0,116.0,109.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
9,6,L,124,136,4,7,17,False,1.0,112.0,114.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
10,6,W,131,110,4,6,17,False,-5.0,114.3,117.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
11,7,W,115,110,5,6,17,False,-2.0,112.0,114.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
12,17,L,120,121,6,8,17,False,-3.0,103.7,115.3,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
13,24,W,129,93,6,7,17,False,-1.0,115.7,116.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
14,24,W,117,112,7,7,17,False,1.0,113.3,112.3,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
15,12,W,116,106,8,7,17,False,2.0,121.7,105.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
16,27,L,100,105,9,9,17,False,-2.0,116.7,125.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
17,27,L,112,114,9,10,17,False,-1.0,109.7,119.3,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
18,21,W,124,114,9,9,17,False,-2.0,115.0,117.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
19,25,W,121,106,10,9,17,False,2.0,120.7,100.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
20,3,L,118,124,11,11,17,False,3.0,121.7,110.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
21,24,W,127,117,11,10,17,False,2.0,116.3,108.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
22,13,L,89,133,12,12,17,False,-1.0,113.7,123.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
23,17,W,121,107,12,11,17,False,-1.0,109.7,118.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
24,28,W,142,122,13,11,17,False,-7.0,120.7,109.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
25,4,W,112,107,14,11,17,False,3.0,114.0,104.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
26,25,W,146,110,15,11,17,False,2.0,122.0,102.3,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
27,14,L,113,115,16,13,17,False,1.0,116.7,117.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
28,5,W,123,104,16,12,17,False,-1.0,100.0,108.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
29,10,L,104,106,17,14,17,False,-4.0,110.0,108.3,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
30,14,L,115,116,17,15,17,False,-1.0,120.7,116.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
31,27,W,112,105,17,14,17,False,-2.0,113.7,117.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
32,13,W,129,109,18,14,17,False,-1.0,99.7,125.3,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
33,2,W,112,85,19,14,17,False,-1.0,112.3,112.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
34,17,W,117,106,20,14,17,False,1.0,114.0,116.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
35,12,L,95,111,21,16,17,False,3.0,123.0,110.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
36,24,W,133,100,21,15,17,False,1.0,124.3,107.3,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
37,9,W,141,105,22,15,17,False,-1.0,103.3,119.3,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
38,7,L,113,125,23,17,17,False,2.0,112.7,110.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
39,6,W,118,108,23,16,17,False,1.0,122.7,117.3,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
40,6,L,120,125,24,18,17,False,1.0,124.3,118.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
41,4,W,132,112,24,17,17,False,3.0,117.0,105.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
42,22,L,109,123,25,19,17,False,-3.0,123.7,119.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
43,27,W,153,124,25,18,17,False,1.0,108.0,108.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
44,19,L,83,107,26,20,17,False,1.0,108.0,113.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
45,16,L,117,141,26,21,17,False,-8.0,114.0,133.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
46,1,L,112,118,26,22,17,False,-1.0,106.7,116.3,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
47,10,W,110,99,26,21,17,False,-1.0,107.3,105.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
48,25,W,114,113,27,21,17,False,4.0,128.7,100.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
49,26,W,138,100,28,21,17,False,-2.0,118.7,104.3,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
50,12,W,117,106,29,21,17,False,-1.0,111.0,110.3,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
51,13,L,122,139,30,23,17,False,2.0,108.7,121.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
52,23,W,93,84,30,22,17,False,5.0,124.0,103.3,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
53,14,W,96,87,31,22,17,False,-2.0,113.0,111.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
54,28,W,133,126,32,22,17,False,2.0,125.7,115.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
55,10,W,127,105,33,22,17,False,1.0,105.0,103.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
56,15,L,95,106,34,24,17,False,-4.0,97.0,112.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
57,3,L,106,114,34,25,17,False,-1.0,119.0,115.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
58,18,W,115,92,34,24,17,False,2.0,105.0,106.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
59,11,L,114,123,35,26,17,False,3.0,117.3,111.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
60,11,W,129,102,35,25,17,False,-1.0,116.3,115.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
61,26,W,139,98,36,25,17,False,3.0,124.7,107.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
62,21,W,103,95,37,25,17,False,1.0,120.7,116.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
63,0,W,116,103,38,25,17,False,-1.0,114.0,118.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
64,5,L,95,116,39,27,17,False,1.0,111.0,111.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
65,12,W,112,104,39,26,17,False,4.0,109.3,107.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
66,23,W,126,107,40,26,17,False,1.0,114.7,94.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
67,2,W,104,91,41,26,17,False,3.0,114.7,100.3,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
68,20,L,106,121,42,28,17,False,-4.0,101.7,110.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
69,15,W,111,88,42,27,17,False,-1.0,96.3,110.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
70,8,W,114,101,43,27,17,False,2.0,115.0,108.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
71,19,L,112,119,44,29,17,False,-1.0,103.7,112.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
72,16,W,107,100,44,28,17,False,-2.0,115.3,134.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
73,1,L,92,104,45,30,17,False,-3.0,111.7,120.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
74,22,L,111,124,45,31,17,False,-1.0,117.3,121.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
75,20,L,108,117,45,32,17,False,-1.0,103.0,115.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
76,25,L,109,111,45,33,17,False,2.0,127.0,109.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
77,22,W,113,105,45,32,17,False,-2.0,111.3,121.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
78,23,W,110,100,46,32,17,False,2.0,114.3,93.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
79,24,W,135,123,47,32,17,False,1.0,125.7,109.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
80,9,W,114,109,48,32,17,False,2.0,117.3,118.3,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
81,13,L,108,124,49,34,17,False,-1.0,113.3,127.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
82,13,L,106,110,49,35,17,False,-1.0,119.7,124.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
83,24,W,105,98,49,34,17,False,3.0,131.7,113.3,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
84,19,L,92,94,0,2,17,True,-1.0,101.7,110.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
85,19,L,92,124,0,3,17,True,-1.0,95.7,106.7,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
86,19,L,85,106,0,4,17,True,-2.0,98.7,112.3,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
87,19,L,89,97,0,5,17,True,-3.0,89.7,108.0,0.0,0.0,0.0,0.0,3.3624559279506405,3.538392820053987
88,1,L,104,108,0,2,18,False,9.0,120.0,113.3,0.0,0.0,0.0,0.0,3.2124600042183142,3.5187926171292956
89,0,W,126,120,0,1,18,False,3.0,119.7,109.7,0.0,0.0,0.0,0.0,3.1748865712178462,3.4413082061639595
90,5,W,109,91,1,2,18,False,3.0,102.3,89.0,0.0,0.0,0.0,0.0,3.296286551147378,3.410599033382422
91,5,L,89,95,2,4,18,False,1.0,105.7,93.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
92,16,L,105,110,2,5,18,False,-1.0,106.0,113.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
93,12,W,111,97,2,4,18,False,-3.0,113.0,111.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
94,25,W,126,105,3,4,18,False,3.0,114.3,110.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
95,4,W,129,107,4,4,18,False,-1.0,120.0,115.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
96,1,L,98,114,5,6,18,False,-1.0,114.7,110.3,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
97,0,W,116,114,5,5,18,False,1.0,124.0,120.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
98,28,W,120,99,6,5,18,False,4.0,112.7,111.3,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
99,4,W,122,108,7,5,18,False,3.0,118.3,107.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
100,17,L,100,117,8,7,18,False,-1.0,121.3,119.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
101,15,W,100,98,8,6,18,False,-1.0,101.7,102.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
102,22,L,113,116,9,8,18,False,2.0,103.7,104.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
103,4,W,115,91,9,7,18,False,3.0,118.7,109.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
104,8,W,118,112,10,7,18,False,3.0,126.0,108.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
105,26,W,119,106,11,7,18,False,-4.0,116.3,118.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
106,16,L,122,146,12,9,18,False,-2.0,105.0,110.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
107,1,L,123,133,12,10,18,False,-1.0,111.0,117.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
108,26,W,136,130,12,9,18,False,3.0,118.7,118.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
109,27,L,113,117,13,11,18,False,1.0,112.3,113.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
110,22,W,139,122,13,10,18,False,-1.0,103.3,105.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
111,12,L,122,144,14,12,18,False,1.0,111.3,112.3,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
112,13,W,114,109,14,11,18,False,1.0,116.7,119.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
113,2,W,121,102,15,11,18,False,7.0,127.0,115.3,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
114,16,L,111,130,16,13,18,False,-1.0,111.3,122.3,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
115,16,W,129,122,16,12,18,False,-1.0,112.7,128.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
116,19,L,120,129,17,14,18,False,1.0,129.0,130.3,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
117,20,L,108,117,17,15,18,False,-3.0,107.7,103.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
118,11,L,126,140,17,16,18,False,-2.0,131.0,127.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
119,17,W,112,106,17,15,18,False,-1.0,118.0,121.3,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
120,3,W,116,100,18,15,18,False,-2.0,119.7,109.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
121,21,W,128,92,19,15,18,False,-1.0,109.3,111.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
122,28,W,121,105,20,15,18,False,2.0,117.7,105.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
123,23,W,112,84,21,15,18,False,2.0,126.7,112.3,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
124,6,L,124,128,22,17,18,False,-4.0,109.3,108.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
125,14,W,106,94,22,16,18,False,-2.0,116.3,120.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
126,20,L,94,98,23,18,18,False,-2.0,105.3,108.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
127,10,W,109,94,23,17,18,False,1.0,120.3,102.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
128,28,W,113,109,24,17,18,False,4.0,119.7,104.3,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
129,26,W,126,100,25,17,18,False,1.0,123.7,120.3,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
130,2,W,108,103,26,17,18,False,2.0,129.0,108.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
131,7,W,122,84,27,17,18,False,3.0,112.3,115.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
132,15,W,125,109,28,17,18,False,1.0,101.3,99.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
133,4,W,113,92,29,17,18,False,1.0,122.0,102.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
134,27,W,118,103,30,17,18,False,-1.0,119.0,116.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
135,11,W,109,105,31,17,18,False,-3.0,133.3,136.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
136,13,L,105,113,32,19,18,False,1.0,116.3,115.3,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
137,14,W,123,113,32,18,18,False,1.0,113.7,112.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
138,6,L,108,122,33,20,18,False,-1.0,115.0,125.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
139,11,L,111,125,33,21,18,False,9.0,123.7,128.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
140,10,L,103,105,33,22,18,False,1.0,118.0,99.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
141,20,L,100,118,33,23,18,False,-1.0,102.7,108.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
142,21,W,110,96,33,22,18,False,3.0,114.7,102.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
143,1,L,102,116,34,24,18,False,-2.0,108.3,118.3,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
144,8,W,113,111,34,23,18,False,2.0,125.0,108.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
145,9,L,99,110,35,26,18,False,8.0,116.3,106.3,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
146,5,W,107,98,35,25,18,False,-1.0,101.3,93.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
147,0,L,100,116,36,27,18,False,1.0,121.3,111.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
148,20,W,98,74,36,26,18,False,-4.0,100.7,111.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
149,21,L,73,79,37,28,18,False,1.0,115.3,102.3,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
150,21,W,106,79,37,27,18,False,-1.0,103.7,89.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
151,23,W,105,93,38,27,18,False,5.0,121.3,107.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
152,24,W,98,91,39,27,18,False,-2.0,120.0,112.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
153,9,W,119,112,40,27,18,False,-2.0,110.7,105.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
154,7,L,100,113,41,29,18,False,5.0,114.7,99.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
155,2,W,105,93,41,28,18,False,4.0,123.7,107.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
156,8,W,124,99,42,28,18,False,1.0,116.0,109.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
157,26,W,145,101,43,28,18,False,3.0,127.0,112.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
158,25,L,126,130,44,30,18,False,2.0,119.3,113.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
159,19,L,112,113,44,31,18,False,-1.0,128.0,131.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
160,15,L,99,109,44,32,18,False,6.0,105.7,101.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
161,24,W,120,109,44,31,18,False,3.0,109.0,104.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
162,3,L,100,108,45,33,18,False,2.0,115.7,103.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
163,16,W,122,109,45,32,18,False,1.0,120.7,132.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
164,3,W,128,117,46,32,18,False,-1.0,111.0,108.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
165,1,W,118,109,47,32,18,False,-1.0,107.7,121.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
166,2,W,111,107,48,32,18,False,1.0,111.3,99.3,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
167,3,W,120,119,49,32,18,False,2.0,114.7,108.3,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
168,21,W,111,104,0,0,18,True,1.0,96.3,84.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
169,21,W,104,101,1,0,18,True,1.0,96.7,87.3,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
170,21,L,114,125,2,2,18,True,2.0,107.0,94.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
171,21,W,97,92,2,1,18,True,-1.0,109.7,110.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
172,21,L,106,112,3,3,18,True,1.0,105.0,106.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
173,21,W,118,115,3,2,18,True,-1.0,105.7,109.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
174,11,W,121,117,4,2,18,True,-2.0,115.3,123.3,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
175,11,W,130,121,5,2,18,True,2.0,113.7,115.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
176,11,L,106,111,6,4,18,True,3.0,120.7,121.0,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
177,11,L,89,121,6,5,18,True,-1.0,119.0,116.3,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
178,11,W,121,91,6,4,18,True,-2.0,108.3,117.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
179,11,L,103,116,7,6,18,True,1.0,105.3,107.7,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
180,11,L,109,130,7,7,18,True,-1.0,104.3,109.3,0.0,0.0,0.0,0.0,3.23320095924576,3.4620552431138805
181,3,W,124,104,0,0,19,False,2.0,116.0,111.7,0.0,0.0,0.0,0.0,2.9569972594634084,3.4317040697456402
182,5,W,108,105,1,0,19,False,1.0,100.3,101.3,0.0,0.0,0.0,0.0,2.9608398825268742,3.3948030415148747
183,7,L,95,128,2,2,19,False,1.0,112.3,117.3,0.0,0.0,0.0,0.0,2.979930462667593,3.3078110788593094
184,8,W,124,112,2,1,19,False,1.0,103.7,109.3,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
185,9,L,139,141,3,4,19,False,-3.0,125.3,135.0,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
186,0,W,126,117,3,3,19,False,-1.0,123.7,129.0,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
187,5,W,128,120,4,3,19,False,2.0,107.3,105.0,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
188,24,L,98,105,5,5,19,False,-4.0,115.0,121.7,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
189,22,W,111,99,5,4,19,False,-2.0,114.3,126.7,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
190,25,W,123,87,6,4,19,False,2.0,117.0,105.0,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
191,9,W,128,109,7,4,19,False,-2.0,133.7,135.0,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
192,9,W,130,123,8,4,19,False,3.0,130.7,128.7,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
193,23,W,134,91,9,4,19,False,1.0,119.0,113.0,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
194,3,W,116,102,10,4,19,False,1.0,123.7,111.0,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
195,21,L,123,127,11,6,19,False,1.0,105.3,109.7,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
196,17,L,103,106,11,7,19,False,-1.0,113.3,120.0,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
197,13,W,133,110,11,6,19,False,-2.0,120.3,123.0,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
198,6,W,126,120,12,6,19,False,2.0,117.0,113.7,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
199,10,L,101,110,13,8,19,False,1.0,130.7,109.7,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
200,9,W,138,136,13,7,19,False,4.0,132.3,124.3,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
201,27,W,134,120,14,7,19,False,1.0,124.3,106.7,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
202,24,L,123,128,15,9,19,False,-1.0,110.0,117.3,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
203,7,W,118,117,15,8,19,False,-1.0,107.3,119.3,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
204,14,W,116,97,16,8,19,False,2.0,110.7,110.7,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
205,12,W,134,115,17,8,19,False,-1.0,108.0,112.3,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
206,13,L,120,129,18,10,19,False,1.0,120.3,116.3,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
207,17,W,129,106,18,9,19,False,-2.0,102.7,112.7,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
208,7,W,119,93,20,9,19,False,1.0,104.7,114.7,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
209,2,W,124,108,21,9,19,False,3.0,121.0,106.0,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
210,1,W,127,123,22,9,19,False,1.0,131.7,125.0,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
211,0,L,138,141,23,11,19,False,1.0,126.3,122.7,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
212,2,L,115,124,23,12,19,False,4.0,119.0,105.7,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
213,28,W,136,128,23,11,19,False,1.0,122.0,117.3,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
214,15,W,128,120,24,11,19,False,-1.0,109.0,114.0,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
215,23,W,139,77,25,11,19,False,5.0,130.0,110.7,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
216,20,W,112,100,26,11,19,False,-1.0,116.3,112.0,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
217,13,L,105,112,27,13,19,False,-1.0,121.3,118.3,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
218,12,L,117,128,27,14,19,False,3.0,113.3,114.0,0.0,0.0,0.0,0.0,2.955024374859483,3.367178900601319
