Tm,Opp,Resultado,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10
94,106,L,-1.0152324573541012,-1.9791569929693749,0.8687114146155364,-2.8185729309358347,-1.3652052063442275,-0.6590419421134972,0.600916475120266,-0.21787617768604256,0.4402051714869014,0.5441881596068345
99,106,L,-0.15229448295240167,-3.0669196782376895,0.8882280423284626,-2.7025916369687524,-2.0490185149157734,-0.6389689157486477,-1.9952212351162062,-0.2257804990869047,-0.32490265526543843,-0.16545448151223738
103,96,W,-0.3042164001108621,-2.8011696203280123,1.1483843839184218,-2.4187283513708002,-1.080612217103898,-0.6026399748669329,0.8036246982504242,0.036062791238195314,0.001988145297530776,0.15433889440619789
114,101,W,1.0359647273865107,-1.845034764927804,2.6034187987669033,-2.1178660580556325,-2.9935400751867953,-0.2521761166575826,0.49134774385512764,0.022179882490620507,-1.2486010977504731,-1.6935906166600723
120,98,W,0.7336915213393476,-2.183350517843301,0.9617228050824896,-1.891265796941205,-3.6508493729354554,-0.5860965478737757,-1.252332048315459,0.8770342540861935,-1.7132289454840932,-1.9539520995071888
118,115,W,-1.54506539684483,-3.330208829412404,-1.255816231288417,-1.8419705428365984,-3.134947856691676,-0.00983254031286897,-0.7229076229201914,0.2655599617238617,0.0637316892696485,-0.8439636697487742
123,93,W,0.2957472194674731,-1.2357872269269825,2.5254274453896666,-2.640494204469413,-3.4293726585654816,-0.052456942597382004,0.4596959670950318,-0.6577277274460346,-0.6558908518988936,-1.3581613060202473
118,84,W,-0.22915858533705386,-2.359256052607294,1.2850726766811387,-2.1469980861480953,-2.1117831119908117,0.7810227621461368,-0.025808287778384797,-0.3651383803027734,-2.2296694176595855,-1.0955851760133744
92,115,L,2.056631443971206,-3.4819966567473206,1.8584289256413227,-1.1880519887102277,-2.6607233070533414,-0.5061649661099403,-0.6438699417765368,0.6631229033883403,-1.9852649309354822,-2.6804948310986227
103,104,L,-1.140283333840079,-2.2516147439548027,1.456927840708904,-2.4812661003751706,-1.6049516335012939,0.17751364935357816,1.3297406865441541,-0.347817988136296,0.07490025245076001,0.013373242428297221
106,112,L,-1.2390921454947517,-3.818682597585567,-0.9365569312295732,-1.61674397599338,-3.6478450092831705,0.687866261718056,-0.4142769061715608,0.5963778529510178,0.0894679045791531,-0.7000879430411671
102,88,W,0.4828289551876105,-2.640869731404527,1.3082351624721291,-1.9624458663660163,-1.6728305925157376,0.9855229787026549,0.8781328207488263,-0.10971780858942046,-2.649480282070216,-1.7678518031538817
108,106,W,-0.2872556519138457,-1.9838542799632892,1.7927118365885555,-2.7471081448876156,-2.335192576066656,-0.7262945686375722,-1.565631448211407,-0.395740504103593,-0.33495294268485143,-0.4757284724142835
89,97,L,-4.823311297609741,-2.584746820930792,-3.31597625718448,-3.221371626909605,-1.7271468445834777,1.4861757185715445,-1.3088201505652177,-1.089434655030562,0.8182728433417915,-0.8432082359658162
97,92,W,-0.6639494736204633,-4.048800403252167,-1.1172120551161042,-1.684045488262725,-3.9320663727399263,1.208609964232023,0.3696370804652972,1.3719074023671736,0.31290529044833226,-0.8299266954041125
111,116,L,-0.2502879029441034,-0.9458998577176561,2.8376330804972456,-2.567801363838842,-3.769979842840138,0.14901766966475596,0.09240448287444852,-1.377187606600435,-0.8778722763003949,-1.0528911342687177
116,122,L,-1.6570876333705988,-1.0542926032421152,0.1997605653680808,-3.3341630205777104,-1.6910941379613766,-1.4432937098675325,-1.8878392131347437,-0.3975691286619325,1.3160201370061342,-0.18312382551278916
126,113,W,0.5588970047192251,-2.403945427304305,1.721229418299714,-1.7165685626147054,-3.7007148183158,0.06562597459857442,-0.6952693939920996,0.431528790866592,-1.4181253547144868,-2.2437360349645568
108,119,L,0.15441848641008143,-2.9389848142802184,2.370940687505082,-2.082150248022491,-3.179231081444618,0.3705085442520537,-1.222250307426112,0.069370934701498,-1.1658496952303918,-0.6257398245858425
104,84,W,0.7067442924155036,-1.982445572426754,0.6914908257413858,-2.0435314789204457,-0.9159461199940231,0.7920514367805044,1.8660007137790688,0.9415899389217588,-3.349450390276244,-2.4719031691598787
85,106,L,-3.7775758948478737,-3.3216142021609842,-2.9496823253045035,-2.904977076203216,-1.4862414400795603,2.054589064693238,-0.34305412527439183,-0.9699544148772641,0.5002613693881299,-1.3995904538635224
112,89,W,-2.449914079716285,-1.2518321114052098,0.7504831581429475,-2.8241435919010462,-2.9834817614984455,0.12540578020899845,0.1115826554816151,0.3076252977832777,-0.15896786969899418,1.0946824172003216
101,90,W,-0.8024595918252065,0.033996124568081855,1.950245356710116,-3.2788338032746944,-3.4067163622369345,-0.8652253160201092,-0.4283737145073182,-1.2106861819773136,-0.8570333690454663,-0.9006592782717531
109,126,L,-1.1299144488674209,-1.9369544345494187,0.6222392138495204,-2.969466995527017,-1.7991834857719524,-0.8200236139394976,-1.2516007143938181,0.15182603729417624,1.135936734719364,-0.6466376330543587
121,118,W,0.8148874080748141,-2.2180992122973153,1.32452653130252,-1.8257932001196493,-2.5543283102769814,-1.3060389517477957,-1.3574288426190715,0.2847477304848243,-1.7447487804430597,-2.359820459970987
114,125,L,-1.0492893026900645,-4.021147771392265,-0.6389235946357503,-1.7535325869026193,-3.431501586518933,1.2251196003621372,0.7334127608520393,0.8807956407683168,1.066655868334073,-1.0825068046577513
121,83,W,-2.834505238621084,-0.41693654224370263,0.0955716162282798,-3.384957976771925,-2.645289763385871,-0.6467620811806766,-0.24257945932979894,0.06249449346292845,-0.1337495742817432,1.239624456477283
112,105,W,0.5659595362979394,-2.8625047577132214,1.9269643870347486,-2.2706140398486623,-2.5391770852544178,-0.17792578517323626,-0.9827226913177807,0.7616211695340253,-0.9916350338900066,-0.8080989516859879
92,124,L,-3.543574828147586,-3.328232898101067,-2.833563219011418,-2.552834630041135,-1.232852567244824,2.4578159431652518,0.36796769374354776,-0.6313804017170502,-0.5831112158377758,-1.8992070663223548
101,111,L,0.5914406690215065,-1.7014608395072044,0.6868711103224565,-2.10202165282714,-1.5819629827466355,1.6544907846119261,2.5492311375717582,0.9602809702446371,-3.9976058528708025,-2.7349990130846975
125,108,W,-0.22730646537778634,-0.9395047154081787,0.9520752288353408,-2.378699260807264,-2.5076511879156844,-1.4948797419096964,-1.2500882357397454,-0.08458666123729086,-1.4622239996735893,-2.3564248191777595
96,93,W,-0.09774801740932866,-0.2718683437099706,1.8395435769995647,-2.9313265444093988,-3.1135355314657427,-0.7676157109384973,0.05278713942704047,-0.7938266547176326,-2.0584625937293497,-1.4045131421094301
93,105,L,-0.33738149951700924,-2.743247956303695,1.0344789479460132,-2.7232763288841357,-1.0291855013150728,-1.128048226630427,-1.1982625312461592,-0.2536027540022786,1.0789223691883942,-0.8951483282168365
101,99,W,1.1851951756990533,-3.205210682693332,1.7493709975736393,-2.267010925961039,-2.104002462035578,-0.35437113366370243,-0.5405142317039413,1.3581455791880013,-0.977404412006301,-1.1734938500382857
86,96,L,-1.8091413459086871,-0.9084253954105262,0.015519368750237452,-3.216462262477915,-1.947922062880258,-0.9651094910554602,-0.010299385265542204,0.4111792808000425,-0.7435535281506988,0.9815559251011096
104,101,W,-0.6727806357030043,-4.51370398237419,-0.4978801803042865,-1.4320261466666477,-3.2885828197609333,1.2462547149328371,0.80452271409861,1.134696371012515,0.861122637742137,-1.1429147490609155
97,109,L,1.1956800923093294,-0.9192701906701395,1.9910234180453825,-3.0507384337487093,-1.3622997202124147,-1.6739256883507054,0.6218547424660912,-1.0674994233835624,-1.3235562741633808,-2.0725504641869255
92,94,L,-2.897143777145033,-3.476643823000671,-2.98525801291602,-2.646953707285377,0.033608089622481276,1.5382023649196745,0.4934112191327192,-0.6728665896100329,-0.4875810986928653,-2.32543383156357
114,94,W,0.6169111001611352,-1.6677428994042145,0.8000519924779675,-2.125518142494433,-1.3823924550742268,1.614711565664086,2.65058102142431,0.8621164286479231,-4.055100506065954,-2.841769512401068
94,109,L,1.7940927058932,-2.5986299737756617,1.4606166779957879,-1.6951069384454487,-1.6867050776170507,-1.5123104252215205,-0.6670775784218759,0.3582325956049347,-1.7846269416783167,-2.9130161762570803
95,120,L,0.6936131335231115,-3.581088279841,1.235062566827382,-2.3002277851049144,-0.7350616812675725,-0.8610561728315543,-0.5843897979042503,0.6210814125734231,0.5756790536692811,-1.3305972064351645
83,97,L,-1.032163800453776,-1.5335887150332828,0.2826253592243056,-3.045527897989579,-1.0549685851239954,-1.3730935123589971,0.2131672915692522,0.20108649155640745,-0.7226696251894347,0.5556380048941398
111,104,W,-0.5889632178467771,-4.538859374281168,-0.5367567385692863,-1.397025544689557,-2.582063002142543,0.7186203348736415,0.6679342457695648,0.8320492724470715,0.03976424384905358,-1.4987866522002615
114,103,W,0.6911758297757105,-2.664568485171241,1.8375497676665853,-2.7239180993864243,-1.2893352932569542,-1.26681617578889,-1.0731972516066681,0.2680095594971569,-0.19466145263867615,-0.9841388349923803
105,98,W,-0.14639343984884357,-1.1338798048481604,-3.687846576414996,2.162368227766065,-0.5853544130476508,-0.12789041678726856,-1.6390011668227387,-1.1195283851481526,0.3163305569051848,-0.3023581965996671
91,112,L,3.264124749088096,-0.22254697816411734,-0.5083247561594212,1.7501792051885687,0.7771850341365066,1.5162046177263309,1.4278107822151627,-0.2516250650889573,-2.5934049041379743,-1.160946981939854
105,104,W,1.475209628049176,0.8512470042130814,-0.15691459895653254,1.5742128833301854,-0.06607971457890882,1.784647364135781,0.7804909064193098,-0.6909721989286163,-0.7638730955460815,-0.18108775441796693
116,131,L,0.8026730580099894,0.30337604328847717,-2.0946961010366754,0.8223079866287735,0.3029321597012461,-1.0142604361568663,0.14375718793387873,-2.2692195520412444,-1.1022150989633877,1.8184089056795703
106,110,L,2.1863992234018035,0.8510078931171505,-0.4972990640579027,1.4756297381129333,0.828659910728535,-1.3719021233842705,-1.6382193559825384,0.4421525269168254,-0.7163332649433963,-0.24593751220390353
118,94,W,1.5571249540935974,-0.5023133430887431,-1.4026843869365944,1.9678295713461995,-3.5842311055074396,1.2242030266081756,0.12250725182550733,-0.5973343369298699,-0.15477998906810572,0.30626916502059964
126,111,W,1.4155586223436583,-0.588701101543769,-0.517730419221504,1.5959648555351897,-1.3232783797810523,0.5776922881045642,-1.129740623793605,-2.1471229167186605,0.1557397389226494,0.46147274488720463
103,118,L,0.4822356709688208,2.2572799375099435,-1.420606882416396,0.8011609454466946,-0.41812673674418144,0.9782630622285068,0.5713915516858614,0.882150729451931,0.6409198126387544,0.11677524769171026
120,119,W,2.7556004127169924,-2.8727918538227724,-0.9192639674915506,2.5824547103493196,-1.276642654199956,0.5421980545839553,0.20597766687579963,-0.19392783781574174,-0.4171558103938065,2.0786310104934147
120,110,W,-0.4292673154498137,1.3915756114084792,-0.9313971043429596,1.1909184184196389,-0.6074429986403046,0.1800252989477134,-0.4303407167334525,-0.6225007261061588,-2.0184346956888284,1.6374618766116948
107,86,W,1.6699395965425041,1.4700275627354453,-0.7233749478340502,2.651096133980177,-1.2542074608176625,-1.1162162798817952,0.938744332480708,-0.16894681845035855,-0.41102194520140906,-2.1852970047145552
135,86,W,1.5467338746179706,-0.23329511275839476,-1.219942650060766,2.010149912675159,0.9899940557349258,-1.231900260181667,-0.9162927813393853,-1.094607978903613,0.10334053360488486,-0.31106452942720914
116,105,W,1.5478061149025248,2.1756071170093345,1.367350031708707,1.2290365572807969,-1.9368232252080049,1.568129127815468,1.225189900856934,-2.015199472418024,-1.0383919860198498,-0.7718015181179652
113,88,W,0.642666521336942,1.9855224551859634,-0.633700410185564,1.2157673569033858,-1.3278123319389776,-0.9326166324527433,-2.086576428467692,-0.33948610220727193,0.8544620771696093,-0.40998736721114587
125,106,W,0.7356867005289728,0.27042996327616514,-0.4551639758586006,1.0939276951235266,-0.4444863942342904,-0.013549488656094446,-2.3398462337521186,-1.171960526289552,1.1286795055890033,1.2165587793832198
123,95,W,0.3010702440105739,2.638928530596575,-0.5279636451206317,1.5530521086259048,-0.9383599243091942,0.14750730362431433,3.627773557231845,-1.3468751391591922,0.030205852629321465,-0.7887634010963929
82,121,L,-1.3495305481796884,0.7630024718333872,-4.353656427954734,1.606638995387937,-3.2131508551816648,1.9218923845135865,0.43719921951976254,1.2784993056059861,0.9445860763439966,0.1231302229305467
122,132,L,0.8956524352829124,1.9157046704629057,-2.293701359746639,2.188203323256528,1.9003604340928122,-2.4998378413129014,1.818850156247424,0.28461483384168546,-0.9027262462550407,-0.81481195635748
115,157,L,0.6945597962982016,1.4065077643828179,-1.761145460159129,0.4037875219474064,-1.4451347609163,-0.1396524111425295,-0.15212418546874987,-2.139200136776335,-1.230559832484712,0.2805346183576051
108,124,L,2.72149441519649,0.34937885644276195,-0.1464266500592746,1.6253623399816817,0.3264209425152185,-0.5892608305880646,-1.1714619301047986,0.36691377353217636,-0.5184301540594831,-0.06354272781428053
116,123,L,0.3340328216947731,2.258240496216541,-3.555353098025474,1.0192240062657767,-2.04050405496681,-0.4671950100702108,1.375498226739677,2.095824616910653,0.9418914196700009,-0.8445977993137574
125,107,W,1.8312899345980884,1.1082947258676905,-0.4040032776064108,1.6750920561087794,0.43507310059813215,-1.845032082975459,-1.839949784990883,0.008785870240608678,0.42171079264249506,-1.2218242485437185
106,109,L,0.7479576402008038,0.903442809507774,-0.9231297272927137,0.332092269912983,-0.6346166675154176,0.5065408853382785,-1.4231018799086763,-1.7352639821158014,-0.4113457921534148,0.6147684682109282
114,109,W,2.4030136752468447,-1.474002102790252,-1.1640467852026255,2.0150875042693785,-1.047970129609302,-1.1108762752021863,-0.9612979417549065,-1.1014517954510918,0.6115867307595918,0.06891153862370239
123,120,W,2.227694553745329,-0.5220902511822716,-0.4485418868270043,1.2709320029812767,0.7397091271834346,-0.6961503061349917,-0.5767646903629037,-2.3495983289922875,1.8751318718583303,0.06438530825844736
103,125,L,1.438898571109279,0.7606889847049646,-0.8995993670403956,1.2131174793635673,0.1398613650915604,0.3472971124274719,-0.3679791361956639,1.0473863944418536,0.6534529621615165,0.504924009646324
108,107,W,-0.804426972191575,-0.4886924438716878,-3.205852491268939,1.510983857602742,-0.8449951065012556,-0.31105110044042555,-1.6691602322472532,-2.0932636374574796,2.129201045584028,0.5368954872930517
89,107,L,1.6138263785590041,0.1577948367637663,0.7161497793112823,1.759844013368345,-0.1733237862153696,-0.8319540500806376,1.4738240957215591,-3.5736507253760146,0.7673064655740144,0.25632568339819367
111,107,W,2.934818416540121,-1.4285343528199927,0.6629323108774035,3.413477858527958,-2.3697099585792345,-0.10605233905808976,0.132046659386709,-0.5354591337007212,-0.07491433893377487,-1.4248236435007873
110,109,W,1.470939757032527,3.548051589898898,-0.8055309785521834,0.7212430944394655,-1.4630527044252433,-0.07934611687058682,1.2321797987973138,1.2572005845559118,-0.05348408138976476,-0.7903863571014247
131,98,W,2.5946053655254335,1.01129964059943,2.451104148582867,1.6524118012123166,-2.400513531110288,0.4727090918741697,-0.2658643193484615,-0.6618371617476319,-1.9728305824190129,1.0585976625299884
107,116,L,0.4549970158349485,3.5662250136744733,-0.6575983690292013,0.19800504723859982,-2.773953953901993,1.2655444185679827,0.6448468712783474,1.8746585145679155,-0.2939869954736143,1.1510341574630318
127,129,L,0.0469403074818796,1.983603797463275,-1.6454418046325445,2.043161415502039,2.3703140793349533,-0.6780294374903009,3.4015422432856504,-0.8194322565618531,-1.298215646405221,-0.9336373235806784
121,120,W,0.5110521425453606,1.792716020706953,-2.9283422850288625,0.6190199801731467,-1.845938461775948,-0.05209555745669988,-0.4055359824551385,1.4520136439548645,-0.8851333320952371,0.6577506075507132
129,120,W,1.1146040129513077,0.06753142148675872,-0.7405003339803898,0.963187697919381,-0.9002561395202274,-0.3001701015585658,-0.6130862522686087,-2.511102985251534,-0.047008089621579194,0.6194149027847281
113,125,L,-0.08289469064420149,-0.02424648805065403,-1.979889248067402,1.0471706155367198,0.04293718489432175,0.6641261849651671,0.11757825738651095,-1.2206016038494274,1.221563569136327,1.5123927310650096
92,100,L,-0.49489583721204605,1.8162244150730882,-2.7319443813662883,1.1593746451967575,-3.217654135161474,0.1586555825444597,0.2329585993577089,0.9964982735149241,0.07196344536039223,-0.04349927519553618
118,109,W,2.8533134275452907,-0.4922735256867565,0.024828414950729797,2.7857912177653534,-2.2996522394065573,-1.2821413159522643,-0.7167076106019377,-0.5385713997670196,-0.17299165938545807,0.2048395136138748
124,121,W,0.31950821420163295,4.0762395139262955,-1.0842067985357884,-0.016506006839034068,-1.547650641040694,-0.44880508709997474,-0.5069107490430887,1.2402472218744294,-0.11393246824604077,1.3732938401498789
135,123,W,0.4701405051957047,-2.012158054147041,-2.7158754711916586,1.9910809861751777,-1.0474206074691408,0.5886376912308087,-0.7402163667440572,-1.3853198197248007,1.9112063337322525,0.06013960810671617
127,105,W,1.2698749942992476,-0.4294734546160028,0.6293312537078835,2.1208796598306057,-1.4108009703702014,-0.2666059865689975,0.9561212258661291,-2.306509473066279,-0.32824324714947767,0.5804103557265081
99,117,L,1.4489175928828715,1.0397583375748738,-0.38172881240207807,1.3638577796352565,-2.1778648203528364,0.024438236133601403,-1.5660493698308071,0.3287459835260667,1.1237599175931854,-0.3117388537263191
124,108,W,0.7313294832780944,2.8803474077472293,0.8909905375854278,0.6072419760876548,-0.9308905943425938,-0.6473108320795249,-0.5324010727479054,-2.16154887907333,1.2276175064027048,-0.05288645170336563
127,89,W,1.0937651421217223,-0.20231155650068547,-1.7327714412744775,2.0864393583521936,0.0333722115484735,-0.5137304917874833,-0.7312430004830279,-1.568368549952064,1.8041644642367691,-2.7101991244772603
114,115,L,0.3697592663873392,3.877472038428432,1.2702883106132095,0.12189389573221765,-1.7691679099272504,-0.9589201857117298,-0.7533891112854811,-1.1802952782769807,-1.079083868762351,1.5405752655994744
110,98,W,0.41037019426856214,0.4052737530980084,-0.35540407428850457,1.3189017743611513,-0.4371039007279586,0.04711947848207659,-1.0170621737142826,-3.1975373234489255,0.03864667500761342,-0.02890413998745264
102,106,L,0.5477614322841482,3.1663104899253343,-2.092091052170528,2.011569861509785,-0.18320624624354964,-2.7467797545707278,0.8404938804207096,1.845184404778433,0.8210554862437949,-2.088157866866077
116,107,W,1.2875310874857269,-0.02070393711953535,-0.42937647488066694,0.9874998847664399,-0.3630641663756521,0.8567070759765223,-0.9432724072166615,-0.9983646507546116,0.22354287992994137,0.42654103769504453
111,92,W,1.8683187443934368,-0.23542722070056232,-0.4498518543406473,0.7671982212186957,1.1226369552015831,-0.9675825924744834,-2.1375096093814614,-1.5627889557171089,0.42387579441034945,0.9129647658275276
134,120,W,2.484222632411098,-0.3840186950581084,-0.7938136880874405,1.4280205353851105,0.5090179051448186,0.27951558087752354,-0.1487932029320439,-0.6502397539685871,0.012028384375791172,-1.3762703344869485
95,111,L,-0.33987205488890476,1.8160211578235206,-3.0861954881613944,0.37965070594182965,-0.3576249763893491,-0.8025239667123825,-0.13162107838002002,-0.10048131631838252,0.35024774932367214,0.7964199226130123
92,105,L,1.9895654975662875,1.4288593078210954,0.17480258042249447,0.6081153879681913,-1.2566757642560265,-1.5592719054145425,-1.7623205848595567,-0.3859126963811557,1.252348598660518,0.4920816419981079
91,104,L,3.94614804771157,-1.4945555624873406,0.7319223244291273,2.444125605521214,-1.1587584263725057,0.4774597093244876,-1.0164724255214679,-0.3278846174468359,-1.251007513966861,-1.1635240907154807
102,87,W,0.28082691610768434,1.486029246263995,-1.6849065220747177,1.468873257068911,-0.27523209954524575,-0.014785515850174867,0.6276708627313976,0.5732645795469973,0.32806063918022993,-0.8505155057341716
106,118,L,2.1746881389410904,1.044147426131116,0.8461380898794494,0.7712839869163988,-1.6603312655914841,0.5872830156178517,-0.6002544163587787,-0.04779060924534237,0.5557049428564875,1.7197694332306608
