Tm,Opp,Resultado,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10
104,113,L,0.6873614706124697,2.4428715707087982,-1.0671213657810048,-0.2783932802382193,0.16888697581153447,0.205311877077841,-0.9400130768854823,1.7373935475547333,-0.8240947532419766,0.6944058817712836
95,116,L,1.877492689234574,-0.9225357029422387,-2.199945102500674,1.804692373388349,-0.3613481885005156,-0.2903737669016855,0.2808465690107094,0.4975346006343541,-1.241360506942653,-1.126635899915304
111,121,L,2.456387204749329,-0.422070240872686,0.23780468322123327,0.7699464258753538,0.5130346105140201,0.0017869537028441537,0.1614225436793131,-0.904614884704056,0.1362232456994327,-0.24479073068147475
100,118,L,0.3466887682558274,0.22801327543660502,0.10456660016814459,0.9333568645313133,-0.7880795376058631,1.251448763493247,-0.7769064514305836,-1.3711782855737962,-0.8287973327053796,0.14848445496732565
107,123,L,0.7792078241302006,-0.23033330544565106,-2.538316112386931,1.9274665160095552,-0.7681774550580303,-0.239337975624033,1.3954274111280296,1.2889684061954434,-0.3364265554976759,-0.9645984367017897
101,103,L,1.4388431124312715,2.9395092408654673,0.605188960459609,0.12919293257228145,-0.5949069379780709,-0.7177879418427361,-0.9143113937291706,2.3842524206401574,-0.28634362845257816,0.428051047434907
97,109,L,-0.08971604107614216,0.8801278916895492,-0.781590130387778,0.9224035521618781,0.8618974867512745,0.7483147974603386,1.4869943068158797,-1.2595908142466998,0.2600681755580797,-0.2222777434625966
129,94,W,1.9241033650372834,1.1204050151585256,-0.6457678694809046,0.8405067777149989,-0.5868603061213599,-1.0600496378979767,-0.8498666123394254,0.8263364869417651,0.4106568726831929,-1.2981109299271398
106,79,W,-0.8246915885169496,2.132481502412556,0.4451816310777776,0.5659803666681975,-2.216680153831021,2.268855304931015,1.6131188572135602,-0.6094871947793696,0.14183602137706955,-0.22974729566606933
102,112,L,0.8983258632813756,0.6522223121623815,-2.115325102931547,0.5715024851557216,0.7842384309500959,0.16941285415430868,1.1600467250250686,0.9408237337018324,0.17499680919892044,-0.8253913565152129
99,121,L,0.30859787808759376,0.3491715515496449,-3.010186250299327,1.7683586346683646,-1.151377997855245,0.11622739822655521,2.0947499027108156,1.9343153754872522,-0.8896248783766917,-1.4605162515310546
119,125,L,-0.6224849996185581,1.8968369976019883,-2.3588682563680785,0.7200261308509672,-0.5066078002099281,-0.9846649206980941,0.43457293246621087,0.6676040398574603,-0.16470918770990273,0.48859750303306476
117,111,W,0.901265540080152,-0.7421182006910969,-2.724640598590033,1.590124851590225,-1.0575455463853642,-1.0743608689138027,-1.3268485416848697,1.2759918765467009,-0.6503719138202431,-0.3051222321254283
92,127,L,1.4051227165491265,0.22172588187723563,-0.17752365023276861,0.18955753733862787,-0.35681455360671993,-0.42233210584513114,-2.4647665432612214,-0.7691773308331009,-1.41879558562384,1.1528271390139282
97,114,L,-1.0409263141262206,2.929106448921444,-0.6807854392606532,-0.8492686487508944,-1.0929149442765038,0.5353164599374947,-2.3686359828198635,-0.7269926246403366,-1.796648171667152,1.5042877796424627
104,112,L,2.828541778118964,1.7362017444324014,0.6580162280515874,0.36513204649548187,-0.7310300112694142,-0.13620494667126584,-0.35713122043904433,3.2199444951692637,-0.6400674103758515,0.3756660202204261
73,79,L,0.8220535463429373,0.9470555910119538,0.577688689923082,1.1523568639060204,-1.3179980136135736,1.8607510687492343,1.8453349091914788,0.06229106406334225,-0.6977859150715601,-0.8128756948551636
110,108,W,0.31772799585067646,1.6746544374608148,-1.0494005833307174,0.6234076467715476,0.2743885513043155,0.07350514337089055,-0.03949920365686634,0.8633669778072038,-0.27880955569878957,-0.12949452859945623
120,101,W,0.054516568994729626,-0.45402084265508635,-2.559260284950879,1.049324339949017,-1.6370993287121198,-1.1059988649192998,-2.3462841131708645,-0.3324028942690628,-1.4002561110490275,0.20361424002483547
124,93,W,1.1208931320146858,-1.1728197224529915,-0.5047414105343545,0.9731824282166107,0.033181062460099726,0.6039311297521481,-0.2197023576224193,-1.2853119920630112,0.8947564968448996,1.0855174458864263
97,111,L,1.349738003076775,0.48061289794217865,0.14005293865745544,0.261572456712498,0.7242899094923789,-0.22923202798302467,0.43779221945296304,-1.2095512431286077,1.254634132200575,-0.4787133868241779
120,109,W,0.8658859530714691,0.14609114896725187,-0.12279543104302566,0.5321231510662329,0.7326930178034478,-0.29456681017760755,-1.3142765190904662,-1.8090332606491806,0.27706212812622577,0.15753969487970432
117,124,L,-0.05259068930707067,1.8179268731148175,-0.04898726532431994,0.8177869293478796,-1.8170280996847925,-0.3716052170764673,-1.8823740101911097,-1.2122880880012787,-0.5133679088244978,-0.6954656631915512
116,103,W,1.6790974589201457,-0.5652272961987979,-1.074015585870611,1.8626451073808388,-0.5862445959937024,-1.3996929116688714,2.382058166621898,0.5444925776017632,-0.3854959530843225,0.20258366194089766
142,124,W,1.86572254693743,0.11592507787702423,0.4797266915811147,-0.0522304872616886,0.44474302632686197,0.2787787724618746,-2.0870098733224394,-0.865161180436671,-1.1741585130942447,1.1965330511701795
107,117,L,0.35667256630973565,-0.7750058988330973,-2.0809090956933662,1.6349221096823,-0.6907485497086009,-1.1461351670395528,-0.4617935052515315,-0.4044623534071698,0.4016220331700136,-0.01891140790517115
121,142,L,1.5016738671302683,-0.7784755039235627,-1.687060660775845,1.6718306426628111,-1.1339911885159073,-0.3119191204343503,0.38756408176591434,1.9851306107817566,-0.030309520493848836,0.7192761875505567
102,112,L,0.9407614337960808,-0.5677610578400182,-0.5503425567020211,0.6214017651466015,-0.7130374305536542,-0.4688319797300563,-0.7448413588454593,-1.1419547697529324,-0.0006749195573038725,1.4369140554874946
128,118,W,0.22257956827544176,1.3226592476928878,-0.3170262988536343,0.38261744132819,0.290031388746767,1.9661530178251667,0.2999795313843378,0.8175241340732693,1.2003539198183368,-1.6448036093950624
99,110,L,1.0111111938630049,-0.1674174569369347,-0.03783429757003385,1.599444352002197,-1.5049469319984938,-1.282140141502449,-0.47512354083435443,-1.0890351103357734,-1.4103313835912699,0.24508280684447076
126,113,W,-0.8613883486789176,2.796177406597829,-3.3047446161740166,-0.19085014260606267,1.077169914441305,-0.7789392624147461,0.9292140651838354,1.037174662472218,-0.18479318766056751,-1.207641670931194
98,74,W,-0.9149249671254492,-0.0696965275749024,-2.77507321781614,1.339832183721079,-1.8637986794978598,1.6591951052937737,-0.08843667190566476,0.5748632470142246,-0.4969926623934294,-0.1102778448313876
113,104,W,1.0820646190461283,-0.021322212701894383,-0.42564127341258934,0.33445587473207194,0.3402097891042214,0.035013572067718636,-0.9011458626117316,-0.940026418071439,0.0997951127942688,-0.028378848659656484
99,92,W,-0.020787317593773134,0.6620928872971314,-1.3684848197689738,0.1955893477027417,-0.4886200677344621,1.0518323392250137,0.45687873144913965,-1.8323895377887198,-1.340625418448881,0.4969195541561677
112,100,W,-0.2111217681528018,2.594291518671386,-1.4666864373730097,0.9829083810486193,-0.3656789364148969,-2.1511305284900195,0.9545282603147407,0.6578192518157073,-0.5659595845214155,-0.6056823933774729
107,123,L,2.1003372450120876,1.8647256598303794,0.7256656826681447,-0.11026810755176937,-1.783634022480745,-0.11414390077068681,-1.2984604734234906,2.530551469514321,-0.10421346554294185,1.0595856944090698
123,122,W,0.3760670719023807,1.8744892468140553,-0.19887014900467845,0.043484189079247906,-1.0564773659471904,-1.1766887697170196,-1.9933785299526057,-1.7711886437688138,1.345664330407696,-0.40626256744252803
103,95,W,2.3522992569336143,0.1270905282903846,0.6698374258542259,1.0587858686335998,0.8500323658196057,0.3400072151011962,1.6546181807487823,0.00730899025381892,0.13409836339200049,-0.8444467408498773
107,100,W,1.8492137366891688,-0.7152570423560195,-0.10927227866430483,0.7398208184407836,-0.00648709074454977,0.1077605135370481,-1.345449519222434,-0.20791245229034364,0.6998967955381966,1.0049606322658706
125,122,W,0.24091876541948892,0.08349478402254215,-1.101328426656057,-0.05516397883434181,-1.814842946305544,2.1382676667259912,0.10714614695173588,-2.183985085795799,-0.6229791632004208,0.5949211728629481
112,118,L,0.7580986876287372,1.1524760993451186,0.21662764638022738,-0.21623648887326993,-1.3950369897025001,1.960997130355806,-1.1199847149153976,-0.4566522235319579,-2.2217809212194233,1.0447839695566505
120,113,W,-0.006534765307843621,0.972376005216378,-0.04111946427348968,0.22946895012153187,0.3836048340829442,0.9991439366301945,-1.7306053481349057,-0.3989784317080335,2.0246652185876326,-0.4015081883368758
109,115,L,2.710536270112827,-2.717774984696647,-1.1585573420297408,2.0775476454732345,-0.23601366291201936,-1.135367945437638,-1.0339610165430664,0.5667332158448714,-2.5201598557000993,0.5319796331392622
111,113,L,1.4487814756491175,0.46818151567543953,-0.6093492310772801,0.7592126278689071,0.7098064140464494,0.40753404316693076,0.20805437018153372,0.24758189294459196,-0.0116836913554782,-0.30366871646692317
114,108,W,0.9495007082301029,0.05967639553525231,-0.45592324638632603,0.23863908463028327,0.9198224439375777,-0.9752636913064784,-1.949147694717361,-1.0472059586980997,-0.0943836966640749,0.7159693215692909
131,129,W,1.6066974367870588,-0.23499987635924266,-0.5936667179929919,1.370020677351357,-1.2615621643199502,1.4075811645749925,0.6756563734583001,-0.040247322065801186,1.1679545385672159,-2.632795102897114
130,120,W,0.9399786014277608,0.016984565074428512,-0.9499845291486835,0.29021426148102275,-1.4097930383582604,2.022670247202865,-0.9232567082861182,2.2641760055193165,-0.19671057660674685,1.8430513450397565
109,115,L,1.602828012766539,-1.5182916312826016,-0.3366426840812807,1.3998009434126502,-0.9646161520290839,2.0389809755298898,1.0652092536796018,-0.11067326566680774,0.3726874093764112,0.6824261931390688
117,119,L,0.1926047163124272,1.5406906398059963,-1.8895080976748355,0.7363163295823235,-1.078073945152918,-1.0184511990095444,0.3889192005488168,1.4342821713080691,-0.0266141058275549,0.8929576099468367
125,90,W,2.2159294957493754,0.5612068340705689,-0.034085140672506516,1.2125923312441846,-0.7421455984417926,0.1962369801912194,0.35057745760564407,0.6766570244856053,-1.2460865075889445,-2.0135015381322656
112,101,W,-0.5695079789417485,0.4515410206390068,-2.1826918188113758,0.45311021070141594,-2.172369128412079,0.3274621731723592,-1.2643826847188018,-1.4294649476990973,-1.1330043327058517,-0.08328099451737991
128,120,W,0.2926882611568809,-0.8340539155152741,-0.551440945955894,0.6968372925872496,0.2719627939481685,1.7837458595332276,0.8322372496463355,-1.4716544186659049,0.1703687238008264,1.636290307691974
119,109,W,1.7624242758965603,1.3518929892261227,0.6397381276410741,-0.21420023631344073,1.2307637334545258,0.7997804590591266,-1.9896465263816847,0.07590419163308158,1.8637675087402863,-1.7341146977939959
116,122,L,0.40404027605350673,-0.13751043237600014,-0.5811627293850814,0.7358143884873692,-1.9198861381613024,0.9484645957001795,0.31860894881382973,0.1503884014957176,0.1754678300254524,1.5443476522153932
120,137,L,0.3878258872231426,1.0258664093282366,-0.35353640549871373,-0.9384939960253484,1.1406123442879572,-0.02991054753392426,-0.6094144788002996,-2.9163078406672254,0.34290529956539584,0.2899544368978444
101,89,W,1.4243148906922756,-0.4762079209982032,0.6641238759085005,1.2457029644708286,0.004612447818756329,-2.0094566120036874,0.10227260860109724,-1.7362021488854267,2.296479082695711,0.25253784988292755
139,98,W,1.7382473515727734,-0.5175502747222898,0.2955868118738164,0.887776873304352,1.1244077629842564,1.104593861576968,-0.9167753739703668,0.33281502894237414,1.2932378737837684,-1.2553102450623161
104,105,L,3.6666289133734637,-3.8051920212423123,-1.1809454815899791,2.3995529035224634,0.9358653393420571,-1.4905473792903443,-1.909336050370468,-0.3542552717133655,-2.567252331057256,-1.0219056027666296
101,114,L,0.17852972952434884,3.5027819899541184,-1.692901422416507,-0.7545069610783554,1.3469756033800016,-2.10323476696811,-0.9104992964269623,2.262602819274596,-0.35549597021940293,0.016673788943003538
110,118,L,-0.46488078307781483,1.9821607008765272,-1.0584956634855796,0.0985255064959495,-0.06708407274126835,0.25740206213217814,-0.46886861916898315,0.043290296366456656,-1.6661185081542158,0.09999221565315143
100,116,L,1.3826861153326455,1.5488553782537804,0.8702914214565183,1.216343855929108,-2.6485531626413574,-0.3231609133224179,0.8141733125030695,0.597974583808157,-0.9327078907420051,0.17579937986281405
107,112,L,0.34608958938793555,-0.9245902759537128,-1.6519181661749773,1.704156758539066,-1.8909913098603195,0.40291643169063424,2.2342006539445545,0.3496500848498892,-0.7063846102021992,1.8228121015763976
117,107,W,0.07114662507155867,0.15268667417442044,-2.161322852964305,0.6144420437993247,-0.9260266558325371,-1.7195342816170516,-1.3379446850261627,0.9720992792650455,1.2278216060533353,1.6804617386864422
109,113,L,0.7956363910267645,-0.008117089679060168,-0.7738706011975018,1.3651789502436864,-1.9192791311891948,0.21658210651443877,0.5548987050784557,0.614432795575928,-1.035395297277018,0.6752313177627048
102,106,L,-0.965445409268616,0.9879117457052017,-0.9196039683342808,0.42627083523742515,-1.481157065987614,2.121560121805262,0.8179650844308852,-1.7528463975611417,-1.8604697317926937,0.3126382160263673
106,113,L,0.448066875571969,1.273906736055953,0.22585466647042812,0.587761434001193,-1.909360684572927,0.115738326213217,-1.0474896809300989,-1.1513333507015249,0.09616698881748942,-1.155942063971749
127,115,W,0.688463587485482,2.1870813578232813,0.5671562668018595,-0.5366792698496584,-0.5260464292702046,2.104014687591003,-1.7968092446140835,0.44335430889604577,2.3436390079301734,-0.779625518743718
114,119,L,-0.6106924088467754,2.086544678082889,-1.0367652362762796,-0.2198843690825028,-0.9385344409424948,1.5812428098136762,1.3060846578137915,0.4337720772790678,1.186427306922706,-0.5171287971155252
104,116,L,1.227478159516349,-0.24905575736747193,-0.9161200366224825,0.262406923981959,0.1875485576440652,0.29843422090250077,-2.340270879460204,1.1251830559827949,-0.5533099603379196,2.086551715482003
140,88,W,4.021240061093783,-2.693271589033481,0.3959303917740805,1.081606491997058,1.3851339350257679,-0.08823926369706414,-0.8690299754510797,-0.3554188382247448,-2.0653673439976674,0.056674124406873215
120,116,W,1.6587054713316638,1.7967915655898146,0.31419038379153685,0.4641386076867659,-2.2665690356822235,0.9519938228348489,-1.4657561495687685,2.4095742249304153,-2.22454149886638,1.0366549950482553
113,91,W,0.6340906536752422,0.42244205035847865,-0.8349262331505904,-0.712902141216747,1.2342105649309751,0.95648329468855,-2.0309710131619836,0.5380934780887303,0.25766670053757545,1.584783068208613
107,98,W,0.2843446252864685,-0.35289511511205535,-2.47902824790197,1.5371732732931076,-2.3218656674292553,0.7557123126914917,-0.2505519718682456,2.034472595078118,-0.7416665348146637,-0.511634311357133
118,110,W,0.783903819610137,-0.716490530260513,-0.9983286710997251,0.6841703247402452,0.4315184045526138,0.5058332067478375,-1.7263680717942274,-0.8975631869451026,0.8721505682930578,-0.8957799714271326
89,88,W,0.5713649252777375,0.24416817091888218,-0.2915348060456208,0.09475164889901039,-0.5670949090863078,0.9571694583357736,-0.3211970641527443,-1.0209163779311865,0.5143100905781286,0.19599078979555506
111,106,W,0.518765953245124,1.0246335202913586,-0.16924177868348636,1.5446537350691019,-0.5181848133309601,-1.4114094677859714,0.931954861058157,0.21074706984710356,0.14920149169155406,-0.29077107382973133
117,105,W,0.11318346751448355,2.199393137257899,-1.2919182149135267,-0.9731732047104987,1.344940460993766,-0.1617448439819926,0.555542698135665,-0.6747446806803123,0.45480698423231913,-0.36312927822143787
109,118,L,1.5532520317765355,0.9323004546288896,0.633703904647961,0.0797705758127433,-0.6063649521829961,0.6934622103739638,-0.49168446872201715,1.197219021789068,0.8136490520360985,1.1536298871421566
120,126,L,0.508023839170991,1.0890636262635336,-0.5470730482938072,-0.2504526800114099,-0.34079825856755713,0.7094549266600267,0.16365826491305696,0.059532841107653604,2.3770134879515394,0.6936302980260682
107,100,W,-1.406884931365777,1.8715702902304558,-1.0576388019916398,0.16416520532143944,-1.6821835621353851,3.1459834093880614,3.122422599274723,-0.16324995911880757,0.7818734152334939,-0.21426356567098995
102,114,L,-0.10312040149799101,0.502098129676719,-1.793632535800784,0.15383911834567796,-0.3927253233343155,0.21773309210539213,1.7249400554013505,-1.2425146291851525,-1.3257083397469736,1.3731834634887923
124,114,W,0.759340073498414,-0.7668745397454697,-0.13310384315178522,-0.014054610553972738,-0.7223518503438257,0.980837932487186,-2.917534705670913,-0.5910374968740102,-0.16958827334970714,2.723446658356
121,114,W,-0.805883091366379,1.5766765769696536,0.4456729629952905,1.7908625545620767,-2.132069998959977,0.15267590231875394,0.9875315629314223,-1.1230397262033287,-1.1246074011598823,-0.10650996399762236
124,120,W,0.5003433768630771,0.5804684833403414,-0.7064013733465595,0.6399918743996125,-0.9649290332594278,1.2823493048398018,0.19528946688788937,0.9224633946020637,0.013168985371838807,-0.2034154200983317
129,102,W,1.4324817761018647,0.35209170217029967,-0.7114594019539061,-0.0888396634079978,0.5333123496823499,0.7433759041388978,0.2951413415586675,-0.481953830318934,-0.41104991542513303,-0.0012155098083991842
97,113,L,1.1771421674763523,1.076146859918083,-0.08132884294448722,0.36116952475223557,-2.6717540976290954,0.9731573102550449,-0.373722419321369,-0.4998585038675191,-0.37244859271306724,-0.8169590381858172
122,92,W,-2.0428766488487033,1.8935246551950964,-1.1346114475750875,-0.04731752680417262,-2.4250019929884563,2.853823386720647,1.8223185399960016,-0.41330205921107543,0.9626679926150972,0.5632103757908072
138,110,W,4.438137243193429,-1.5843399571921475,1.7633652946142564,1.0392793313210877,0.8396220292026316,-0.8967781068674229,-2.370758947700419,0.6175520173742209,-2.163055584150723,0.5107472595086211
110,100,W,2.22854323434823,-0.6188804338155417,-0.27085606902745296,-0.17786725761461383,1.897274553494035,1.8464075465058067,-0.6655700502299121,0.03831621466882001,-2.118761284240954,0.585273408411025
105,120,L,1.881317314756361,0.3935155466733244,-0.5830022465788287,0.3501636575905466,0.9463976477073837,0.15087309000769722,0.37973542174984154,1.0257381635832001,-0.6041046217150394,-0.06457728567385487
115,140,L,-0.18085825135268144,1.6813383078366262,-0.8956199109680708,1.3028746172499388,-0.04482521905429768,-1.9865879887655775,-0.3437870718653667,0.9100778494253843,-0.20870720419893724,-0.46316677067624373
99,111,L,-1.2761606865807256,2.983123783844818,-0.49020923786102905,-0.10352638260113303,-1.4447282465657447,-1.071617746671457,-1.987693854737835,-1.776241791415031,-0.7441036098967613,-0.9102671729956785
110,105,W,1.7350748566954535,0.9231434397818788,0.41520456510351217,0.04645081262300063,-0.39466166889727067,0.6219693563524714,-0.16130628650469342,1.400503271702614,0.5061483851122383,0.816045010115045
97,124,L,0.5144242493792212,-0.013346232410751424,-1.630330865785004,0.32697409868571886,0.41659518449246513,-0.28874013196151876,1.7565760069619032,-0.9173721233237845,-0.8942413093836958,1.1977920170467888
115,107,W,0.8468252057715869,1.6981983878435747,1.1200363558513118,-0.34380424896540956,-0.005306039320894024,1.0059027312671651,-0.8499999882639925,-0.5667587525517953,1.581007185750568,-0.9030799285582043
99,110,L,1.4053773242053815,-0.8681067114817499,1.0718546434069647,0.3195569382501454,-1.0564572543677362,2.2122570670642867,0.33205885910302224,-1.144174050074521,1.0947119820493645,0.7555404100726448
118,132,L,1.9361246167267971,-0.4937029178167623,0.3282319615506694,0.6003364861668916,2.397518603488225,1.0297789464925013,-1.27549239483991,0.1541726513253326,0.35983531211999403,-1.3264340019737235
103,97,W,1.2976736977712557,-1.1565961324514509,0.7406743812489887,0.8344437780910579,-0.9168060043012853,1.5581248449672,-0.8150098378324754,-1.3591490292568356,-0.5884370687391315,0.748501138070921
131,134,L,-0.6586227853877766,2.839235367557558,-2.6525233575503777,-0.7583232197278597,0.9006319688704331,-0.9012436535411019,-1.676083163953418,2.151218834182834,-0.8374836293203508,1.277632123504686
125,136,L,2.7313365537689904,0.8066303512809717,0.7717677544242054,0.6684307958504584,0.24837028917562223,-0.8173760934294672,-1.6306988783441079,2.5879662353379356,-0.8499690200715794,0.65122475913779
96,117,L,1.6085216295738873,-1.2411967364999446,-0.9967729125816308,1.5627684315000765,-1.1504264323384388,-0.6688122866548413,-0.36738513705937786,1.2752310908414888,-0.4268573852912751,0.581544179713824
132,123,W,0.814553774531737,-0.2435737154076702,-0.15291615328246105,0.8150554038168761,-1.8288317880343066,0.2847231981767588,-1.6388240856011322,-0.6588163264270376,-1.0730507555180062,0.9826396928871743
101,110,L,-0.21200108270552803,1.35607453374572,-0.9992327133296482,0.17017197830383488,0.6386895945771613,-0.6663692509806928,-0.9320185064039964,-0.2745413264128688,-0.18861817382962986,-0.3571902082824114
112,116,L,0.15043149766246422,0.065812921437258,-0.4019565536135861,-0.602534024484855,-0.7340823975442021,1.0449411895850735,-2.125267862420332,-0.37552419620745653,1.058571259256165,2.422428252341249
114,123,L,1.0940473328783709,0.15380253691035314,-0.6006055776355232,-0.1971806510833159,-0.7368797304217412,1.4977539340927928,-0.010298641372375687,-0.30587746720455977,-0.3837099964739989,0.6013988078673429
108,81,W,-0.5374992195037698,-0.05145490310970881,-1.352301166891257,1.011938093749769,-0.706732260178186,0.49159170955851156,1.8162098321281803,0.15396401852698788,-0.19538151198568848,1.1392687565311614
121,119,W,2.8099649538615505,-0.1926273849351471,1.6523511023403212,0.6083853923774748,-0.17590908516318826,-0.11897383422997072,-1.9718324181463485,0.819712913313049,-1.3850262710683219,0.9182504134144359
95,105,L,1.637426345770485,-0.8489092112956084,-0.04619564831655777,-0.637497594812018,0.9744644680538872,1.947482421289186,-1.5420357950520027,-0.6168337685548722,-0.831094779926637,1.528510515392558
97,124,L,2.0335512103006113,0.959336858400784,0.24423921542819807,0.38654862706932347,-0.3966037147734512,-0.17932460961346183,1.4874244404538828,1.2732668646709002,0.809626198104675,-0.049253728694802545
96,106,L,-1.2796927660273867,2.6709412176878806,-0.9332326250695936,-0.35637209877580334,-2.126129958011439,2.112449002399857,0.6313677493572758,0.09880588508897117,0.13428370374528684,0.6506121531305245
99,117,L,-0.6598484503079022,0.9255635793994952,-2.033363164610123,0.9781094983118687,-1.8556559199321663,-0.48228917275191896,0.33162115796218117,-0.5894384650726594,-1.3610038910823419,0.8121874906237069
85,123,L,-0.3674263935127007,2.489528635159779,-1.175775571595248,-0.1140650195187486,-0.40916854181333406,-2.1433283470367455,-1.9789348022075848,-0.5407291368869064,-0.9783571988714952,-1.4562817253913711
112,123,L,-0.8683263606307305,3.4254649140845315,-1.0539525729556953,-0.771306281708215,0.5409053638874416,0.15387372066528776,0.4254037743917769,-0.7565621784157955,-0.7145257669165926,-0.0487640345353005
112,95,W,3.1609158331849216,-0.5288174769416352,1.3453704315568658,0.8609611233477177,2.1628506102893015,-0.6459142074908908,-0.3140605292661617,0.4012081864293396,-0.7483902694493302,-0.24612648920196362
115,92,W,0.35748138584194966,1.1894750273054355,1.010525608189627,1.2063018506820637,-1.2556894027362124,-0.02491405490368035,0.6490418743279279,-0.835627586298116,0.11576820534527692,-0.3343379626805815
105,114,L,-0.7137516986116729,1.732441555144585,-1.0005241276544903,0.10092591309963933,-0.09404486146313155,-0.1639022296949241,-0.7896873334246595,0.6739770675983016,0.6835224766086524,0.13012767100209047
110,121,L,1.555495952749096,-0.3925234161719398,0.2103138519391266,0.7672759528784435,-0.061178343470252146,1.1030526772755584,0.3038684425778416,-0.29730942014198075,0.12509016187918284,-0.07175652397541975
111,86,W,-1.5817197873677,2.2412609943237456,-1.0040747533735135,-0.3245736371686137,-1.6243922412578837,1.7341209634666344,0.5442451983626375,-2.2336914571334927,-1.6620887773118782,0.6766290456422553
113,111,W,1.6006290551972373,-0.8195181112926783,-0.1844712215096841,-0.6550387410953394,-0.819843000033566,3.320311923710177,-0.8305794179579779,0.5422561428168315,0.361431165243207,1.7742302606617164
130,122,W,1.825537150735028,0.6033595103923581,-1.391700598425735,-0.3366760514813256,0.8533955089720845,0.10544839115968858,0.3200304922462863,0.9511023086243825,-0.17174598379066316,0.14196575723473628
123,107,W,1.2378769637112703,-0.889188162663868,-1.0083364931534928,1.7761435860117714,-0.3664744777203086,-2.201732623389689,-0.36052364854401925,-0.0735313960339767,0.5392216891191566,-0.8655510581594463
98,119,L,1.0104973739149967,1.0661233961159007,-0.061882683396836856,0.9013677101999595,-1.4392155145728454,-0.39288213293775803,-1.0514140172358666,0.05317048623526393,-0.14056870190797677,-1.2216305353839534
105,114,L,-1.2219794095690562,2.790014758803071,-2.324288953801081,-0.06619996425175094,0.8088832411885214,-1.5908144824726769,-0.3692657593282545,1.406303940559812,-0.8386364381402823,1.1695695014070806
80,93,L,-1.2704759537811776,0.6583923944839204,-2.087746856151085,1.167904031588701,-1.6239309190023574,0.13553456152107357,0.33425534511962957,0.2512441607500957,0.6821914786940538,0.277827802904681
111,133,L,0.749353843983389,0.5528086534995027,-0.6924216535245792,-0.9503546285463507,0.6335978709730041,-0.07627038763245214,-0.9379936011281321,-1.7769724628427268,-0.0874832504385557,0.6551399932525217
119,103,W,0.962840969300101,0.24754434116038418,-0.14054402847177094,0.0061261591249436795,-0.9348608076353562,1.3309601047356427,-0.5316898203151148,-0.7452187004895541,-1.5714468956671646,0.8180461465982646
106,114,L,1.478268359476227,0.10422214088366108,-0.7852036578096132,1.310264336203967,-1.629397522297756,-1.1901867133511996,-0.6913808545989287,0.7462211990332647,-0.9141468246930315,0.1792803019929119
123,113,W,0.9038119428154711,0.49240621877522495,-1.0459711877476716,-0.6452429606122064,0.6714205528310259,0.18136561297595535,-1.358625940475937,1.088271421745558,1.9454251745931903,2.220988642466252
123,110,W,3.4396113389293257,-0.034417141464471286,0.9722054999755955,0.581347435347007,2.8328043259997226,-0.9510384938491223,0.3506604779435673,0.17153470259515338,-0.7995449350191709,-0.7785860489669939
109,128,L,0.7357500345026835,3.6506205855351634,0.09066183023435574,-0.9176600250060757,0.4944100843806836,0.08591436924169185,-1.8589614731165913,1.3348142766348676,0.47433939991128515,-1.2561494524499002
92,109,L,1.708007497010049,1.0337199540155793,0.31247569265298974,0.7613205725647528,-1.352849355586003,0.7049981424517929,1.7186312850180674,1.0850910781136762,-0.6679410905267927,-0.4022813161247766
102,116,L,0.8500585861526119,-0.45562582672273194,-1.9491138182745487,0.9857706788172248,-2.18768340177038,0.4573400183520282,1.768519197480968,0.7710148263195084,-0.2897666371626113,0.4898753774840476
86,101,L,-1.1336777773457751,1.8080519660198549,-0.8187462660265081,0.018274457855646457,-1.2123377212665323,0.8485385921258437,-1.0150839799137827,-0.8731887368207831,-1.6050624442108608,0.23419342156465275
112,109,W,1.9175152615710223,-0.8777070547192385,-0.04011637644655352,-0.1146623656927857,0.9530407002569145,2.4661780664540878,-0.33837847212563693,0.9012125155669162,-0.28178550572704975,0.767493364199486
147,106,W,2.6039814650691047,-1.0674355845071812,0.4283358153677,-0.024497272475199314,3.480891004678529,1.083772572167982,-1.6358745252311966,-0.8829683773323527,0.8321404491627679,-1.6496679552311433
118,123,L,-0.007334383796599828,1.6314653140829005,-1.5469445920592009,-0.6257166229027502,0.24181558739616538,0.2693520781361855,-1.252925979437154,1.2465739313677626,-0.016904465112819175,1.6882638530029228
84,97,L,-0.018187524878563715,1.6624766470822283,-0.9918718643881173,-0.7625264578231109,1.0278422349721277,-0.9174635298313459,-1.0313382542708742,-1.209820379581702,-1.415365389057166,0.30166226426385506
95,106,L,1.2125931964820413,0.04606582048231672,-0.5490672563234603,0.43169364444663677,0.7927634579066448,-0.3322176164561155,-0.6102743818330864,0.37481425426970727,0.2160476055432412,0.2097485521199683
112,107,W,0.9367872193863113,0.2149684246028963,-0.8074199515098924,0.1850275337535634,0.2324416168848073,-0.021941426948557174,-0.5430490736060101,0.3522596287743371,0.5113302817662825,-0.004509093141348438
101,95,W,0.6557490472092528,-0.4532480791958431,-0.010826558814363018,0.4156798324340399,0.49344196099988286,0.5180146749004387,0.4918183760046599,-2.0240021429401063,0.4219814835230467,0.3029431057589461
