Unnamed: 0,Opponent,Resultado,Tm,Opp,W,L,Team,Is_Playoffs,Previous_Team_Pace,Previous_Team_eFG%,Previous_Team_TOV%,Previous_Team_ORB%,Previous_Team_FT/FGA,Previous_Team_ORtg,Previous_Opponent_Pace,Previous_Opponent_eFG%,Previous_Opponent_TOV%,Previous_Opponent_ORB%,Previous_Opponent_FT/FGA,Previous_Opponent_ORtg,Previous_Streak,Previous_Tm,Previous_Opp,Score_Starters_Team,Score_Starters_Opp,Score_Bench_Team,Score_Bench_Opp
3481,15,W,114,108,34,46,28,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,106.3,109.7,-13.62,-9.2,-21.1,-11.55
3482,10,L,109,114,35,48,28,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,105.3,110.7,-19.68,2.45,-16.02,-17.81
3483,10,W,117,107,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,128.0,123.0,11.36,-2.09,-12.81,-14.8
3484,4,L,109,126,2,2,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,117.0,103.3,17.13,6.61,-13.85,-11.94
3485,8,W,118,113,2,1,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,111.0,113.0,16.77,8.01,-8.65,-10.37
3486,8,W,136,112,3,1,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,109.7,116.0,16.77,13.24,-9.15,-12.55
3487,16,L,115,123,4,3,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,118.7,112.7,16.77,10.8,-14.95,-7.46
3488,16,W,117,98,6,3,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,117.0,120.3,7.98,10.8,-13.24,-11.85
3489,16,W,121,106,8,5,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,115.7,115.0,16.77,3.46,-17.08,-11.32
3490,1,L,101,126,9,7,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,100.3,101.3,16.77,15.43,-17.68,-15.19
3491,5,L,102,114,10,8,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,120.7,108.0,11.26,10.38,-15.76,-9.16
3492,10,L,122,128,11,9,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124.3,117.7,16.14,4.95,-18.83,-15.77
3493,15,L,98,106,11,10,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,97.0,105.7,16.14,8.13,-16.66,-17.97
3494,7,W,117,109,12,10,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,105.5,119.0,-5.04,9.51,-8.66,-20.02
3495,2,L,116,120,13,14,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,111.7,115.0,-4.34,9.42,-15.82,-15.65
3496,3,W,123,122,13,13,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,118.3,122.3,-0.62,11.52,-14.92,-14.77
3497,14,L,103,128,14,15,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,126.0,102.5,-10.37,2.59,-15.97,-11.67
3498,4,W,125,106,14,15,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,115.7,115.0,1.68,11.16,-18.17,-9.51
3499,3,L,108,110,16,17,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,120.3,119.3,16.14,9.19,-17.51,-14.16
3500,8,W,130,105,16,16,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,118.3,115.7,16.77,3.44,-15.09,-9.94
3501,11,L,114,129,17,18,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,132.0,121.0,13.56,4.49,-19.45,-5.74
3502,2,L,107,108,17,19,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,114.3,116.0,1.86,13.4,-17.55,-15.44
3503,13,L,121,130,17,20,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,123.5,127.5,10.64,0.46,-16.9,-6.81
3504,9,L,141,143,17,21,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,117.0,118.5,16.14,-0.64,-16.86,-15.47
3505,13,L,114,130,18,22,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,122.7,128.3,16.14,0.47,-15.66,-13.32
3506,12,W,112,108,18,21,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,102.5,106.0,16.14,-3.56,-15.66,-12.79
3507,16,L,105,114,19,23,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,117.7,109.0,7.36,10.41,-16.38,-12.55
3508,11,W,113,111,19,22,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,125.7,126.7,16.14,1.19,-16.3,-11.52
3509,15,W,121,113,21,22,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,92.7,104.3,16.14,8.82,-13.53,-10.38
3510,6,W,130,122,22,22,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,103.5,95.0,16.14,12.45,-14.45,-16.5
3511,4,L,118,122,24,24,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122.0,111.7,16.77,9.26,-17.68,-6.4
3512,3,L,100,111,24,25,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,120.3,118.7,14.19,11.52,-14.92,-17.27
3513,12,L,113,120,25,26,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,105.7,106.7,16.77,1.7,-14.14,-14.62
3514,7,L,108,128,27,28,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,109.3,115.7,7.79,12.28,-15.23,-16.51
3515,4,L,138,144,29,30,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,117.3,118.0,15.93,8.08,-13.27,-7.08
3516,5,W,136,119,29,30,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,113.3,107.3,15.93,11.26,-13.27,-7.1
3517,2,W,129,127,30,30,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,115.0,114.3,16.77,7.6,-9.94,-12.18
3518,15,L,109,117,32,33,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,104.3,105.3,16.77,9.09,-9.94,-10.23
3519,15,L,128,130,32,34,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,109.3,112.0,16.77,10.44,-9.94,-14.99
3520,1,L,125,134,34,35,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,98.0,112.7,16.77,15.59,-10.93,-10.57
3521,17,L,115,136,34,36,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,127.5,116.0,16.77,8.74,-11.47,-17.93
3522,9,W,127,119,34,35,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,125.0,126.7,16.77,0.82,-9.01,-10.26
3523,8,W,129,107,35,36,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,128.0,110.0,11.53,-6.87,-11.92,-12.3
3524,17,L,124,125,36,38,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,123.3,122.7,11.53,6.93,-11.92,-11.51
3525,11,W,143,130,36,37,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,119.7,121.0,14.19,6.19,-11.92,-8.53
3526,14,L,119,123,37,39,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,118.3,111.0,16.77,9.29,-12.01,-6.28
3527,5,W,120,118,37,38,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,115.0,111.3,16.77,10.69,-12.01,-6.96
3528,2,L,107,124,38,40,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,117.3,118.3,17.92,7.6,-15.41,-13.41
3529,6,W,132,130,38,39,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,112.3,104.0,17.92,12.77,-15.41,-11.56
3530,3,W,123,105,39,39,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,110.3,114.3,11.86,10.67,-16.9,-11.62
3531,1,L,114,120,41,42,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,108.0,122.3,-1.63,-10.97,-16.42,-13.01
3532,15,W,116,105,41,41,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,119.3,120.0,16.77,10.44,-11.22,-9.97
3533,1,L,99,112,0,2,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,113.3,126.7,16.77,15.59,-11.22,-10.92
3534,1,L,106,119,0,3,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,112.7,122.0,16.77,15.59,-11.22,-10.92
3535,1,W,130,122,0,2,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,106.3,117.0,16.77,15.59,-11.22,-10.92
3536,1,L,121,129,1,4,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,111.7,117.7,16.77,15.59,-11.22,-6.57
3537,1,W,119,117,1,3,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,119.0,123.3,11.53,15.59,-8.6,-10.92
3538,1,L,120,128,2,5,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,123.3,122.7,16.77,15.59,-11.22,-10.92
3539,15,W,111,104,1,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98.7,95.7,15.87,9.21,-6.86,-10.27
3540,3,L,102,120,3,2,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,115.0,111.3,15.88,13.07,-11.93,-10.83
3541,5,L,123,132,3,3,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.3,94.7,15.59,12.11,-13.07,-8.98
3542,5,L,113,114,4,4,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,110.7,108.3,15.59,13.42,-12.53,-11.71
3543,3,W,123,119,4,3,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,111.0,108.7,15.59,11.52,-12.53,-16.29
3544,14,W,109,106,6,3,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,129.5,108.5,15.15,9.75,-11.75,-10.94
3545,8,W,128,112,7,3,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,112.7,106.3,15.15,13.24,-12.25,-14.12
3546,7,W,131,112,8,3,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,116.0,103.0,15.15,12.28,-14.38,-14.4
3547,8,W,117,108,9,3,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,118.3,106.3,7.54,7.33,-10.32,-14.25
3548,3,L,107,121,13,5,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,114.0,111.0,15.15,11.52,-12.25,-12.29
3549,6,W,125,112,13,4,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,98.0,101.0,15.59,8.42,-12.52,-9.46
3550,4,W,140,105,16,4,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,110.0,106.3,7.54,1.49,-14.21,-3.06
3551,15,W,134,121,17,4,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,104.7,103.7,15.59,8.13,-10.22,-17.34
3552,15,L,116,120,18,6,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,115.0,107.0,15.59,11.23,-10.22,-13.79
3553,2,W,103,92,18,5,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,113.0,107.3,15.43,12.63,-15.11,-10.5
3554,9,L,107,123,21,7,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,93.7,104.7,11.19,9.54,-11.07,-13.76
3555,12,L,93,113,21,8,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,96.5,102.5,11.62,6.35,-8.93,-13.41
3556,13,W,122,118,21,7,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,116.0,112.5,11.62,10.52,-8.93,-10.19
3557,11,L,112,117,22,11,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,118.0,117.0,10.1,4.49,-9.44,-5.67
3558,17,W,121,109,22,10,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,118.5,110.0,15.59,7.83,-11.68,-17.83
3559,16,W,139,118,23,10,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,108.0,95.3,15.59,10.41,-9.75,-13.03
3560,10,W,126,102,24,10,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,107.5,93.5,15.59,9.15,-10.58,-15.42
3561,12,W,116,110,25,10,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,95.3,106.0,15.59,6.35,-12.55,-10.6
3562,7,L,111,123,26,12,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,121.0,106.0,15.59,11.9,-11.75,-20.02
3563,6,W,124,95,26,12,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,107.0,104.7,15.59,15.88,-11.66,-15.94
3564,3,W,107,99,28,12,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,110.7,120.0,13.2,11.52,-12.53,-12.57
3565,2,W,109,98,30,12,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,109.3,102.3,10.53,5.99,-15.55,-16.15
3566,4,W,122,106,31,12,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,122.7,104.3,9.28,9.19,-14.07,-11.67
3567,4,W,130,118,32,12,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,125.7,104.0,9.28,9.19,-14.07,-11.38
3568,9,W,121,118,33,12,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,97.0,110.0,12.93,14.76,-9.66,-11.07
3569,15,L,95,98,35,15,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,120.3,115.0,5.05,8.13,-20.25,-13.2
3570,13,W,125,121,35,15,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,118.0,114.3,15.43,2.39,-15.55,-3.99
3571,2,W,139,96,36,15,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,109.3,100.7,13.2,3.71,-12.53,-15.55
3572,8,W,111,99,37,16,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,119.7,107.7,4.82,5.9,-12.96,-11.69
3573,4,W,127,116,39,16,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,130.7,109.7,6.07,8.08,-10.09,-4.48
3574,14,W,119,109,40,16,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,122.7,107.7,4.82,9.29,-14.78,-6.51
3575,16,L,125,131,41,18,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,118.7,98.0,-5.64,10.41,-14.38,-16.07
3576,8,W,127,109,41,17,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,118.7,106.3,6.29,3.44,-11.56,-11.51
3577,11,W,142,138,42,17,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,115.7,122.7,12.93,4.49,-7.8,-6.36
3578,5,W,117,113,44,18,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,115.7,115.7,12.93,11.26,-7.8,-7.1
3579,2,L,105,115,45,20,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,117.0,95.3,12.93,7.6,-9.29,-10.62
3580,5,L,114,118,45,22,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,117.7,119.7,2.9,11.26,-7.53,-10.05
3581,10,L,109,111,47,23,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,113.7,96.3,15.59,6.68,-10.57,-16.91
3582,17,W,104,102,47,22,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,119.3,109.7,15.59,8.74,-10.57,-17.12
3583,11,W,120,95,50,23,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,127.3,126.0,15.59,8.1,-11.25,-8.08
3584,16,W,140,99,52,24,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,124.3,110.0,15.59,13.98,-7.81,-11.85
3585,15,L,116,123,8,7,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,115.0,113.0,12.93,7.32,-9.44,-13.12
3586,15,L,105,111,8,8,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,109.0,113.7,12.93,7.32,-9.44,-13.12
3587,15,L,102,128,8,9,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,105.3,110.7,15.59,7.32,-10.92,-13.12
3588,15,W,116,99,8,8,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,107.7,120.7,15.59,7.32,-10.92,-13.12
3589,15,W,110,97,9,8,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,107.7,112.7,15.59,9.74,-10.92,-16.21
3590,15,W,104,103,10,8,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,109.3,108.0,15.59,7.05,-12.62,-12.95
3591,15,L,84,103,11,10,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,110.0,99.7,15.59,7.05,-10.92,-12.95
3592,14,L,124,134,1,3,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,112.0,125.0,10.1,12.63,-7.57,-3.18
3593,16,L,99,110,1,4,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,118.0,121.3,13.4,9.12,-14.32,-8.84
3594,6,L,125,129,1,5,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,106.5,106.0,13.4,8.19,-14.07,-2.57
3595,11,L,116,125,1,6,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,122.7,115.0,13.4,2.26,-11.09,-4.75
3596,11,W,116,109,1,5,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,126.3,124.0,12.63,4.76,-15.97,-5.8
3597,3,L,99,108,2,7,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,113.3,113.7,12.63,11.52,-15.3,-16.32
3598,4,W,98,94,3,6,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,112.3,117.0,3.72,7.98,-12.0,-11.14
3599,6,L,94,96,4,8,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,112.7,113.7,3.72,8.19,-12.55,-7.42
3600,12,W,110,95,5,7,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,120.0,114.0,3.72,5.08,-13.94,-11.54
3601,13,L,103,116,6,9,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,109.0,110.5,3.72,3.96,-14.4,-13.45
3602,14,W,127,115,7,9,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,116.0,128.0,9.42,3.42,-15.88,-15.34
3603,11,L,117,128,9,12,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122.0,120.0,13.4,4.81,-14.63,-5.54
3604,4,W,122,116,13,12,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,113.3,111.3,12.63,8.81,-13.91,-13.23
3605,11,W,136,133,15,12,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,116.3,120.7,-14.87,5.6,-15.48,-6.04
3606,8,W,124,121,18,12,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,114.0,105.7,13.4,3.44,-16.12,-9.94
3607,9,W,143,113,19,12,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,102.5,113.5,5.98,-6.17,-9.97,-11.86
3608,16,W,118,100,20,12,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,114.7,117.7,13.4,10.8,-15.13,-11.25
3609,5,W,125,117,21,12,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,113.3,109.7,13.4,10.38,-15.28,-5.56
3610,4,W,123,106,23,12,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,110.0,109.7,13.4,11.92,-15.13,-10.27
3611,3,L,112,121,25,14,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,114.7,110.3,13.4,11.52,-14.61,-12.57
3612,15,W,102,101,26,13,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,109.3,107.7,13.4,6.56,-14.61,-8.7
3613,9,W,120,116,28,17,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,116.0,113.3,5.99,14.76,-15.43,-15.88
3614,8,L,122,130,29,20,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,123.3,116.0,5.99,8.13,-15.62,-13.04
3615,13,W,121,104,30,19,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,107.0,112.3,3.71,-4.05,-15.55,-8.88
3616,12,L,116,124,32,22,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,116.7,107.7,-6.56,3.76,-13.81,-13.03
3617,3,W,116,105,32,22,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,116.3,113.7,-3.62,11.52,-11.16,-14.23
3618,15,W,116,105,33,24,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,106.3,103.0,7.6,7.05,-11.37,-15.91
3619,3,L,87,131,34,26,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,111.3,7.6,10.67,-12.18,-8.2
3620,16,L,104,118,34,28,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,112.0,110.0,7.6,10.41,-11.67,-12.21
