Date,Opponent,Resultado,Tm,Opp,W,L,Streak,Team,Is_Playoffs,Previous_Team_Pace,Previous_Team_eFG%,Previous_Team_TOV%,Previous_Team_ORB%,Previous_Team_FT/FGA,Previous_Team_ORtg,Previous_Opponent_Pace,Previous_Opponent_eFG%,Previous_Opponent_TOV%,Previous_Opponent_ORB%,Previous_Opponent_FT/FGA,Previous_Opponent_ORtg,GmSc_Starters_Team,GmSc_Starters_Opp,GmSc_Bench_Team,GmSc_Bench_Opp
20231122,LAL,W,104,101,9,5,2,DAL,False,99.6,0.59,10.5,27.37,0.16,128.37,100.23,0.45,11.73,24.13,0.13,99.87,13.57,12.7,4.64,4.87
20231122,GSW,W,123,115,8,6,1,PHO,False,94.03,0.61,12.23,26.07,0.28,130.07,96.63,0.55,12.7,24.47,0.21,116.13,18.28,14.13,3.55,5.23
20231122,UTA,W,121,105,3,11,-4,POR,False,96.0,0.46,14.6,26.57,0.15,100.37,102.0,0.59,10.83,28.87,0.17,126.07,6.88,11.69,5.26,5.28
20231122,IND,W,132,131,6,8,-2,TOR,False,100.13,0.53,10.0,27.7,0.19,119.07,104.6,0.62,12.8,25.73,0.24,126.03,13.27,13.13,4.16,6.27
20231122,MIN,L,99,112,10,4,3,PHI,False,95.97,0.53,10.13,26.97,0.26,123.23,,,,,,,11.41,13.09,2.93,3.58
20231122,LAC,L,102,109,3,11,-9,SAS,False,97.23,0.53,14.33,25.87,0.16,109.8,99.67,0.55,12.67,23.07,0.23,113.97,11.78,14.39,4.89,4.65
20231121,POR,W,120,107,7,6,1,PHO,False,94.43,0.64,10.37,19.17,0.22,134.23,95.83,0.57,15.17,28.8,0.18,115.13,17.55,8.08,3.93,4.5
20231121,CLE,L,119,122,10,3,6,PHI,False,94.43,0.55,9.3,26.4,0.23,124.83,97.23,0.51,14.47,28.87,0.2,109.47,15.81,12.67,3.04,4.9
20231121,LAL,L,99,131,4,9,-1,UTA,False,100.43,0.58,18.77,32.87,0.24,118.93,100.23,0.45,11.73,24.13,0.13,99.87,15.04,13.79,5.18,3.62
20231121,IND,L,152,157,6,6,1,ATL,False,99.2,0.59,13.93,23.57,0.22,121.73,104.6,0.62,12.8,25.73,0.24,126.03,13.71,10.54,4.88,7.07
20231121,TOR,W,126,107,8,5,-1,ORL,False,100.63,0.51,14.57,23.57,0.3,107.9,100.13,0.57,12.37,19.53,0.21,116.67,8.9,14.69,5.88,5.68
20231120,CHO,L,118,121,11,2,3,BOS,False,95.3,0.51,12.53,25.93,0.25,112.87,99.67,0.58,9.77,18.57,0.22,122.0,13.57,11.99,2.46,2.6
20231120,LAC,L,99,124,3,10,-1,SAS,False,98.67,0.54,13.63,23.03,0.16,111.97,99.67,0.55,12.67,23.07,0.23,113.97,12.19,12.79,3.53,4.57
20231120,DET,W,107,103,9,4,1,DEN,False,93.1,0.54,9.9,21.7,0.21,115.7,98.77,0.5,8.17,24.8,0.23,115.9,12.97,9.51,2.6,7.4
20231120,SAC,W,129,93,6,7,-1,NOP,False,100.93,0.59,12.07,23.37,0.19,120.9,102.67,0.55,14.0,18.37,0.2,111.53,15.93,18.42,4.8,3.73
20231120,MIA,L,100,118,5,9,1,CHI,False,95.03,0.51,8.63,27.2,0.19,115.7,101.17,0.56,13.6,20.2,0.21,112.73,10.67,14.56,2.73,4.48
20231120,MIL,L,129,142,2,10,-3,WAS,False,101.8,0.52,11.67,15.4,0.2,107.33,104.03,0.53,10.17,16.33,0.22,113.43,10.75,18.15,3.55,4.98
20231120,HOU,W,121,116,6,8,2,GSW,False,97.2,0.49,14.03,27.2,0.21,108.77,98.87,0.49,12.37,18.43,0.23,102.83,11.59,10.89,6.19,2.57
20231120,MIN,L,100,117,8,5,-1,NYK,False,94.8,0.58,11.8,33.87,0.14,125.93,,,,,,,14.6,12.73,5.7,4.29
20231119,MEM,W,102,100,10,2,4,BOS,False,97.93,0.52,10.37,25.77,0.25,117.3,99.27,0.59,15.2,24.8,0.26,120.8,15.48,9.95,4.34,3.06
20231119,DAL,W,129,113,7,4,-1,SAC,False,102.0,0.65,11.97,19.2,0.18,126.8,100.1,0.58,11.6,32.67,0.23,127.63,14.67,13.59,3.16,4.65
20231119,BRK,W,121,99,9,3,4,PHI,False,99.13,0.54,12.27,23.8,0.3,120.73,97.5,0.54,10.57,22.77,0.22,117.6,16.77,12.1,1.99,8.18
20231119,LAL,L,104,105,6,4,4,HOU,False,98.53,0.54,11.63,28.23,0.12,114.03,100.23,0.45,11.73,24.13,0.13,99.87,11.18,14.47,2.92,4.85
20231119,DEN,W,121,109,6,6,-2,CLE,False,99.03,0.54,12.33,23.87,0.28,114.8,93.27,0.49,9.0,26.73,0.25,114.37,11.89,14.86,3.61,1.71
20231119,IND,W,128,116,7,5,-1,ORL,False,95.93,0.51,15.37,23.87,0.23,105.27,104.6,0.62,12.8,25.73,0.24,126.03,8.46,16.46,4.98,5.05
20231119,UTA,W,140,137,6,6,2,PHO,False,95.83,0.62,9.43,21.73,0.21,133.53,99.93,0.58,8.83,28.37,0.15,128.43,15.78,15.9,4.31,3.97
20231119,DET,W,142,113,5,7,1,TOR,False,98.4,0.51,13.1,30.6,0.19,111.2,98.77,0.5,8.17,24.8,0.23,115.9,14.81,9.73,4.65,7.22
20231119,POR,W,134,91,9,4,1,OKC,False,101.07,0.59,11.93,17.23,0.2,121.7,95.83,0.57,15.17,28.8,0.18,115.13,14.07,9.65,3.87,2.48
20231118,MIN,L,120,121,6,6,-3,NOP,False,103.63,0.6,12.07,22.03,0.16,119.03,,,,,,,13.54,13.02,6.5,3.93
20231118,MEM,L,108,120,3,9,-2,SAS,False,101.6,0.52,12.17,21.83,0.16,109.8,99.27,0.59,15.2,24.8,0.26,120.8,9.57,9.85,4.29,3.3
20231118,GSW,W,130,123,8,4,3,OKC,False,99.63,0.59,11.57,15.27,0.23,121.17,97.2,0.51,12.5,21.0,0.23,107.9,14.24,8.54,4.89,6.35
20231118,MIA,W,102,97,4,9,-1,CHI,False,95.93,0.5,7.83,24.93,0.2,114.3,101.17,0.56,13.6,20.2,0.21,112.73,12.69,15.61,3.77,5.82
20231118,MIL,L,125,132,9,3,-1,DAL,False,98.8,0.61,11.7,24.57,0.21,129.3,104.03,0.53,10.17,16.33,0.22,113.43,13.03,14.79,5.35,4.67
20231118,CHO,W,122,108,7,5,3,NYK,False,91.5,0.55,12.13,34.0,0.16,121.47,99.67,0.58,9.77,18.57,0.22,122.0,14.7,11.73,4.5,3.9
20231117,BOS,L,105,108,5,6,-1,TOR,False,98.3,0.47,11.83,31.4,0.21,107.57,98.1,0.55,12.23,18.5,0.15,110.23,12.12,15.59,5.92,4.31
20231117,LAC,L,100,106,6,3,-10,HOU,False,99.6,0.57,11.43,28.73,0.12,117.53,99.67,0.55,12.67,23.07,0.23,113.97,11.97,11.44,3.39,4.97
20231117,WAS,W,120,99,6,5,4,NYK,False,91.53,0.57,11.57,32.8,0.18,124.6,102.13,0.51,10.47,34.87,0.17,116.13,11.85,9.73,4.97,5.02
20231117,SAS,W,129,120,6,4,-1,SAC,False,96.57,0.61,12.47,24.57,0.15,122.23,102.27,0.58,11.43,26.27,0.26,125.93,18.79,8.27,2.72,3.66
20231117,DET,W,108,100,5,6,1,CLE,False,102.0,0.54,12.47,22.43,0.3,114.1,98.77,0.5,8.17,24.8,0.23,115.9,11.76,10.02,3.36,8.03
20231117,DEN,W,115,110,5,6,-2,NOP,False,102.23,0.57,14.23,25.5,0.23,115.87,93.27,0.49,9.0,26.73,0.25,114.37,13.38,15.23,5.18,2.16
20231117,UTA,W,131,128,5,6,1,PHO,False,95.9,0.58,12.57,26.9,0.2,124.5,99.93,0.58,8.83,28.37,0.15,128.43,14.24,14.4,3.98,3.75
20231117,MIL,L,99,130,3,7,-1,CHO,False,97.9,0.55,12.0,27.37,0.2,118.47,104.03,0.53,10.17,16.33,0.22,113.43,14.04,16.07,5.0,4.53
20231117,LAL,L,95,107,3,8,-3,POR,False,98.17,0.5,14.0,18.67,0.13,103.17,100.23,0.45,11.73,24.13,0.13,99.87,8.83,16.26,3.7,5.26
20231117,ATL,W,126,116,8,3,1,PHI,False,98.97,0.54,10.6,28.7,0.26,124.7,99.37,0.57,13.6,24.13,0.18,117.37,17.46,14.17,0.85,4.13
20231117,CHI,W,103,97,6,5,1,ORL,False,96.43,0.49,14.13,26.2,0.28,107.77,95.93,0.56,13.2,30.97,0.25,121.23,9.43,13.38,4.63,4.94
20231116,MIA,L,115,122,6,5,2,BRK,False,97.97,0.53,9.87,22.93,0.09,113.47,101.17,0.56,13.6,20.2,0.21,112.73,10.23,15.37,9.09,5.98
20231116,GSW,W,128,109,7,4,-2,OKC,False,99.93,0.55,12.47,12.87,0.19,110.83,97.2,0.51,12.5,21.0,0.23,107.9,14.27,6.13,3.37,4.59
20231115,ATL,W,116,114,5,5,1,NYK,False,92.1,0.56,7.83,29.57,0.2,127.37,99.37,0.57,13.6,24.13,0.18,117.37,11.93,14.27,3.12,3.52
20231115,LAL,W,125,110,5,4,1,SAC,False,92.53,0.56,11.53,22.0,0.16,114.53,100.23,0.45,11.73,24.13,0.13,99.87,17.57,15.53,3.8,5.21
20231115,MIN,W,133,115,4,6,3,PHO,False,97.87,0.53,14.73,33.77,0.25,117.17,,,,,,,15.38,13.51,3.85,3.81
20231115,CHI,W,96,94,5,5,1,ORL,False,98.97,0.52,14.7,31.4,0.28,112.73,95.93,0.56,13.2,30.97,0.25,121.23,10.75,11.66,4.73,3.8
20231115,BOS,L,107,117,8,2,6,PHI,False,101.2,0.53,10.43,28.57,0.33,124.4,98.1,0.55,12.23,18.5,0.15,110.23,18.61,10.87,0.6,3.26
20231115,DAL,L,117,130,2,8,3,WAS,False,101.63,0.53,11.13,18.3,0.2,112.4,99.13,0.55,13.0,35.2,0.21,121.63,9.11,8.95,5.66,5.43
20231115,CLE,L,95,109,3,7,-5,POR,False,98.67,0.54,14.93,18.67,0.16,106.67,102.0,0.51,14.47,26.27,0.22,109.4,11.84,11.93,1.97,4.02
20231115,MIL,L,112,128,5,5,1,TOR,False,101.4,0.5,11.33,27.1,0.17,108.87,104.03,0.53,10.17,16.33,0.22,113.43,11.45,7.47,3.41,4.76
20231114,SAS,W,123,87,6,4,2,OKC,False,98.4,0.54,11.9,18.47,0.24,114.23,102.27,0.58,11.43,26.27,0.26,125.93,15.69,9.75,2.44,4.02
20231114,BRK,L,104,124,5,4,-3,ORL,False,101.53,0.51,15.87,30.17,0.27,109.37,97.63,0.52,10.77,23.97,0.16,112.07,10.03,9.32,4.58,9.52
20231114,MIA,L,105,111,3,6,4,CHO,False,100.9,0.56,11.03,28.6,0.19,119.7,101.17,0.56,13.6,20.2,0.21,112.73,10.39,14.67,3.08,5.96
20231114,IND,L,126,132,8,1,8,PHI,False,98.73,0.51,9.93,32.63,0.24,120.63,104.6,0.62,12.8,25.73,0.24,126.03,16.17,15.25,1.49,5.96
20231114,DET,W,126,120,5,4,1,ATL,False,100.03,0.59,14.5,25.63,0.19,121.07,98.77,0.5,8.17,24.8,0.23,115.9,10.75,9.67,2.76,8.48
20231114,LAC,W,111,108,8,2,1,DEN,False,95.8,0.48,9.83,23.67,0.12,105.03,99.67,0.55,12.67,23.07,0.23,113.97,16.53,11.26,1.95,3.77
20231114,MIN,L,101,104,6,5,-3,GSW,False,95.97,0.48,11.3,28.87,0.19,110.1,,,,,,,7.11,14.67,4.36,4.07
20231114,MEM,W,134,107,5,5,1,LAL,False,99.83,0.56,13.93,20.87,0.14,110.37,99.27,0.59,15.2,24.8,0.26,120.8,14.2,11.55,4.91,3.88
20231114,UTA,L,99,115,3,6,1,POR,False,99.17,0.53,14.0,19.53,0.15,106.47,99.93,0.58,8.83,28.37,0.15,128.43,10.48,11.77,2.81,5.43
20231114,DAL,W,131,110,4,6,-5,NOP,False,102.27,0.51,15.3,22.93,0.23,106.03,99.13,0.55,13.0,35.2,0.21,121.63,12.73,14.17,4.53,4.82
20231113,WAS,W,111,107,4,5,2,TOR,False,99.57,0.54,11.27,29.0,0.16,117.5,102.13,0.5,13.87,38.13,0.22,111.6,11.97,7.93,3.01,4.94
20231113,CLE,W,132,120,4,4,1,SAC,False,93.3,0.48,12.73,24.8,0.17,102.53,102.0,0.51,14.47,26.27,0.22,109.4,13.65,14.55,4.44,4.09
20231113,MIL,L,109,118,4,6,-2,CHI,False,94.1,0.52,9.63,23.7,0.17,115.07,104.03,0.53,10.17,16.33,0.22,113.43,14.04,15.01,4.91,3.89
20231113,BOS,L,98,114,5,4,-1,NYK,False,94.63,0.57,9.67,34.1,0.19,128.97,98.1,0.55,12.23,18.5,0.15,110.23,11.03,13.95,6.24,4.27
20231112,MIA,L,113,118,3,6,-2,SAS,False,101.93,0.52,11.93,19.87,0.16,106.7,101.17,0.56,13.6,20.2,0.21,112.73,10.31,12.09,3.89,5.14
20231112,HOU,L,104,107,8,1,-1,DEN,False,98.97,0.49,11.93,19.63,0.12,102.9,99.27,0.61,8.0,17.93,0.18,126.93,17.4,12.85,2.67,5.14
20231112,IND,W,137,126,7,1,8,PHI,False,103.07,0.53,11.1,25.1,0.3,117.9,104.6,0.62,12.8,25.73,0.24,126.03,16.73,14.72,2.47,6.88
20231112,DAL,L,124,136,4,5,1,NOP,False,100.2,0.5,14.27,20.03,0.23,105.8,99.13,0.55,13.0,35.2,0.21,121.63,11.76,13.68,3.29,4.81
20231112,DET,W,119,108,3,6,-1,CHI,False,96.1,0.51,11.3,22.6,0.2,110.3,98.77,0.5,8.17,24.8,0.23,115.9,12.28,12.07,4.12,8.7
20231112,LAL,L,110,116,3,5,1,POR,False,98.13,0.49,12.83,24.2,0.22,105.6,100.0,0.47,12.37,25.17,0.15,103.13,11.71,12.03,1.34,2.75
20231112,CHO,W,129,107,4,4,-1,NYK,False,96.3,0.51,10.03,34.0,0.18,118.5,101.07,0.6,12.6,22.77,0.21,124.07,13.25,15.14,3.37,3.25
20231112,MIN,L,110,116,6,4,-1,GSW,False,96.6,0.52,12.17,25.27,0.16,113.0,,,,,,,10.23,13.29,5.25,3.9
20231112,MEM,L,101,105,3,5,-1,LAC,False,100.97,0.54,12.73,19.5,0.21,109.83,99.27,0.59,15.2,24.8,0.26,120.8,11.34,12.09,3.54,4.78
20231112,PHO,W,111,99,5,4,-2,OKC,False,101.63,0.54,12.67,21.73,0.24,115.33,97.7,0.54,12.13,21.37,0.21,113.23,14.65,14.34,3.9,3.31
20231112,BRK,L,94,102,2,6,-2,WAS,False,101.37,0.6,13.67,17.83,0.17,119.33,97.63,0.52,10.77,23.97,0.16,112.07,11.6,10.21,4.54,7.43
20231111,BOS,L,94,117,4,4,-2,TOR,False,99.97,0.57,14.97,30.07,0.17,116.83,98.1,0.55,12.23,18.5,0.15,110.23,15.13,14.19,2.6,4.51
20231111,MIA,L,109,117,5,3,1,ATL,False,101.1,0.56,11.57,22.83,0.23,120.27,101.17,0.56,13.6,20.2,0.21,112.73,13.76,11.07,4.34,4.67
20231111,GSW,W,118,110,3,5,1,CLE,False,99.8,0.54,11.3,26.13,0.22,114.93,96.6,0.53,8.87,16.73,0.25,111.57,14.69,10.78,4.01,4.8
20231111,MIL,W,112,97,4,4,-2,ORL,False,101.9,0.52,15.5,32.23,0.2,111.63,104.03,0.53,10.17,16.33,0.22,113.43,11.09,12.16,5.1,4.96
20231110,CHO,L,117,124,2,5,1,WAS,False,104.27,0.59,12.3,16.83,0.14,117.5,101.07,0.6,12.6,22.77,0.21,124.07,11.41,14.06,4.39,3.66
20231110,MIN,L,110,117,3,5,-1,SAS,False,102.2,0.49,15.3,19.1,0.17,97.8,,,,,,,11.06,13.16,4.28,4.89
20231110,LAL,L,119,122,4,4,-1,PHO,False,97.83,0.57,15.53,27.17,0.26,117.9,100.0,0.47,12.37,25.17,0.15,103.13,13.23,11.35,4.49,5.6
20231110,MEM,W,127,121,2,7,1,UTA,False,98.87,0.52,17.57,35.37,0.16,109.7,99.27,0.59,15.2,24.8,0.26,120.8,8.91,11.17,4.3,6.03
20231110,BRK,W,121,107,5,2,5,BOS,False,101.9,0.56,11.63,26.07,0.27,123.2,97.63,0.52,10.77,23.97,0.16,112.07,14.95,10.73,3.92,6.61
20231110,HOU,L,101,104,4,4,1,NOP,False,98.37,0.51,12.23,20.67,0.19,109.3,99.27,0.61,8.0,17.93,0.18,126.93,11.35,13.64,3.28,5.26
20231110,DET,W,114,106,6,1,2,PHI,False,102.4,0.55,13.53,29.37,0.22,118.07,98.77,0.5,8.17,24.8,0.23,115.9,15.67,12.29,2.9,6.78
20231110,SAC,L,98,105,5,3,-4,OKC,False,103.07,0.61,13.33,24.97,0.28,127.07,92.8,0.59,12.83,19.27,0.2,119.1,16.38,7.5,4.0,4.47
20231110,LAC,W,144,126,6,2,2,DAL,False,98.43,0.64,13.93,14.17,0.19,122.27,100.97,0.55,12.23,22.73,0.2,113.57,12.18,12.96,4.47,3.01
20231109,ATL,L,119,120,4,3,-1,ORL,False,102.5,0.52,15.2,26.6,0.21,109.7,101.43,0.56,16.17,26.37,0.17,111.5,11.49,13.75,4.86,5.95
20231109,MIL,W,126,124,5,3,-4,IND,False,101.23,0.62,8.8,17.53,0.17,126.87,104.03,0.53,10.17,16.33,0.22,113.43,13.67,9.25,7.4,4.96
20231108,SAC,L,118,121,3,4,-5,POR,False,100.07,0.48,12.77,24.6,0.25,104.57,92.8,0.59,12.83,19.27,0.2,119.1,13.0,6.94,2.48,3.48
20231108,BOS,W,106,103,5,1,-2,PHI,False,101.37,0.56,13.5,31.3,0.25,121.9,101.57,0.53,11.03,16.6,0.11,105.5,16.7,16.25,3.03,5.13
20231108,LAL,W,128,94,3,3,-1,HOU,False,99.07,0.55,12.1,33.03,0.14,117.17,100.0,0.47,12.37,25.17,0.15,103.13,15.38,13.28,5.18,4.71
20231108,CHO,W,132,116,1,5,1,WAS,False,104.03,0.57,13.63,15.8,0.14,109.6,101.07,0.6,12.6,22.77,0.21,124.07,12.65,13.66,3.91,4.74
20231108,CHI,W,116,115,3,4,2,PHO,False,99.4,0.6,15.4,22.8,0.23,119.17,96.6,0.56,13.27,26.73,0.26,118.33,11.81,12.24,5.11,4.27
20231108,SAS,W,126,105,3,4,3,NYK,False,96.23,0.45,12.77,34.5,0.2,105.8,102.5,0.61,12.83,25.27,0.18,125.33,10.25,12.48,3.82,6.28
20231108,IND,L,118,134,2,6,1,UTA,False,99.3,0.56,17.63,33.03,0.17,113.97,101.23,0.59,12.6,33.3,0.3,127.53,8.0,13.15,4.37,6.76
20231108,CLE,W,128,120,4,3,2,OKC,False,103.3,0.62,13.73,21.3,0.27,125.47,99.97,0.54,11.4,24.4,0.18,116.77,15.03,13.21,4.97,4.37
20231108,DAL,W,127,116,3,4,1,TOR,False,99.1,0.55,15.9,24.37,0.15,108.07,98.93,0.58,12.37,29.47,0.19,122.9,16.29,12.8,2.1,3.73
20231108,MIL,L,118,120,2,6,-6,DET,False,97.7,0.54,13.77,26.2,0.19,113.47,104.03,0.53,10.17,16.33,0.22,113.43,11.96,11.99,4.03,4.18
20231108,MIA,L,102,108,1,6,-1,MEM,False,101.27,0.64,13.8,26.63,0.15,126.43,101.17,0.56,13.6,20.2,0.21,112.73,11.1,13.87,4.27,5.72
20231108,LAC,W,100,93,3,4,-1,BRK,False,99.9,0.56,11.1,19.87,0.12,114.47,100.97,0.55,12.23,22.73,0.2,113.57,13.32,13.47,5.11,3.99
20231108,MIN,L,101,122,4,3,-1,NOP,False,96.83,0.56,11.23,19.93,0.25,119.03,,,,,,,9.73,11.94,4.84,4.42
20231108,GSW,W,108,105,7,1,1,DEN,False,99.53,0.53,13.77,20.2,0.1,106.07,96.6,0.53,8.87,16.73,0.25,111.57,17.65,11.45,2.73,3.33
20231106,ATL,W,126,117,3,3,-1,OKC,False,101.1,0.58,13.13,18.37,0.24,117.53,101.43,0.56,16.17,26.37,0.17,111.5,14.01,15.13,4.29,5.16
20231106,DEN,L,116,134,4,2,1,NOP,False,97.87,0.52,10.17,24.87,0.26,115.93,99.37,0.5,13.9,25.5,0.24,107.83,12.15,13.53,3.71,2.27
20231106,WAS,W,146,128,4,1,5,PHI,False,98.2,0.53,13.77,31.93,0.27,119.4,104.7,0.61,16.9,29.3,0.17,120.1,16.96,10.67,2.57,5.23
20231106,LAC,W,111,97,2,4,-3,NYK,False,96.8,0.45,11.2,29.3,0.22,104.37,100.97,0.55,12.23,22.73,0.2,113.57,10.55,15.67,3.63,4.43
20231106,HOU,L,97,122,2,3,-2,SAC,False,98.0,0.49,10.63,20.03,0.18,104.97,99.07,0.65,8.4,24.47,0.23,139.47,9.03,14.54,2.66,2.02
20231106,DAL,L,102,117,4,2,1,ORL,False,102.67,0.52,13.83,25.9,0.24,109.53,98.93,0.58,12.37,29.47,0.19,122.9,10.61,14.11,4.13,4.38
20231106,GSW,L,109,120,2,5,1,DET,False,96.1,0.54,13.43,25.2,0.21,113.97,96.6,0.53,8.87,16.73,0.25,111.57,9.42,12.53,4.02,4.64
20231106,MIL,L,125,129,3,3,-1,BRK,False,100.6,0.58,12.83,20.2,0.18,116.2,104.03,0.53,10.17,16.33,0.22,113.43,11.63,11.25,5.55,4.45
20231106,CHI,L,113,130,2,5,-1,UTA,False,99.17,0.53,14.77,30.57,0.14,110.37,96.6,0.56,13.27,26.73,0.26,118.33,10.68,10.97,4.15,3.75
20231106,MIN,L,109,114,5,0,1,BOS,False,101.5,0.6,11.07,29.4,0.23,130.37,,,,,,,16.07,12.64,4.94,4.24
20231106,MIA,L,107,108,3,3,3,LAL,False,99.1,0.52,12.57,25.9,0.19,110.83,101.17,0.56,13.6,20.2,0.21,112.73,16.12,12.49,1.91,6.21
20231106,IND,L,111,152,3,3,2,SAS,False,100.63,0.52,17.03,20.5,0.16,100.47,101.23,0.59,12.6,33.3,0.3,127.53,13.55,11.37,6.3,6.21
20231105,GSW,W,115,104,2,4,-2,CLE,False,99.77,0.54,9.8,24.73,0.2,114.97,96.6,0.53,8.87,16.73,0.25,111.57,11.81,12.84,5.46,6.2
20231105,TOR,L,116,123,3,2,-10,SAS,False,103.77,0.53,17.63,20.37,0.18,101.6,98.63,0.45,12.0,23.6,0.26,101.33,8.84,14.11,7.26,2.13
20231105,MEM,L,100,112,3,3,3,POR,False,98.73,0.49,13.7,24.33,0.26,105.67,101.27,0.6,14.83,21.53,0.18,118.33,13.47,11.81,3.04,3.8
20231105,DET,W,120,106,2,4,2,PHO,False,99.63,0.61,13.67,16.5,0.23,120.87,95.93,0.53,10.3,21.93,0.26,116.97,11.7,10.27,5.06,6.07
20231105,DAL,L,118,124,2,3,2,CHO,False,101.8,0.52,13.43,28.73,0.25,112.83,98.93,0.58,12.37,29.47,0.19,122.9,13.33,14.49,5.36,4.23
20231104,DEN,L,101,123,2,4,1,CHI,False,94.93,0.5,10.33,24.83,0.18,112.03,99.37,0.5,13.9,25.5,0.24,107.83,11.69,13.22,4.54,2.79
20231104,LAL,W,120,101,3,2,-1,ORL,False,102.3,0.5,12.8,21.13,0.23,104.2,99.1,0.44,10.43,26.53,0.16,101.57,8.33,15.17,4.68,3.38
20231104,BRK,W,124,114,4,0,-1,BOS,False,98.9,0.56,12.7,28.87,0.18,119.37,100.43,0.53,11.2,20.77,0.15,110.6,14.5,12.23,4.53,7.35
20231104,ATL,L,105,123,4,1,3,NOP,False,99.83,0.5,9.8,25.93,0.25,112.67,101.43,0.56,16.17,26.37,0.17,111.5,16.67,14.84,4.86,5.36
20231104,IND,W,125,124,1,3,1,CHO,False,102.57,0.49,15.13,25.7,0.27,105.53,101.23,0.59,12.6,33.3,0.3,127.53,12.53,10.91,6.53,6.56
20231104,MIN,L,95,123,2,4,-3,UTA,False,100.07,0.56,13.5,31.53,0.16,118.1,,,,,,,12.17,11.87,4.68,3.72
20231104,HOU,L,89,107,2,2,2,SAC,False,101.57,0.51,10.97,22.73,0.19,109.73,99.07,0.65,8.4,24.47,0.23,139.47,9.79,14.01,2.21,2.25
20231104,PHO,W,112,100,3,1,-2,PHI,False,97.43,0.54,12.07,28.13,0.29,121.03,99.8,0.55,11.4,24.47,0.14,117.23,18.11,13.57,2.41,5.43
20231103,MIA,L,114,121,1,3,1,WAS,False,104.5,0.53,11.0,19.2,0.16,108.73,101.17,0.56,13.6,20.2,0.21,112.73,12.45,11.46,4.33,4.62
20231103,GSW,L,139,141,3,2,-3,OKC,False,101.3,0.53,12.93,15.4,0.21,107.47,96.6,0.53,8.87,16.73,0.25,111.57,10.27,11.29,3.65,4.95
20231103,CHI,W,109,107,2,2,-1,BRK,False,102.37,0.59,14.2,21.63,0.2,117.83,95.6,0.55,14.57,32.27,0.22,117.93,12.9,11.05,6.72,4.28
20231103,MEM,W,115,113,2,3,-1,POR,False,98.83,0.52,15.07,26.27,0.2,107.9,101.27,0.6,14.83,21.53,0.18,118.33,11.66,12.29,3.1,3.15
20231103,IND,L,116,121,2,3,-2,CLE,False,95.13,0.52,9.3,32.03,0.2,117.8,101.23,0.59,12.6,33.3,0.3,127.53,13.97,10.22,5.58,6.62
20231103,MIL,L,105,110,2,3,-1,NYK,False,98.5,0.49,12.6,27.13,0.22,109.37,104.03,0.53,10.17,16.33,0.22,113.43,6.68,10.56,3.47,4.19
20231103,DEN,L,114,125,4,0,-3,DAL,False,98.83,0.67,13.53,10.27,0.19,126.2,99.37,0.5,13.9,25.5,0.24,107.83,15.12,11.64,5.85,3.48
20231102,DET,W,125,116,3,1,1,NOP,False,100.53,0.48,10.1,22.3,0.14,102.1,95.93,0.53,10.3,21.93,0.26,116.97,8.37,10.72,4.07,5.24
20231102,TOR,W,114,99,2,1,1,PHI,False,98.9,0.58,12.73,20.93,0.29,120.37,98.63,0.45,12.0,23.6,0.26,101.33,18.4,14.41,2.76,2.55
20231102,UTA,W,115,113,2,2,-3,ORL,False,98.93,0.5,12.37,21.67,0.21,103.5,100.57,0.56,13.43,20.2,0.21,112.03,8.95,9.45,5.21,4.33
20231102,SAS,L,121,132,2,2,-1,PHO,False,100.83,0.56,16.17,19.57,0.22,111.0,103.77,0.57,12.63,25.07,0.14,115.37,13.85,10.16,6.63,6.57
20231101,MIA,W,109,105,1,2,1,BRK,False,100.93,0.6,14.1,26.4,0.2,120.73,101.17,0.56,13.6,20.2,0.21,112.73,14.27,12.17,8.28,3.95
20231101,DAL,L,105,114,2,2,1,CHI,False,95.23,0.49,9.93,19.37,0.19,106.67,98.83,0.53,10.87,25.6,0.21,115.87,10.33,12.71,4.22,5.3
20231101,GSW,L,101,102,2,1,-1,SAC,False,103.87,0.54,9.8,21.3,0.18,116.83,96.6,0.53,8.87,16.73,0.25,111.57,10.1,12.37,2.85,6.63
20231101,MIL,W,130,111,1,3,1,TOR,False,98.93,0.5,14.7,23.0,0.17,99.63,104.03,0.53,10.17,16.33,0.22,113.43,11.59,12.73,2.87,4.1
20231101,DET,W,110,101,1,3,2,POR,False,100.73,0.5,13.93,23.93,0.15,103.33,95.93,0.53,10.3,21.93,0.26,116.97,7.75,8.37,4.73,6.16
20231101,MEM,W,133,109,1,3,-1,UTA,False,99.8,0.52,10.8,27.83,0.11,113.37,101.27,0.6,14.83,21.53,0.18,118.33,10.18,12.98,3.9,4.56
20231101,LAL,L,125,130,3,1,1,LAC,False,102.37,0.61,14.2,15.03,0.25,117.23,99.1,0.44,10.43,26.53,0.16,101.57,13.27,13.01,3.93,2.49
20231101,HOU,L,119,128,1,2,-4,CHO,False,104.07,0.47,15.4,20.53,0.28,100.7,99.07,0.65,8.4,24.47,0.23,139.47,12.7,10.46,7.13,2.3
20231101,MIN,L,89,110,4,0,1,DEN,False,98.67,0.54,13.77,20.7,0.13,108.57,,,,,,,13.35,12.31,4.0,3.81
