Date,Opponent,Resultado,Tm,Opp,W,L,Streak,Team,Is_Playoffs,Previous_Team_Pace,Previous_Team_eFG%,Previous_Team_TOV%,Previous_Team_ORB%,Previous_Team_FT/FGA,Previous_Team_ORtg,Previous_Opponent_Pace,Previous_Opponent_eFG%,Previous_Opponent_TOV%,Previous_Opponent_ORB%,Previous_Opponent_FT/FGA,Previous_Opponent_ORtg,GmSc_Starters_Team,GmSc_Starters_Opp,GmSc_Bench_Team,GmSc_Bench_Opp
20211213,MIL,W,117,103,13,14,2,BOS,False,99.43,0.49,13.73,25.17,0.25,106.27,99.7,0.54,14.7,25.0,0.15,113.4,9.76,14.87,3.4,3.64
20211213,DEN,L,107,113,15,12,0,WAS,False,93.27,0.55,12.07,20.77,0.22,114.13,92.63,0.61,14.67,24.47,0.12,118.27,9.02,13.19,4.68,3.0
20211213,MIA,W,105,94,16,12,3,CLE,False,99.17,0.58,15.2,18.07,0.24,113.77,99.87,0.51,14.33,31.07,0.21,113.97,14.09,10.58,3.62,4.04
20211213,DAL,L,96,120,15,13,0,CHO,False,101.77,0.59,10.7,17.97,0.22,122.67,94.37,0.51,14.9,28.33,0.16,106.07,14.42,7.94,8.35,4.0
20211213,IND,W,102,100,21,5,0,GSW,False,99.3,0.56,14.63,30.33,0.24,116.87,96.63,0.56,12.77,23.43,0.19,114.57,12.71,16.54,2.56,2.49
20211213,LAC,L,95,111,21,4,0,PHO,False,99.83,0.49,13.03,27.13,0.19,105.37,98.67,0.54,10.27,27.73,0.1,114.37,10.86,9.99,6.07,5.71
20211213,TOR,L,101,124,11,16,-2,SAC,False,102.9,0.5,13.5,28.57,0.17,107.27,92.87,0.45,12.77,27.53,0.23,100.9,11.36,12.77,6.6,1.71
20211213,HOU,L,126,132,13,13,0,ATL,False,98.0,0.55,11.07,27.17,0.18,120.2,99.6,0.6,10.8,24.63,0.24,124.33,14.87,11.84,4.08,6.36
20211213,MEM,L,91,126,15,12,0,PHI,False,95.33,0.52,13.47,16.9,0.26,107.73,96.1,0.55,15.27,30.57,0.2,116.1,6.14,10.84,7.3,5.18
20211212,DAL,L,84,103,8,17,0,OKC,False,97.27,0.52,12.1,22.33,0.19,109.27,94.37,0.51,14.9,28.33,0.16,106.07,11.14,8.69,4.18,2.62
20211212,MIN,L,111,116,11,15,0,POR,False,99.0,0.49,13.27,18.57,0.24,101.4,,,,,,,10.39,11.65,4.18,3.65
20211212,SAS,L,97,112,8,20,0,NOP,False,95.13,0.52,13.83,34.0,0.15,112.43,98.63,0.55,10.23,19.97,0.14,116.5,13.39,9.91,3.49,6.0
20211212,DET,W,116,104,18,8,4,BRK,False,95.93,0.48,9.6,27.17,0.16,108.8,100.77,0.54,12.87,19.0,0.18,109.5,9.77,8.07,5.2,3.31
20211212,LAL,L,94,106,5,22,0,ORL,False,97.77,0.53,14.27,23.63,0.23,112.6,99.6,0.52,12.83,25.43,0.14,108.47,12.34,11.75,4.0,5.33
20211212,MIL,L,97,112,12,14,-1,NYK,False,92.83,0.49,12.0,29.73,0.23,111.13,99.7,0.54,14.7,25.0,0.15,113.4,6.53,14.03,3.58,4.26
20211211,CLE,L,103,117,11,15,0,SAC,False,100.77,0.55,12.43,27.33,0.18,116.37,99.17,0.48,13.1,19.33,0.19,101.53,12.85,12.87,7.33,3.64
20211211,WAS,W,123,98,18,7,0,UTA,False,99.37,0.66,15.67,25.3,0.16,127.87,93.27,0.56,14.4,29.8,0.28,120.47,13.89,9.41,4.2,3.09
20211211,LAC,L,104,106,5,21,0,ORL,False,101.63,0.55,15.97,24.63,0.21,112.07,98.67,0.54,10.27,27.73,0.1,114.37,12.83,9.02,3.81,4.83
20211211,DEN,L,112,127,9,15,1,SAS,False,95.77,0.58,10.93,30.87,0.16,122.2,92.63,0.61,14.67,24.47,0.12,118.27,12.53,12.25,4.64,2.5
20211211,MEM,L,106,113,8,17,-12,HOU,False,103.93,0.54,16.4,25.37,0.13,107.03,96.1,0.55,15.27,30.57,0.2,116.1,9.3,9.92,5.62,4.69
20211211,MIA,L,92,118,17,9,-1,CHI,False,97.67,0.51,15.47,24.97,0.18,104.1,99.87,0.51,14.33,31.07,0.21,113.97,11.94,6.9,2.04,4.48
20211211,GSW,W,102,93,14,12,-1,PHI,False,95.77,0.55,13.57,19.6,0.24,111.8,99.3,0.49,17.93,30.67,0.23,103.03,12.77,12.11,4.01,4.17
20211210,CHO,L,123,124,11,14,2,SAC,False,101.47,0.53,14.77,19.97,0.21,105.27,101.77,0.63,11.1,22.13,0.2,128.83,12.68,13.57,6.96,4.62
20211210,IND,L,93,106,12,12,0,DAL,False,95.2,0.49,14.6,25.6,0.21,103.67,96.63,0.56,12.77,23.43,0.19,114.57,10.73,16.13,3.97,2.21
20211210,LAL,L,95,116,8,16,1,OKC,False,97.17,0.5,14.13,16.27,0.24,103.8,99.6,0.52,12.83,25.43,0.14,108.47,11.17,9.79,4.74,5.86
20211210,TOR,L,87,90,12,13,-1,NYK,False,92.37,0.5,10.7,31.07,0.21,116.17,92.87,0.45,12.77,27.53,0.23,100.9,10.03,11.75,4.26,2.9
20211210,MIL,L,114,123,8,16,0,HOU,False,105.73,0.5,19.47,24.63,0.15,95.73,99.7,0.54,14.7,25.0,0.15,113.4,11.84,14.21,5.72,4.19
20211210,DET,W,109,93,7,20,0,NOP,False,94.67,0.51,12.27,31.8,0.17,112.3,100.77,0.54,12.87,19.0,0.18,109.5,12.5,11.74,4.42,3.88
20211210,BRK,L,105,113,13,12,-1,ATL,False,96.67,0.6,11.07,22.03,0.15,124.8,95.93,0.52,8.43,19.07,0.22,112.53,12.81,12.04,6.19,5.02
20211210,MIN,W,123,106,14,12,0,CLE,False,97.4,0.59,16.3,17.87,0.23,112.87,,,,,,,12.55,11.68,3.61,3.61
20211210,BOS,W,111,90,20,4,0,PHO,False,99.73,0.52,14.3,22.47,0.22,106.47,99.43,0.57,13.43,26.3,0.22,118.83,9.45,14.28,6.33,4.41
20211209,UTA,L,96,118,14,11,-5,PHI,False,94.3,0.57,13.5,19.6,0.24,114.1,99.37,0.54,10.57,20.67,0.16,114.97,12.4,16.55,4.9,3.53
20211209,DEN,W,123,111,8,15,-1,SAS,False,94.9,0.53,10.2,25.43,0.15,114.0,92.63,0.61,14.67,24.47,0.12,118.27,11.97,13.81,4.86,3.1
20211209,MEM,L,95,108,13,12,1,LAL,False,100.27,0.5,16.1,20.67,0.14,97.53,96.1,0.55,15.27,30.57,0.2,116.1,12.98,11.53,6.38,2.55
20211208,GSW,L,94,104,11,14,-2,POR,False,99.43,0.47,13.9,18.6,0.21,97.33,99.3,0.49,17.93,30.67,0.23,103.03,8.59,11.79,2.54,6.43
20211208,HOU,L,104,114,17,7,0,BRK,False,97.6,0.51,10.97,22.97,0.2,109.03,105.73,0.55,11.7,21.67,0.14,110.2,9.35,12.18,3.01,5.65
20211208,DEN,L,114,120,7,19,0,NOP,False,93.47,0.49,10.1,36.03,0.19,115.03,92.63,0.61,14.67,24.47,0.12,118.27,10.79,12.49,5.12,3.08
20211208,MIN,W,136,104,16,7,0,UTA,False,97.1,0.62,15.27,27.0,0.19,124.77,,,,,,,16.03,11.96,3.1,3.56
20211208,SAC,L,130,142,5,20,0,ORL,False,101.97,0.55,16.6,13.8,0.21,104.4,101.47,0.51,12.97,26.07,0.16,108.9,11.64,12.82,4.24,4.66
20211208,IND,L,102,122,12,12,1,NYK,False,93.37,0.53,12.1,32.0,0.22,119.5,96.63,0.56,12.77,23.43,0.19,114.57,10.66,14.52,5.29,2.4
20211208,MIL,W,113,104,14,11,-1,MIA,False,102.17,0.55,14.1,17.97,0.23,110.6,99.7,0.54,14.7,25.0,0.15,113.4,8.97,15.19,5.67,4.35
20211208,DET,W,119,116,14,11,0,WAS,False,95.2,0.55,11.33,22.07,0.19,114.23,100.77,0.54,12.87,19.0,0.18,109.5,8.47,11.49,5.21,2.08
20211208,MEM,W,104,96,11,12,-2,DAL,False,92.87,0.46,11.93,23.17,0.2,101.63,96.1,0.55,15.27,30.57,0.2,116.1,10.05,13.13,4.26,5.35
20211208,CLE,L,92,115,17,8,0,CHI,False,100.57,0.53,14.1,23.0,0.16,108.1,97.4,0.5,12.33,17.47,0.13,99.97,12.91,13.01,2.65,4.1
20211208,LAC,L,111,114,13,12,0,BOS,False,99.43,0.47,11.57,21.77,0.24,105.3,98.67,0.54,10.27,27.73,0.1,114.37,15.73,8.36,4.41,6.16
20211208,CHO,W,110,106,13,11,2,PHI,False,93.37,0.52,10.37,17.3,0.18,107.03,101.77,0.63,11.1,22.13,0.2,128.83,11.23,14.01,5.59,3.23
20211208,TOR,W,110,109,7,16,0,OKC,False,97.3,0.49,13.67,18.37,0.26,103.63,92.87,0.45,12.77,27.53,0.23,100.9,10.65,10.15,4.52,3.27
20211207,SAS,W,121,109,11,12,0,NYK,False,93.6,0.53,12.2,28.47,0.19,115.3,94.9,0.48,9.43,23.5,0.12,103.37,11.17,12.9,4.45,3.77
20211207,DAL,W,102,99,16,7,0,BRK,False,101.37,0.5,9.97,21.43,0.22,109.83,92.87,0.53,17.53,25.13,0.21,103.57,13.82,9.31,4.17,4.69
20211207,LAL,L,102,117,13,11,1,BOS,False,99.7,0.5,11.47,27.1,0.27,114.33,100.27,0.51,12.8,23.53,0.19,107.07,15.59,13.27,4.4,4.71
20211206,DET,W,114,103,6,16,0,OKC,False,99.37,0.44,14.1,16.03,0.24,93.4,100.77,0.54,12.87,19.0,0.18,109.5,8.44,10.65,4.5,3.73
20211206,MIN,W,121,110,12,12,0,ATL,False,97.97,0.62,11.07,22.47,0.15,126.83,,,,,,,12.83,9.65,5.56,3.48
20211206,SAS,W,108,104,19,4,13,PHO,False,97.53,0.54,13.67,17.9,0.2,107.5,94.9,0.48,9.43,23.5,0.12,103.37,11.3,14.05,5.14,3.42
20211206,MIA,W,105,90,13,10,-1,MEM,False,96.97,0.48,13.33,24.7,0.26,107.2,102.17,0.5,13.33,25.93,0.2,108.87,12.06,9.47,5.04,6.31
20211206,IND,L,110,116,14,10,2,WAS,False,96.63,0.57,12.23,20.8,0.21,115.93,96.63,0.56,12.77,23.43,0.19,114.57,8.6,12.58,5.87,1.91
20211206,LAC,L,90,102,11,13,-1,POR,False,99.77,0.48,11.43,19.23,0.2,103.7,98.67,0.54,10.27,27.73,0.1,114.37,7.53,11.39,3.45,5.73
20211206,CHO,W,127,124,12,11,0,PHI,False,92.33,0.48,10.2,17.37,0.21,102.7,101.77,0.63,11.1,22.13,0.2,128.83,10.38,12.66,4.49,2.07
20211206,MIL,L,104,112,13,11,0,CLE,False,93.9,0.6,19.47,23.7,0.2,111.33,99.7,0.54,14.7,25.0,0.15,113.4,13.53,15.45,5.28,4.51
20211206,DEN,W,109,97,16,8,1,CHI,False,99.67,0.49,13.77,17.8,0.14,98.0,92.63,0.61,14.67,24.47,0.12,118.27,12.46,12.68,1.88,5.19
20211206,GSW,L,95,126,5,19,0,ORL,False,101.17,0.53,13.17,14.97,0.18,105.43,99.3,0.49,17.93,30.67,0.23,103.03,12.92,9.33,4.1,5.15
20211205,CHO,L,127,130,12,11,4,ATL,False,97.0,0.62,11.67,21.37,0.16,123.93,101.77,0.63,11.1,22.13,0.2,128.83,11.17,9.48,2.89,3.8
20211205,CLE,W,109,108,15,7,0,UTA,False,98.43,0.6,15.17,24.9,0.23,121.83,93.9,0.51,11.1,15.7,0.09,101.3,14.72,13.78,4.96,4.42
20211205,HOU,L,108,118,7,18,0,NOP,False,94.27,0.53,10.17,32.03,0.18,119.4,105.73,0.55,11.7,21.67,0.14,110.2,12.52,11.23,4.56,4.23
20211205,WAS,W,102,90,10,13,5,TOR,False,94.93,0.47,12.87,27.17,0.12,100.3,96.63,0.53,10.67,25.77,0.21,116.23,11.67,9.07,2.4,5.09
20211204,LAC,W,104,99,9,14,1,SAC,False,102.37,0.49,12.0,18.57,0.22,103.47,98.67,0.54,10.27,27.73,0.1,114.37,12.29,10.41,4.11,6.89
20211204,CHI,L,107,111,16,6,-1,BRK,False,100.23,0.53,11.83,18.13,0.28,111.77,99.67,0.54,13.4,20.83,0.2,111.73,14.72,16.55,3.09,2.2
20211204,MIL,L,102,124,14,9,1,MIA,False,104.25,0.58,14.3,17.4,0.24,113.85,99.7,0.54,14.7,25.0,0.15,113.4,8.68,10.49,5.32,2.12
20211204,GSW,W,112,107,7,13,0,SAS,False,95.4,0.51,9.93,27.1,0.12,111.43,99.3,0.49,17.93,30.67,0.23,103.03,13.95,9.9,3.25,4.8
20211204,DEN,L,99,113,11,11,0,NYK,False,94.87,0.54,12.07,23.47,0.19,113.77,92.63,0.61,14.67,24.47,0.12,118.27,11.17,13.95,4.76,3.58
20211204,MEM,L,90,97,11,10,0,DAL,False,90.97,0.51,10.5,22.07,0.18,111.07,96.97,0.6,13.3,34.9,0.2,128.3,6.03,11.52,3.45,7.11
20211204,BOS,L,117,145,11,12,0,POR,False,98.13,0.48,11.57,20.77,0.15,102.2,99.7,0.52,11.43,16.0,0.23,107.8,9.33,10.28,2.6,2.66
20211203,DAL,W,107,91,6,18,-1,NOP,False,94.97,0.53,11.47,33.1,0.16,117.93,90.97,0.52,14.4,23.93,0.2,107.03,10.29,9.29,4.74,4.86
20211203,CLE,L,101,116,14,8,3,WAS,False,97.93,0.54,13.73,31.77,0.22,115.27,93.9,0.51,11.1,15.7,0.09,101.3,12.99,13.68,4.88,3.26
20211203,BOS,W,137,130,14,7,0,UTA,False,97.53,0.54,12.97,21.27,0.2,110.4,99.7,0.52,11.43,16.0,0.23,107.8,11.29,8.57,5.32,3.31
20211203,ATL,W,98,96,11,11,2,PHI,False,95.47,0.46,12.83,18.53,0.24,98.73,97.0,0.5,9.77,24.5,0.13,108.7,10.23,14.37,5.61,2.73
20211203,LAL,W,119,115,11,11,0,LAC,False,100.07,0.57,11.97,22.07,0.11,116.1,100.27,0.51,12.8,23.53,0.19,107.07,6.79,16.43,6.49,4.12
20211203,GSW,L,96,118,19,3,17,PHO,False,97.67,0.57,12.73,19.4,0.16,112.93,99.3,0.49,17.93,30.67,0.23,103.03,11.11,11.85,5.22,4.73
20211203,MIN,W,110,105,15,6,0,BRK,False,100.5,0.5,10.3,17.13,0.22,107.87,,,,,,,15.94,10.15,3.78,4.48
20211203,HOU,L,116,118,5,18,0,ORL,False,99.77,0.49,10.67,11.63,0.16,98.8,105.73,0.55,11.7,21.67,0.14,110.2,12.05,14.7,3.8,3.58
20211203,MIA,L,104,113,9,15,1,IND,False,99.03,0.46,10.9,21.7,0.17,102.03,104.25,0.48,14.2,19.5,0.21,100.0,8.63,7.87,3.83,5.51
20211202,MIL,W,97,93,9,13,0,TOR,False,96.13,0.45,11.9,25.13,0.14,98.93,99.7,0.54,14.7,25.0,0.15,113.4,11.55,12.34,1.91,5.55
20211202,DET,W,114,103,18,3,0,PHO,False,99.47,0.55,12.33,21.83,0.17,112.8,100.77,0.54,12.87,19.0,0.18,109.5,11.0,7.89,4.66,4.57
20211202,CHI,L,115,119,11,10,-1,NYK,False,94.37,0.5,11.23,25.3,0.17,108.17,99.67,0.54,13.4,20.83,0.2,111.73,9.69,13.59,3.35,4.08
20211202,SAS,L,83,114,11,11,0,POR,False,96.83,0.51,9.13,20.73,0.16,110.2,95.4,0.5,8.9,22.57,0.15,108.6,12.15,13.02,2.62,4.65
20211202,MEM,L,79,152,6,15,0,OKC,False,99.23,0.46,10.83,17.3,0.21,100.5,96.97,0.6,13.3,34.9,0.2,128.3,6.51,8.99,4.68,5.52
20211201,DAL,L,107,139,6,17,-7,NOP,False,96.57,0.52,11.0,25.1,0.15,112.97,90.97,0.52,14.4,23.93,0.2,107.03,9.8,9.54,4.86,4.71
20211201,MIL,L,125,127,13,10,0,CHO,False,100.03,0.61,10.53,21.7,0.2,127.23,99.7,0.54,14.7,25.0,0.15,113.4,15.95,14.93,6.05,3.41
20211201,HOU,L,110,114,6,14,-6,OKC,False,99.33,0.47,11.07,12.7,0.18,98.37,105.73,0.55,11.7,21.67,0.14,110.2,8.53,13.85,2.66,4.35
20211201,DEN,W,108,103,4,18,0,ORL,False,99.47,0.44,11.07,14.3,0.19,92.5,92.63,0.61,14.67,24.47,0.12,118.27,12.55,15.33,3.17,4.26
20211201,BOS,L,87,88,11,10,0,PHI,False,95.1,0.48,12.8,20.67,0.27,104.53,99.7,0.52,11.43,16.0,0.23,107.8,14.11,9.78,4.47,4.06
20211201,MIA,W,111,85,11,10,0,CLE,False,95.4,0.56,18.93,22.2,0.12,104.9,104.25,0.48,14.2,19.5,0.21,100.0,12.95,8.74,2.4,4.37
20211201,LAC,W,124,115,8,14,0,SAC,False,100.83,0.46,11.73,21.8,0.21,99.67,100.07,0.51,10.87,28.93,0.1,110.6,11.75,7.27,4.4,3.13
20211201,IND,W,114,111,11,10,0,ATL,False,96.0,0.61,12.03,20.97,0.19,123.77,99.03,0.52,11.77,21.47,0.23,111.23,14.12,11.09,2.57,2.91
20211201,MIN,W,115,107,13,8,0,WAS,False,96.0,0.54,16.03,28.73,0.26,113.4,,,,,,,13.57,13.15,3.36,2.95
20211130,LAL,L,92,117,8,13,2,SAC,False,99.3,0.47,8.07,21.07,0.19,105.6,100.27,0.51,12.8,23.53,0.19,107.07,9.85,11.95,6.95,3.6
20211130,GSW,W,104,96,17,3,0,PHO,False,101.0,0.56,12.73,24.1,0.2,114.8,99.3,0.49,17.93,30.67,0.23,103.03,13.58,13.55,3.53,4.35
20211130,MEM,L,91,98,9,12,1,TOR,False,94.87,0.5,9.7,26.5,0.18,112.53,96.97,0.6,13.3,34.9,0.2,128.3,12.13,8.27,1.93,5.85
20211130,DET,W,110,92,10,11,0,POR,False,97.13,0.52,10.1,24.13,0.19,113.5,100.77,0.54,12.87,19.0,0.18,109.5,9.33,6.71,1.92,5.32
20211130,BRK,L,110,112,11,9,0,NYK,False,96.6,0.49,13.03,22.07,0.2,104.2,100.5,0.51,14.77,25.47,0.25,108.7,9.57,16.27,3.53,3.78
20211129,MIA,W,120,111,9,10,2,DEN,False,94.03,0.52,8.73,23.03,0.17,114.47,104.25,0.48,14.2,19.5,0.21,100.0,14.55,7.48,3.2,3.49
20211129,HOU,L,89,102,6,13,1,OKC,False,95.37,0.49,10.1,20.53,0.15,106.33,105.73,0.55,11.7,21.67,0.14,110.2,9.73,10.37,3.61,5.72
20211129,MIN,L,98,100,9,13,0,IND,False,99.73,0.49,12.23,24.53,0.16,104.93,,,,,,,10.45,11.19,3.11,4.2
20211129,CHI,L,119,133,13,9,0,CHO,False,100.6,0.62,12.83,23.2,0.22,127.2,99.67,0.54,13.4,20.83,0.2,111.73,12.43,11.66,6.56,4.45
20211129,UTA,L,107,129,10,10,0,POR,False,96.83,0.54,10.13,25.17,0.2,118.2,97.53,0.53,11.93,32.47,0.18,116.53,10.9,11.22,3.83,3.38
20211129,DAL,W,114,96,10,10,0,CLE,False,93.67,0.52,17.23,28.17,0.12,102.43,90.97,0.52,14.4,23.93,0.2,107.03,13.57,10.75,3.21,5.08
20211129,WAS,W,116,99,5,13,0,SAS,False,95.33,0.47,10.7,23.43,0.14,102.03,96.0,0.53,9.7,19.87,0.18,112.17,11.39,11.5,3.29,3.68
20211129,PHI,L,96,101,4,17,0,ORL,False,98.63,0.45,11.87,16.17,0.17,94.33,95.1,0.55,15.0,20.27,0.2,108.53,10.61,14.18,2.44,5.24
20211129,LAC,W,123,104,5,17,1,NOP,False,100.73,0.49,11.6,23.83,0.2,108.93,100.07,0.51,10.87,28.93,0.1,110.6,8.99,9.04,5.0,3.5
20211128,MIL,L,100,118,9,12,-1,IND,False,99.07,0.48,12.73,24.6,0.17,103.03,99.7,0.54,14.7,25.0,0.15,113.4,12.93,14.14,5.0,3.6
20211128,LAL,L,106,110,4,15,-2,DET,False,98.03,0.43,11.73,19.47,0.18,95.67,100.27,0.51,12.8,23.53,0.19,107.07,5.36,14.49,5.19,5.19
20211128,LAC,W,105,90,17,2,2,GSW,False,99.37,0.55,16.07,26.67,0.23,112.2,100.07,0.51,10.87,28.93,0.1,110.6,15.37,9.81,4.81,4.52
20211128,MEM,L,101,128,8,12,0,SAC,False,95.8,0.48,10.4,22.2,0.16,104.9,96.97,0.6,13.3,34.9,0.2,128.3,8.41,8.87,6.0,4.89
20211128,BOS,L,97,109,9,11,-3,TOR,False,94.97,0.51,9.5,28.53,0.16,114.8,99.7,0.52,11.43,16.0,0.23,107.8,11.81,9.85,2.82,3.02
20211127,UTA,L,105,127,5,16,2,NOP,False,100.33,0.49,13.77,25.73,0.2,106.33,97.53,0.53,11.93,32.47,0.18,116.53,9.53,12.05,5.51,2.41
20211127,DAL,W,120,114,12,7,0,WAS,False,94.63,0.53,17.0,25.93,0.19,106.9,90.97,0.52,14.4,23.93,0.2,107.03,8.41,12.85,4.48,2.66
20211127,BRK,W,113,107,16,3,0,PHO,False,100.13,0.58,12.83,24.8,0.22,120.2,100.5,0.51,14.77,25.47,0.25,108.7,12.83,16.2,4.23,5.24
20211127,MIA,L,104,107,13,7,0,CHI,False,98.87,0.47,10.2,20.6,0.16,102.4,104.25,0.48,14.2,19.5,0.21,100.0,10.87,9.67,4.06,4.7
20211127,CLE,L,92,105,4,16,0,ORL,False,99.93,0.44,13.63,19.5,0.16,93.13,93.67,0.54,17.53,24.67,0.11,105.23,7.47,13.07,3.71,5.28
20211127,MIN,L,120,121,10,9,0,PHI,False,96.73,0.51,12.47,16.17,0.24,106.73,,,,,,,13.98,11.91,5.59,3.48
20211127,HOU,L,143,146,13,8,0,CHO,False,102.07,0.62,14.03,15.03,0.16,117.5,105.73,0.55,11.7,21.67,0.14,110.2,11.73,6.13,4.79,5.63
20211127,ATL,W,99,90,10,9,0,NYK,False,97.6,0.48,13.93,25.3,0.23,104.47,96.0,0.48,11.1,26.87,0.14,105.63,9.67,16.13,2.28,4.6
20211126,PHO,L,97,118,10,8,0,NYK,False,98.6,0.51,14.2,17.63,0.27,106.47,100.13,0.5,10.13,24.53,0.16,107.43,9.99,12.93,4.04,4.31
20211126,GSW,L,103,118,10,9,0,POR,False,96.43,0.55,12.0,30.4,0.23,121.8,99.37,0.49,15.7,26.57,0.21,104.4,15.39,15.37,3.12,6.48
20211126,WAS,L,99,101,6,12,0,OKC,False,94.83,0.5,10.0,22.7,0.14,109.03,94.63,0.53,9.53,19.17,0.2,113.23,9.79,8.56,4.47,4.52
20211126,LAC,L,96,107,4,14,0,DET,False,99.0,0.47,10.57,17.4,0.15,101.2,100.07,0.51,10.87,28.93,0.1,110.6,7.86,8.4,5.43,4.19
20211126,MIL,L,109,120,9,9,0,DEN,False,93.57,0.49,9.63,23.43,0.18,110.1,99.7,0.54,14.7,25.0,0.15,113.4,10.35,15.27,4.21,2.97
20211126,BOS,W,96,88,4,13,0,SAS,False,98.97,0.47,11.93,21.6,0.1,97.4,99.7,0.52,11.43,16.0,0.23,107.8,8.58,12.47,4.1,3.09
20211126,MIN,W,133,115,12,8,0,CHO,False,103.47,0.57,14.03,15.27,0.19,111.1,,,,,,,12.29,13.57,2.94,3.0
20211126,CHI,L,88,123,4,15,0,ORL,False,100.67,0.47,11.93,19.5,0.11,98.97,98.87,0.56,14.7,20.13,0.19,113.0,5.92,10.95,6.07,3.4
20211126,LAL,W,141,137,7,12,0,SAC,False,95.67,0.45,12.37,27.8,0.18,101.37,100.27,0.51,12.8,23.53,0.19,107.07,6.4,14.54,4.98,5.05
20211126,MEM,W,132,100,10,9,0,ATL,False,94.83,0.58,12.13,24.6,0.17,121.23,96.97,0.6,13.3,34.9,0.2,128.3,14.69,12.41,4.35,4.27
20211126,UTA,W,98,97,4,16,0,NOP,False,101.07,0.47,14.2,28.2,0.22,104.27,97.53,0.53,11.93,32.47,0.18,116.53,9.33,13.9,4.22,3.54
20211126,IND,L,97,114,9,10,3,TOR,False,95.93,0.52,9.97,29.03,0.16,115.8,99.07,0.5,13.63,18.47,0.23,105.27,12.5,13.28,4.16,4.74
20211124,CLE,W,120,115,14,3,1,PHO,False,98.93,0.59,13.93,25.0,0.18,118.97,93.67,0.54,17.53,24.67,0.11,105.23,12.07,12.59,4.86,4.58
20211124,MEM,W,126,113,8,10,0,TOR,False,96.1,0.51,10.7,32.37,0.17,113.8,96.97,0.6,13.3,34.9,0.2,128.3,11.11,12.78,3.17,4.37
20211124,ATL,L,106,124,4,12,0,SAS,False,98.7,0.48,12.97,19.43,0.11,97.67,94.83,0.5,10.83,23.53,0.12,106.87,8.91,13.98,4.57,4.08
20211124,MIN,L,101,113,12,6,0,MIA,False,106.3,0.61,9.1,25.0,0.21,128.9,,,,,,,11.82,14.7,4.74,3.58
20211124,SAC,L,121,125,10,8,-1,POR,False,93.9,0.59,12.4,26.93,0.2,123.97,95.67,0.56,14.27,30.7,0.19,117.73,14.91,6.75,2.75,4.1
20211124,UTA,L,104,110,6,11,-1,OKC,False,95.4,0.46,9.43,25.7,0.12,103.37,97.53,0.53,11.93,32.47,0.18,116.53,6.63,13.17,4.85,4.89
20211124,MIL,L,93,114,4,13,-2,DET,False,96.2,0.49,11.97,20.07,0.2,107.3,99.7,0.54,14.7,25.0,0.15,113.4,9.43,14.02,5.77,3.34
20211124,WAS,W,127,102,3,16,-1,NOP,False,96.9,0.47,15.37,27.6,0.15,97.8,94.63,0.53,9.53,19.17,0.2,113.23,8.64,9.87,3.52,4.39
20211124,BRK,L,104,123,10,8,0,BOS,False,99.07,0.53,12.9,22.87,0.25,112.93,100.5,0.51,14.77,25.47,0.25,108.7,15.27,14.95,3.01,4.03
20211124,CHO,L,99,106,4,14,-2,ORL,False,100.03,0.48,11.33,21.57,0.15,104.43,103.47,0.49,11.37,24.73,0.19,105.7,4.57,13.41,6.63,3.87
20211124,HOU,L,113,118,12,6,0,CHI,False,98.07,0.51,11.27,18.37,0.15,105.8,105.73,0.55,11.7,21.67,0.14,110.2,11.07,7.59,4.08,3.56
20211124,GSW,L,96,116,10,8,0,PHI,False,94.27,0.54,9.47,15.0,0.18,111.77,99.37,0.49,15.7,26.57,0.21,104.4,10.57,14.95,5.33,4.8
20211124,LAL,L,116,124,8,11,0,IND,False,99.7,0.48,14.7,24.6,0.17,100.85,100.27,0.51,12.8,23.53,0.19,107.07,10.8,9.11,4.95,6.85
20211123,LAL,W,106,100,9,8,0,NYK,False,98.23,0.5,14.37,19.97,0.23,104.2,100.27,0.51,12.8,23.53,0.19,107.07,7.36,10.47,3.83,6.14
20211123,DEN,W,119,100,9,8,-1,POR,False,93.1,0.56,13.97,23.6,0.2,116.27,93.57,0.51,14.57,19.0,0.19,102.7,14.01,9.2,3.64,3.71
20211123,MIA,L,92,100,4,12,0,DET,False,97.17,0.49,11.3,19.87,0.24,108.0,106.3,0.45,13.4,9.6,0.23,89.4,10.27,13.33,5.97,5.1
20211123,LAC,W,112,104,9,7,-3,DAL,False,91.7,0.52,9.3,21.37,0.18,113.27,100.07,0.51,10.87,28.93,0.1,110.6,12.51,8.6,4.76,4.73
20211122,MIL,L,92,123,4,13,-2,ORL,False,100.27,0.52,11.33,20.97,0.14,110.47,99.7,0.54,14.7,25.0,0.15,113.4,7.26,14.9,6.78,3.23
20211122,IND,L,77,109,12,5,0,CHI,False,98.97,0.54,12.97,20.8,0.17,112.83,99.7,0.49,15.45,18.15,0.22,100.5,11.28,8.09,3.95,4.98
20211122,MIN,L,96,110,3,15,1,NOP,False,94.63,0.48,14.37,24.5,0.18,100.9,,,,,,,7.46,14.44,4.34,3.63
20211122,ATL,L,101,113,6,10,0,OKC,False,98.33,0.47,10.63,21.97,0.11,100.2,94.83,0.5,10.83,23.53,0.12,106.87,7.8,14.71,3.98,3.32
20211122,SAS,W,115,111,13,3,0,PHO,False,97.43,0.57,11.9,22.1,0.16,117.27,98.7,0.57,15.17,21.5,0.18,113.87,12.78,8.75,4.49,5.39
