G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Year
13,Thu Nov 11 2021,7:00p,,Box Score,,Toronto Raptors,L,,109,115,8,5,L 3,20112.0,2:12,,PHI,2022
14,Sat Nov 13 2021,7:00p,,Box Score,@,Indiana Pacers,L,,113,118,8,6,L 4,14483.0,2:13,,PHI,2022
15,Tue Nov 16 2021,10:00p,,Box Score,@,Utah Jazz,L,,85,120,8,7,L 5,18306.0,2:10,,PHI,2022
16,Thu Nov 18 2021,9:00p,,Box Score,@,Denver Nuggets,W,,103,89,9,7,W 1,14547.0,2:03,,PHI,2022
17,Sat Nov 20 2021,10:00p,,Box Score,@,Portland Trail Blazers,L,,111,118,9,8,L 1,17027.0,2:16,,PHI,2022
18,Mon Nov 22 2021,10:00p,,Box Score,@,Sacramento Kings,W,,102,94,10,8,W 1,13948.0,2:12,,PHI,2022
19,Wed Nov 24 2021,10:00p,,Box Score,@,Golden State Warriors,L,,96,116,10,9,L 1,18064.0,2:30,,PHI,2022
20,Sat Nov 27 2021,6:00p,,Box Score,,Minnesota Timberwolves,L,2OT,120,121,10,10,L 2,21011.0,2:57,,PHI,2022
21,Mon Nov 29 2021,7:00p,,Box Score,,Orlando Magic,W,,101,96,11,10,W 1,20193.0,2:03,,PHI,2022
22,Wed Dec 1 2021,7:30p,,Box Score,@,Boston Celtics,L,,87,88,11,11,L 1,19156.0,2:18,,PHI,2022
23,Fri Dec 3 2021,7:30p,,Box Score,@,Atlanta Hawks,W,,98,96,12,11,W 1,17092.0,2:25,,PHI,2022
24,Mon Dec 6 2021,7:00p,,Box Score,@,Charlotte Hornets,W,OT,127,124,13,11,W 2,14462.0,2:29,,PHI,2022
25,Wed Dec 8 2021,7:00p,,Box Score,@,Charlotte Hornets,W,,110,106,14,11,W 3,15709.0,2:30,,PHI,2022
26,Thu Dec 9 2021,7:00p,,Box Score,,Utah Jazz,L,,96,118,14,12,L 1,20272.0,2:08,,PHI,2022
27,Sat Dec 11 2021,8:30p,,Box Score,,Golden State Warriors,W,,102,93,15,12,W 1,21016.0,2:18,,PHI,2022
28,Mon Dec 13 2021,8:00p,,Box Score,@,Memphis Grizzlies,L,,91,126,15,13,L 1,13420.0,2:05,,PHI,2022
29,Wed Dec 15 2021,7:00p,,Box Score,,Miami Heat,L,,96,101,15,14,L 2,20389.0,2:13,,PHI,2022
30,Thu Dec 16 2021,7:30p,,Box Score,@,Brooklyn Nets,L,,105,114,15,15,L 3,17053.0,2:09,,PHI,2022
31,Mon Dec 20 2021,7:30p,,Box Score,@,Boston Celtics,W,,108,103,16,15,W 1,19156.0,2:22,,PHI,2022
32,Thu Dec 23 2021,7:00p,,Box Score,,Atlanta Hawks,L,,96,98,16,16,L 1,20408.0,2:15,,PHI,2022
33,Sun Dec 26 2021,6:00p,,Box Score,@,Washington Wizards,W,,117,96,17,16,W 1,16767.0,2:22,,PHI,2022
34,Tue Dec 28 2021,7:30p,,Box Score,@,Toronto Raptors,W,,114,109,18,16,W 2,6960.0,2:22,,PHI,2022
35,Thu Dec 30 2021,7:00p,,Box Score,@,Brooklyn Nets,W,,110,102,19,16,W 3,17920.0,2:10,,PHI,2022
36,Mon Jan 3 2022,7:00p,,Box Score,,Houston Rockets,W,,133,113,20,16,W 4,20026.0,2:12,,PHI,2022
37,Wed Jan 5 2022,7:00p,,Box Score,@,Orlando Magic,W,,116,106,21,16,W 5,13116.0,2:21,,PHI,2022
38,Fri Jan 7 2022,7:00p,,Box Score,,San Antonio Spurs,W,,119,100,22,16,W 6,20265.0,2:10,,PHI,2022
39,Mon Jan 10 2022,8:00p,,Box Score,@,Houston Rockets,W,,111,91,23,16,W 7,13593.0,2:07,,PHI,2022
40,Wed Jan 12 2022,7:00p,,Box Score,,Charlotte Hornets,L,,98,109,23,17,L 1,20317.0,2:11,,PHI,2022
41,Fri Jan 14 2022,7:00p,,Box Score,,Boston Celtics,W,,111,99,24,17,W 1,20444.0,2:11,,PHI,2022
42,Sat Jan 15 2022,8:00p,,Box Score,@,Miami Heat,W,,109,98,25,17,W 2,19600.0,2:14,,PHI,2022
43,Mon Jan 17 2022,2:00p,,Box Score,@,Washington Wizards,L,,98,117,25,18,L 1,14581.0,2:11,,PHI,2022
44,Wed Jan 19 2022,7:00p,,Box Score,,Orlando Magic,W,,123,110,26,18,W 1,20081.0,2:10,,PHI,2022
45,Fri Jan 21 2022,7:00p,,Box Score,,Los Angeles Clippers,L,,101,102,26,19,L 1,20182.0,2:12,,PHI,2022
46,Sun Jan 23 2022,7:00p,,Box Score,@,San Antonio Spurs,W,,115,109,27,19,W 1,16437.0,2:06,,PHI,2022
47,Tue Jan 25 2022,7:00p,,Box Score,,New Orleans Pelicans,W,,117,107,28,19,W 2,20121.0,2:12,,PHI,2022
48,Thu Jan 27 2022,7:30p,,Box Score,,Los Angeles Lakers,W,,105,87,29,19,W 3,20953.0,2:11,,PHI,2022
49,Sat Jan 29 2022,7:30p,,Box Score,,Sacramento Kings,W,,103,101,30,19,W 4,20380.0,2:10,,PHI,2022
50,Mon Jan 31 2022,7:00p,,Box Score,,Memphis Grizzlies,W,OT,122,119,31,19,W 5,20424.0,2:26,,PHI,2022
51,Wed Feb 2 2022,7:00p,,Box Score,,Washington Wizards,L,,103,106,31,20,L 1,20089.0,2:11,,PHI,2022
52,Fri Feb 4 2022,10:00p,,Box Score,@,Dallas Mavericks,L,,98,107,31,21,L 2,19200.0,2:59,,PHI,2022
53,Sun Feb 6 2022,3:30p,,Box Score,@,Chicago Bulls,W,,119,108,32,21,W 1,20233.0,2:14,,PHI,2022
54,Tue Feb 8 2022,7:00p,,Box Score,,Phoenix Suns,L,,109,114,32,22,L 1,20720.0,2:12,,PHI,2022
55,Fri Feb 11 2022,7:00p,,Box Score,,Oklahoma City Thunder,W,,100,87,33,22,W 1,20669.0,2:05,,PHI,2022
56,Sat Feb 12 2022,7:30p,,Box Score,,Cleveland Cavaliers,W,,103,93,34,22,W 2,21057.0,2:08,,PHI,2022
57,Tue Feb 15 2022,7:30p,,Box Score,,Boston Celtics,L,,87,135,34,23,L 1,20960.0,2:20,,PHI,2022
58,Thu Feb 17 2022,8:30p,,Box Score,@,Milwaukee Bucks,W,,123,120,35,23,W 1,17341.0,2:28,,PHI,2022
59,Fri Feb 25 2022,8:00p,,Box Score,@,Minnesota Timberwolves,W,,133,102,36,23,W 2,16684.0,2:18,,PHI,2022
60,Sun Feb 27 2022,1:00p,,Box Score,@,New York Knicks,W,,125,109,37,23,W 3,19812.0,2:29,,PHI,2022
61,Wed Mar 2 2022,7:30p,,Box Score,,New York Knicks,W,,123,108,38,23,W 4,21333.0,2:22,,PHI,2022
62,Fri Mar 4 2022,7:00p,,Box Score,,Cleveland Cavaliers,W,,125,119,39,23,W 5,21391.0,2:15,,PHI,2022
63,Sat Mar 5 2022,8:00p,,Box Score,@,Miami Heat,L,,82,99,39,24,L 1,19704.0,2:09,,PHI,2022
64,Mon Mar 7 2022,7:00p,,Box Score,,Chicago Bulls,W,,121,106,40,24,W 1,20381.0,2:24,,PHI,2022
65,Thu Mar 10 2022,7:30p,,Box Score,,Brooklyn Nets,L,,100,129,40,25,L 1,21408.0,2:18,,PHI,2022
66,Sun Mar 13 2022,6:00p,,Box Score,@,Orlando Magic,W,OT,116,114,41,25,W 1,14444.0,2:40,,PHI,2022
67,Mon Mar 14 2022,7:30p,,Box Score,,Denver Nuggets,L,,110,114,41,26,L 1,21444.0,2:20,,PHI,2022
68,Wed Mar 16 2022,7:00p,,Box Score,@,Cleveland Cavaliers,W,,118,114,42,26,W 1,19432.0,2:19,,PHI,2022
69,Fri Mar 18 2022,7:00p,,Box Score,,Dallas Mavericks,W,,111,101,43,26,W 2,21428.0,2:10,,PHI,2022
70,Sun Mar 20 2022,8:30p,,Box Score,,Toronto Raptors,L,,88,93,43,27,L 1,21180.0,2:22,,PHI,2022
71,Mon Mar 21 2022,7:30p,,Box Score,,Miami Heat,W,,113,106,44,27,W 1,21386.0,2:10,,PHI,2022
72,Wed Mar 23 2022,10:00p,,Box Score,@,Los Angeles Lakers,W,,126,121,45,27,W 2,18997.0,2:20,,PHI,2022
73,Fri Mar 25 2022,10:30p,,Box Score,@,Los Angeles Clippers,W,,122,97,46,27,W 3,19068.0,2:14,,PHI,2022
74,Sun Mar 27 2022,6:00p,,Box Score,@,Phoenix Suns,L,,104,114,46,28,L 1,17071.0,2:15,,PHI,2022
75,Tue Mar 29 2022,7:00p,,Box Score,,Milwaukee Bucks,L,,116,118,46,29,L 2,21467.0,2:21,,PHI,2022
76,Thu Mar 31 2022,7:00p,,Box Score,@,Detroit Pistons,L,,94,102,46,30,L 3,20023.0,2:15,,PHI,2022
77,Sat Apr 2 2022,12:30p,,Box Score,,Charlotte Hornets,W,,144,114,47,30,W 1,21509.0,2:06,,PHI,2022
78,Sun Apr 3 2022,6:00p,,Box Score,@,Cleveland Cavaliers,W,,112,108,48,30,W 2,19432.0,2:21,,PHI,2022
79,Tue Apr 5 2022,7:00p,,Box Score,@,Indiana Pacers,W,,131,122,49,30,W 3,15583.0,2:12,,PHI,2022
80,Thu Apr 7 2022,7:30p,,Box Score,@,Toronto Raptors,L,,114,119,49,31,L 1,19800.0,2:08,,PHI,2022
81,Sat Apr 9 2022,1:00p,,Box Score,,Indiana Pacers,W,,133,120,50,31,W 1,21171.0,2:19,,PHI,2022
82,Sun Apr 10 2022,7:00p,,Box Score,,Detroit Pistons,W,,118,106,51,31,W 2,21459.0,2:09,,PHI,2022
1,Tue Oct 24 2023,10:00p,,Box Score,@,Golden State Warriors,W,,108,104,1,0,W 1,18064.0,2:33,,PHO,2024
2,Thu Oct 26 2023,10:00p,,Box Score,@,Los Angeles Lakers,L,,95,100,1,1,L 1,18997.0,2:26,,PHO,2024
3,Sat Oct 28 2023,10:00p,,Box Score,,Utah Jazz,W,,126,104,2,1,W 1,17071.0,2:13,,PHO,2024
4,Tue Oct 31 2023,10:00p,,Box Score,,San Antonio Spurs,L,,114,115,2,2,L 1,17071.0,2:28,,PHO,2024
5,Thu Nov 2 2023,10:00p,,Box Score,,San Antonio Spurs,L,,121,132,2,3,L 2,17071.0,2:17,,PHO,2024
6,Sat Nov 4 2023,1:00p,,Box Score,@,Philadelphia 76ers,L,,100,112,2,4,L 3,19796.0,2:18,,PHO,2024
7,Sun Nov 5 2023,3:00p,,Box Score,@,Detroit Pistons,W,,120,106,3,4,W 1,20062.0,2:17,,PHO,2024
8,Wed Nov 8 2023,8:00p,,Box Score,@,Chicago Bulls,W,OT,116,115,4,4,W 2,18220.0,2:36,,PHO,2024
9,Fri Nov 10 2023,10:00p,,Box Score,,Los Angeles Lakers,L,,119,122,4,5,L 1,17071.0,2:33,In-Season Tournament,PHO,2024
10,Sun Nov 12 2023,8:00p,,Box Score,,Oklahoma City Thunder,L,,99,111,4,6,L 2,17071.0,2:15,,PHO,2024
11,Wed Nov 15 2023,9:00p,,Box Score,,Minnesota Timberwolves,W,,133,115,5,6,W 1,17071.0,2:07,,PHO,2024
12,Fri Nov 17 2023,10:00p,,Box Score,@,Utah Jazz,W,,131,128,6,6,W 2,18206.0,2:28,In-Season Tournament,PHO,2024
13,Sun Nov 19 2023,8:00p,,Box Score,@,Utah Jazz,W,2OT,140,137,7,6,W 3,18206.0,2:51,,PHO,2024
14,Tue Nov 21 2023,9:00p,,Box Score,,Portland Trail Blazers,W,,120,107,8,6,W 4,17071.0,2:16,In-Season Tournament,PHO,2024
15,Wed Nov 22 2023,10:00p,,Box Score,,Golden State Warriors,W,,123,115,9,6,W 5,17071.0,2:45,,PHO,2024
16,Fri Nov 24 2023,5:00p,,Box Score,@,Memphis Grizzlies,W,,110,89,10,6,W 6,17794.0,2:06,In-Season Tournament,PHO,2024
17,Sun Nov 26 2023,6:00p,,Box Score,@,New York Knicks,W,,116,113,11,6,W 7,19812.0,2:25,,PHO,2024
18,Wed Nov 29 2023,7:30p,,Box Score,@,Toronto Raptors,L,,105,112,11,7,L 1,19800.0,2:12,,PHO,2024
19,Fri Dec 1 2023,10:00p,,Box Score,,Denver Nuggets,L,,111,119,11,8,L 2,17071.0,2:21,,PHO,2024
20,Sat Dec 2 2023,9:00p,,Box Score,,Memphis Grizzlies,W,,116,109,12,8,W 1,17071.0,2:27,,PHO,2024
21,Tue Dec 5 2023,10:00p,,Box Score,@,Los Angeles Lakers,L,,103,106,12,9,L 1,18664.0,2:28,In-Season Tournament,PHO,2024
22,Fri Dec 8 2023,9:00p,,Box Score,,Sacramento Kings,L,,106,114,12,10,L 2,17071.0,2:15,,PHO,2024
23,Tue Dec 12 2023,10:00p,,Box Score,,Golden State Warriors,W,,119,116,13,10,W 1,17071.0,2:38,,PHO,2024
24,Wed Dec 13 2023,9:00p,,Box Score,,Brooklyn Nets,L,,112,116,13,11,L 1,17071.0,2:20,,PHO,2024
25,Fri Dec 15 2023,10:00p,,Box Score,,New York Knicks,L,,122,139,13,12,L 2,17071.0,2:23,,PHO,2024
26,Sun Dec 17 2023,8:00p,,Box Score,,Washington Wizards,W,,112,108,14,12,W 1,17071.0,2:26,,PHO,2024
27,Tue Dec 19 2023,10:00p,,Box Score,@,Portland Trail Blazers,L,,104,109,14,13,L 1,18233.0,2:17,,PHO,2024
28,Fri Dec 22 2023,10:00p,,Box Score,@,Sacramento Kings,L,,105,120,14,14,L 2,17794.0,2:18,,PHO,2024
29,Mon Dec 25 2023,10:30p,,Box Score,,Dallas Mavericks,L,,114,128,14,15,L 3,17071.0,2:26,,PHO,2024
30,Wed Dec 27 2023,8:00p,,Box Score,@,Houston Rockets,W,,129,113,15,15,W 1,18055.0,2:14,,PHO,2024
31,Fri Dec 29 2023,9:00p,,Box Score,,Charlotte Hornets,W,,133,119,16,15,W 2,17071.0,2:10,,PHO,2024
32,Sun Dec 31 2023,8:00p,,Box Score,,Orlando Magic,W,,112,107,17,15,W 3,17071.0,2:06,,PHO,2024
33,Mon Jan 1 2024,9:00p,,Box Score,,Portland Trail Blazers,W,,109,88,18,15,W 4,17071.0,2:12,,PHO,2024
34,Wed Jan 3 2024,9:00p,,Box Score,,Los Angeles Clippers,L,,122,131,18,16,L 1,17071.0,2:28,,PHO,2024
35,Fri Jan 5 2024,9:00p,,Box Score,,Miami Heat,W,,113,97,19,16,W 1,17071.0,2:07,,PHO,2024
36,Sun Jan 7 2024,8:00p,,Box Score,,Memphis Grizzlies,L,,115,121,19,17,L 1,17071.0,2:21,,PHO,2024
37,Mon Jan 8 2024,10:30p,,Box Score,@,Los Angeles Clippers,L,,111,138,19,18,L 2,19370.0,2:11,,PHO,2024
38,Thu Jan 11 2024,10:00p,,Box Score,@,Los Angeles Lakers,W,,127,109,20,18,W 1,18416.0,2:19,,PHO,2024
39,Sun Jan 14 2024,9:00p,,Box Score,@,Portland Trail Blazers,W,,127,116,21,18,W 2,18071.0,2:13,,PHO,2024
40,Tue Jan 16 2024,9:00p,,Box Score,,Sacramento Kings,W,,119,117,22,18,W 3,17071.0,2:14,,PHO,2024
41,Fri Jan 19 2024,8:00p,,Box Score,@,New Orleans Pelicans,W,,123,109,23,18,W 4,18686.0,2:07,,PHO,2024
42,Sun Jan 21 2024,8:00p,,Box Score,,Indiana Pacers,W,,117,110,24,18,W 5,17071.0,2:19,,PHO,2024
43,Mon Jan 22 2024,9:00p,,Box Score,,Chicago Bulls,W,,115,113,25,18,W 6,17071.0,2:11,,PHO,2024
44,Wed Jan 24 2024,8:30p,,Box Score,@,Dallas Mavericks,W,,132,109,26,18,W 7,20202.0,2:22,,PHO,2024
45,Fri Jan 26 2024,7:00p,,Box Score,@,Indiana Pacers,L,,131,133,26,19,L 1,17274.0,2:17,,PHO,2024
46,Sun Jan 28 2024,6:00p,,Box Score,@,Orlando Magic,L,,98,113,26,20,L 2,18823.0,2:24,,PHO,2024
47,Mon Jan 29 2024,7:30p,,Box Score,@,Miami Heat,W,,118,105,27,20,W 1,19600.0,2:12,,PHO,2024
48,Wed Jan 31 2024,8:30p,,Box Score,@,Brooklyn Nets,W,,136,120,28,20,W 2,17732.0,2:22,,PHO,2024
49,Fri Feb 2 2024,7:30p,,Box Score,@,Atlanta Hawks,L,,120,129,28,21,L 1,16536.0,2:10,,PHO,2024
50,Sun Feb 4 2024,3:30p,,Box Score,@,Washington Wizards,W,,140,112,29,21,W 1,16984.0,2:10,,PHO,2024
51,Tue Feb 6 2024,10:00p,,Box Score,,Milwaukee Bucks,W,,114,106,30,21,W 2,17071.0,2:35,,PHO,2024
52,Thu Feb 8 2024,9:00p,,Box Score,,Utah Jazz,W,,129,115,31,21,W 3,17071.0,2:11,,PHO,2024
53,Sat Feb 10 2024,8:30p,,Box Score,@,Golden State Warriors,L,,112,113,31,22,L 1,18064.0,2:25,,PHO,2024
54,Tue Feb 13 2024,10:00p,,Box Score,,Sacramento Kings,W,,130,125,32,22,W 1,17071.0,2:31,,PHO,2024
55,Wed Feb 14 2024,9:00p,,Box Score,,Detroit Pistons,W,,116,100,33,22,W 2,17071.0,2:18,,PHO,2024
56,Thu Feb 22 2024,7:30p,,Box Score,@,Dallas Mavericks,L,,113,123,33,23,L 1,20377.0,2:25,,PHO,2024
57,Fri Feb 23 2024,8:00p,,Box Score,@,Houston Rockets,L,,110,114,33,24,L 2,18055.0,2:32,,PHO,2024
58,Sun Feb 25 2024,3:30p,,Box Score,,Los Angeles Lakers,W,,123,113,34,24,W 1,17071.0,2:20,,PHO,2024
59,Thu Feb 29 2024,9:00p,,Box Score,,Houston Rockets,W,,110,105,35,24,W 2,17071.0,2:26,,PHO,2024
60,Sat Mar 2 2024,9:00p,,Box Score,,Houston Rockets,L,,109,118,35,25,L 1,17071.0,2:34,,PHO,2024
61,Sun Mar 3 2024,9:30p,,Box Score,,Oklahoma City Thunder,L,,110,118,35,26,L 2,17071.0,2:21,,PHO,2024
62,Tue Mar 5 2024,10:00p,,Box Score,@,Denver Nuggets,W,OT,117,107,36,26,W 1,19589.0,2:24,,PHO,2024
63,Thu Mar 7 2024,9:00p,,Box Score,,Toronto Raptors,W,,120,113,37,26,W 2,17071.0,2:16,,PHO,2024
64,Sat Mar 9 2024,8:30p,,Box Score,,Boston Celtics,L,,107,117,37,27,L 1,17071.0,2:12,,PHO,2024
65,Mon Mar 11 2024,7:30p,,Box Score,@,Cleveland Cavaliers,W,,117,111,38,27,W 1,19432.0,2:10,,PHO,2024
66,Thu Mar 14 2024,7:30p,,Box Score,@,Boston Celtics,L,,112,127,38,28,L 1,19156.0,2:02,,PHO,2024
67,Fri Mar 15 2024,7:00p,,Box Score,@,Charlotte Hornets,W,,107,96,39,28,W 1,18613.0,2:07,,PHO,2024
68,Sun Mar 17 2024,1:00p,,Box Score,@,Milwaukee Bucks,L,,129,140,39,29,L 1,17783.0,2:10,,PHO,2024
69,Wed Mar 20 2024,10:00p,,Box Score,,Philadelphia 76ers,W,,115,102,40,29,W 1,17071.0,2:05,,PHO,2024
70,Thu Mar 21 2024,10:30p,,Box Score,,Atlanta Hawks,W,,128,115,41,29,W 2,17071.0,2:21,,PHO,2024
71,Sat Mar 23 2024,8:00p,,Box Score,@,San Antonio Spurs,W,,131,106,42,29,W 3,18354.0,1:59,,PHO,2024
72,Mon Mar 25 2024,8:00p,,Box Score,@,San Antonio Spurs,L,,102,104,42,30,L 1,18044.0,2:08,,PHO,2024
73,Wed Mar 27 2024,10:00p,,Box Score,@,Denver Nuggets,W,,104,97,43,30,W 1,19827.0,2:19,,PHO,2024
74,Fri Mar 29 2024,8:00p,,Box Score,@,Oklahoma City Thunder,L,,103,128,43,31,L 1,18203.0,2:10,,PHO,2024
75,Mon Apr 1 2024,8:00p,,Box Score,@,New Orleans Pelicans,W,,124,111,44,31,W 1,17753.0,2:14,,PHO,2024
76,Wed Apr 3 2024,10:00p,,Box Score,,Cleveland Cavaliers,W,,122,101,45,31,W 2,17071.0,2:14,,PHO,2024
77,Fri Apr 5 2024,10:00p,,Box Score,,Minnesota Timberwolves,W,,97,87,46,31,W 3,17071.0,2:08,,PHO,2024
78,Sun Apr 7 2024,6:00p,,Box Score,,New Orleans Pelicans,L,,105,113,46,32,L 1,17071.0,2:13,,PHO,2024
79,Tue Apr 9 2024,10:00p,,Box Score,,Los Angeles Clippers,L,,92,105,46,33,L 2,17071.0,2:11,,PHO,2024
80,Wed Apr 10 2024,10:30p,,Box Score,@,Los Angeles Clippers,W,,124,108,47,33,W 1,19370.0,2:02,,PHO,2024
81,Fri Apr 12 2024,10:30p,,Box Score,@,Sacramento Kings,W,,108,107,48,33,W 2,17832.0,2:16,,PHO,2024
82,Sun Apr 14 2024,3:30p,,Box Score,@,Minnesota Timberwolves,W,,125,106,49,33,W 3,18024.0,2:11,,PHO,2024
1,Wed Oct 19 2022,10:00p,,Box Score,,Dallas Mavericks,W,,107,105,1,0,W 1,17071.0,2:26,,PHO,2023
2,Fri Oct 21 2022,10:00p,,Box Score,@,Portland Trail Blazers,L,OT,111,113,1,1,L 1,19393.0,2:35,,PHO,2023
3,Sun Oct 23 2022,10:00p,,Box Score,@,Los Angeles Clippers,W,,112,95,2,1,W 1,19068.0,2:06,,PHO,2023
4,Tue Oct 25 2022,10:00p,,Box Score,,Golden State Warriors,W,,134,105,3,1,W 2,17071.0,2:23,,PHO,2023
5,Fri Oct 28 2022,10:00p,,Box Score,,New Orleans Pelicans,W,,124,111,4,1,W 3,17071.0,2:13,,PHO,2023
6,Sun Oct 30 2022,9:00p,,Box Score,,Houston Rockets,W,,124,109,5,1,W 4,17071.0,2:22,,PHO,2023
7,Tue Nov 1 2022,10:00p,,Box Score,,Minnesota Timberwolves,W,,116,107,6,1,W 5,17071.0,2:28,,PHO,2023
8,Fri Nov 4 2022,10:00p,,Box Score,,Portland Trail Blazers,L,,106,108,6,2,L 1,17071.0,2:14,,PHO,2023
9,Sat Nov 5 2022,10:00p,,Box Score,,Portland Trail Blazers,W,,102,82,7,2,W 1,17071.0,2:18,,PHO,2023
10,Mon Nov 7 2022,8:00p,,Box Score,@,Philadelphia 76ers,L,,88,100,7,3,L 1,20347.0,2:18,,PHO,2023
11,Wed Nov 9 2022,8:00p,,Box Score,@,Minnesota Timberwolves,W,,129,117,8,3,W 1,16062.0,2:13,,PHO,2023
12,Fri Nov 11 2022,7:00p,,Box Score,@,Orlando Magic,L,,97,114,8,4,L 1,15879.0,2:03,,PHO,2023
13,Mon Nov 14 2022,7:30p,,Box Score,@,Miami Heat,L,,112,113,8,5,L 2,19600.0,2:09,,PHO,2023
14,Wed Nov 16 2022,10:00p,,Box Score,,Golden State Warriors,W,,130,119,9,5,W 1,17071.0,2:18,,PHO,2023
15,Fri Nov 18 2022,9:00p,,Box Score,@,Utah Jazz,L,,133,134,9,6,L 1,18206.0,2:16,,PHO,2023
16,Sun Nov 20 2022,3:30p,,Box Score,,New York Knicks,W,,116,95,10,6,W 1,17071.0,2:04,,PHO,2023
17,Tue Nov 22 2022,10:00p,,Box Score,,Los Angeles Lakers,W,,115,105,11,6,W 2,17071.0,2:19,,PHO,2023
18,Fri Nov 25 2022,9:00p,,Box Score,,Detroit Pistons,W,,108,102,12,6,W 3,17071.0,2:13,,PHO,2023
19,Sat Nov 26 2022,9:00p,,Box Score,,Utah Jazz,W,,113,112,13,6,W 4,17071.0,2:06,,PHO,2023
20,Mon Nov 28 2022,10:00p,,Box Score,@,Sacramento Kings,W,,122,117,14,6,W 5,16407.0,2:10,,PHO,2023
21,Wed Nov 30 2022,9:00p,,Box Score,,Chicago Bulls,W,,132,113,15,6,W 6,17071.0,2:11,,PHO,2023
22,Fri Dec 2 2022,9:00p,,Box Score,,Houston Rockets,L,,121,122,15,7,L 1,17071.0,2:17,,PHO,2023
23,Sun Dec 4 2022,4:00p,,Box Score,@,San Antonio Spurs,W,,133,95,16,7,W 1,16409.0,2:08,,PHO,2023
24,Mon Dec 5 2022,8:30p,,Box Score,@,Dallas Mavericks,L,,111,130,16,8,L 1,20227.0,2:09,,PHO,2023
25,Wed Dec 7 2022,10:00p,,Box Score,,Boston Celtics,L,,98,125,16,9,L 2,17071.0,2:02,,PHO,2023
26,Fri Dec 9 2022,8:30p,,Box Score,@,New Orleans Pelicans,L,,117,128,16,10,L 3,16381.0,2:11,,PHO,2023
27,Sun Dec 11 2022,3:30p,,Box Score,@,New Orleans Pelicans,L,OT,124,129,16,11,L 4,18681.0,2:36,,PHO,2023
28,Tue Dec 13 2022,8:00p,,Box Score,@,Houston Rockets,L,,97,111,16,12,L 5,15128.0,2:11,,PHO,2023
29,Thu Dec 15 2022,10:30p,,Box Score,@,Los Angeles Clippers,W,,111,95,17,12,W 1,15778.0,2:08,,PHO,2023
30,Sat Dec 17 2022,9:00p,,Box Score,,New Orleans Pelicans,W,,118,114,18,12,W 2,17071.0,2:19,,PHO,2023
31,Mon Dec 19 2022,9:00p,,Box Score,,Los Angeles Lakers,W,,130,104,19,12,W 3,17071.0,2:04,,PHO,2023
32,Tue Dec 20 2022,9:00p,,Box Score,,Washington Wizards,L,,110,113,19,13,L 1,17071.0,2:19,,PHO,2023
33,Fri Dec 23 2022,10:00p,,Box Score,,Memphis Grizzlies,L,,100,125,19,14,L 2,17071.0,2:25,,PHO,2023
34,Sun Dec 25 2022,10:30p,,Box Score,@,Denver Nuggets,L,OT,125,128,19,15,L 3,19642.0,2:51,,PHO,2023
35,Tue Dec 27 2022,8:00p,,Box Score,@,Memphis Grizzlies,W,,125,108,20,15,W 1,18239.0,2:24,,PHO,2023
36,Wed Dec 28 2022,7:00p,,Box Score,@,Washington Wizards,L,,102,127,20,16,L 1,20476.0,2:16,,PHO,2023
37,Fri Dec 30 2022,7:30p,,Box Score,@,Toronto Raptors,L,,104,113,20,17,L 2,19800.0,2:19,,PHO,2023
38,Mon Jan 2 2023,3:00p,,Box Score,@,New York Knicks,L,,83,102,20,18,L 3,19812.0,2:01,,PHO,2023
39,Wed Jan 4 2023,7:00p,,Box Score,@,Cleveland Cavaliers,L,,88,90,20,19,L 4,19432.0,2:14,,PHO,2023
40,Fri Jan 6 2023,10:00p,,Box Score,,Miami Heat,L,,96,104,20,20,L 5,17071.0,2:27,,PHO,2023
41,Sun Jan 8 2023,8:00p,,Box Score,,Cleveland Cavaliers,L,,98,112,20,21,L 6,17071.0,1:55,,PHO,2023
42,Tue Jan 10 2023,10:00p,,Box Score,@,Golden State Warriors,W,,125,113,21,21,W 1,18064.0,2:31,,PHO,2023
43,Wed Jan 11 2023,10:00p,,Box Score,@,Denver Nuggets,L,,97,126,21,22,L 1,18872.0,2:16,,PHO,2023
44,Fri Jan 13 2023,8:00p,,Box Score,@,Minnesota Timberwolves,L,,116,121,21,23,L 2,16460.0,2:19,,PHO,2023
45,Mon Jan 16 2023,6:00p,,Box Score,@,Memphis Grizzlies,L,,106,136,21,24,L 3,17794.0,2:14,,PHO,2023
46,Thu Jan 19 2023,10:00p,,Box Score,,Brooklyn Nets,W,,117,112,22,24,W 1,17071.0,2:38,,PHO,2023
47,Sat Jan 21 2023,9:00p,,Box Score,,Indiana Pacers,W,,112,107,23,24,W 2,17071.0,2:31,,PHO,2023
48,Sun Jan 22 2023,8:00p,,Box Score,,Memphis Grizzlies,W,,112,110,24,24,W 3,17071.0,2:27,,PHO,2023
49,Tue Jan 24 2023,9:00p,,Box Score,,Charlotte Hornets,W,,128,97,25,24,W 4,17071.0,2:03,,PHO,2023
50,Thu Jan 26 2023,10:00p,,Box Score,,Dallas Mavericks,L,,95,99,25,25,L 1,17071.0,2:20,,PHO,2023
51,Sat Jan 28 2023,8:00p,,Box Score,@,San Antonio Spurs,W,OT,128,118,26,25,W 1,18354.0,2:27,,PHO,2023
